ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	job people work president think year program money congress fund	2.8	2.0	3.0	2	think year	1	"[(""'job'"", ""'work'"")]"	0	
1	san information billion police angeles francisco los california anti york	2.0	3.0	3.0	1	'york'	4	"[(""'los'"", ""'angeles'""), (""'san'"", ""'francisco'""), (""'billion'"", ""'billion'""), (""'california'"", ""'california'"")]"	8	'san' 'billion' 'angeles' 'francisco' 'los' 'california' 'anti' 'york'
2	god jesus bible man christian christ love come word believe	3.0	2.0	3.0	1	'man'	2	"[(""'god'"", ""'christ'""), (""'jesus'"", ""'christ'"")]"	0	
3	people morality objective person death think life moral rule murder	3.0	2.0	3.0	2	'objective' 'rule'	1	"[(""'people'"", ""'person'"")]"	0	
4	stuff moon secure think van sun tony michael happy guess	1.0	3.0	3.0	3	'stuff' 'van' 'michael'	0	[]	9	'stuff' 'secure' 'think' 'van' 'sun' 'tony' 'michael' 'happy' 'guess'
5	article argument jim science quote ethnic context apr posting statement	2.0	3.0	3.0	3	'jim' 'apr' 'posting'	1	"[(""'article'"", ""'posting'"")]"	3	'jim' 'apr' 'posting'
6	window hope henrik newsreader peace manager tin display want know	1.0	3.0	3.0	3	'henrik' 'newsreader' 'manager'	0	[]	3	'henrik' 'newsreader' 'tin'
7	program unit music server link cross software disk windows use	1.8	2.8	3.0	2	'cross' 'use'	0	[]	3	'cross' 'link' 'use'
8	weapon court expansion legal age capital carry use penalty prison	2.0	2.4	3.0	2	'expansion' 'capital'	0	[]	0	
9	win senior idea bank sign reagan think predict way mix	1.0	3.0	3.0	1	'reagan'	0	[]	0	
10	people come know tell think happen start leave woman like	2.0	2.0	3.0	2	'happen' 'start'	0	[]	0	
11	government attack minority people force use think state civilian law	3.0	2.0	3.0	0		1	"[(""'government'"", ""'state'"")]"	0	
12	people believe god religion human church mean exist life christian	3.0	2.0	3.0	2	'mean' 'exist'	1	"[(""'god'"", ""'christian'"")]"	1	'mean'
13	question post answer newsgroup discussion ask read thread new mike	3.0	2.0	3.0	1	'mike'	3	"[(""'question'"", ""'ask'""), (""'post'"", ""'thread'""), (""'newsgroup'"", ""'discussion'"")]"	1	'mike'
14	jewish black jews wrong search race delete story know land	2.2	2.0	3.0	2	'wrong' 'delete'	1	"[(""'jewish'"", ""'jews'"")]"	2	'wrong' 'delete'
15	drug use error correct value plant list crack property line	2.0	2.0	3.0	5	'use' 'error' 'correct' 'value' 'line'	1	"[(""'error'"", ""'correct'"")]"	2	'crack' 'line'
16	sexual sex double know verdict admit child orientation thing think	2.0	2.0	2.8	3	'double' 'thing' 'think'	1	"[(""'sexual'"", ""'sex'"")]"	0	
17	research secretary president committee organization university material center agency national	2.6	2.8	3.0	1	'secretary'	0	[]	0	
18	health care pay private canada condition year average good excellent	3.0	2.2	3.0	0		0	[]	0	
19	space earth nasa launch energy orbit mission image satellite flight	3.0	2.0	3.0	0		0	[]	0	
20	sound fan left like right screw cheer straight spread funny	1.0	3.0	3.0	2	'left' 'right'	0	[]	5	'left' 'right' 'screw' 'straight' 'spread'
21	drive hard tape problem supply internal pin disk work power	2.4	2.6	3.0	2	'tape' 'pin'	1	"[(""'drive'"", ""'disk'"")]"	2	'tape' 'pin'
22	ground service use radio current box wire switch power need	2.0	2.4	3.0	2	'service' 'use'	1	"[(""'service'"", ""'use'"")]"	0	
23	use send mail request address list application user message number	3.0	2.0	3.0	0		1	"[(""'use'"", ""'user'"")]"	0	
24	chip problem help line count appreciate jordan work memory use	2.0	3.0	3.0	2	'jordan' 'memory'	0	[]	0	
25	steve mark brian dos adam picture peter book date respond	1.2	3.0	3.0	2	'dos' 'respond'	0	[]	2	'dos' 'respond'
26	palestinians terrorism page torture conference camp final press tank atf	1.4	2.6	3.0	4	'page' 'final' 'press' 'atf'	0	[]	2	'page' 'atf'
27	gay play pick dog wing warrant reserve free govt record	1.0	3.0	3.0	3	'warrant' 'govt' 'gay'	0	[]	0	
28	clipper phone patient disease treatment security medical announcement need teacher	2.0	3.0	3.0	3	'clipper' 'phone' 'teacher'	0	[]	0	
29	waste eat favor food big blow perry drug kid bob	1.0	3.0	3.0	3	'favor' 'perry' 'bob'	0	[]	3	'blow' 'perry' 'bob'
30	key game bit algorithm use point block time command method	2.0	2.8	3.0	3	key use point	5	"[(""'key'"", ""'use'""), (""'game'"", ""'point'""), (""'bit'"", ""'block'""), (""'algorithm'"", ""'method'""), (""'time'"", ""'command'"")]"	0	
31	card use bit gaza mode mac fast bus machine ibm	1.0	3.0	3.0	3	'gaza' 'bit' 'mode'	1	"[(""'mac'"", ""'mac'"")]"	0	
32	file nazi available ftp edu site version archive anonymous format	2.8	2.2	3.0	0		0	[]	0	
33	price sell cost sale purchase product staff des market order	3.0	2.0	3.0	2	'staff' 'des'	1	"[(""'price'"", ""'cost'"")]"	1	'des'
34	state people law muslim genocide right government population muslims history	3.0	2.0	3.0	1	'right'	1	"[(""'muslim'"", ""'muslims'"")]"	2	'genocide' 'muslims'
35	good look thank want code help reply know like hear	2.0	2.2	3.0	2	'code' 'reply'	0	[]	0	
36	theory screen object speech hole problem time josh light herring	1.0	3.0	3.0	2	'josh' 'herring'	1	"[(""'screen'"", ""'light'"")]"	9	'screen' 'object' 'speech' 'hole' 'problem' 'time' 'josh' 'light' 'herring'
37	crime trial law state police people gay criminal guilty case	3.0	2.0	3.0	1	'gay'	2	"[(""'crime'"", ""'criminal'""), (""'guilty'"", ""'criminal'"")]"	0	
38	israel greek people jews kill soldier soviet child come dead	2.0	2.0	3.0	2	'greek' 'soviet'	2	"[(""'people'"", ""'people'""), (""'jews'"", ""'jews'"")]"	2	'kill' 'dead'
39	fbi read report know local datum news philadelphia accurate suspect	2.8	2.2	3.0	3	'read' 'know' 'datum'	0	[]	1	'datum'
40	study trade cover opinion armed brain parent new river hospital	1.0	3.0	3.0	2	'armed' 'brain'	0	[]	0	
41	car water good like time ride year new engine mile	2.0	2.2	3.0	3	good like new	0	[]	0	
42	team think game year lose player play good compromise bad	2.2	2.0	3.0	2	'bad' 'lose'	0	[]	0	
43	president group troop vote press consider proposal package issue option	2.0	2.8	3.0	2	'group' 'troop'	0	[]	0	
44	point liberal medium bias bomb goal zionist conservative bush military	2.0	3.0	3.0	2	'medium' 'bomb'	0	[]	2	'medium' 'zionist'
45	write book translation original think sense david marriage read know	2.0	3.0	3.0	0		0	[]	0	
46	gun koresh homosexual like tax think right defense shoot time	1.0	2.6	3.0	9	'koresh' 'homosexual' 'like' 'tax' 'think' 'right' 'defense' 'shoot' 'time'	0	[]	9	'koresh' 'homosexual' 'like' 'tax' 'think' 'right' 'defense' 'shoot' 'time'
47	army nazis role iran war movement land libertarian british pain	1.6	3.0	3.0	2	'role' 'pain'	0	[]	2	'nazis' 'pain'
48	turkish max air von oppress yup sexuality ali biz anxiety	1.0	3.0	3.0	4	'max' 'von' 'yup' 'biz'	0	[]	3	'max' 'yup' 'von'
