ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	team cup toronto watch fan quebec sport chicago vancouver adams	2.0	2.0	3.0	2	watch adams	5	"[(""'team'"", ""'team'""), (""'cup'"", ""'cup'""), (""'sport'"", ""'sport'""), (""'chicago'"", ""'chicago'""), (""'vancouver'"", ""'vancouver'"")]"	1	'adams'
1	use right time like good mean question problem thing state	2.0	2.2	3.0	0		0	[]	0	
2	god believe belief question exist claim true christians idea truth	3.0	1.2	3.0	2	'exist' 'claim'	2	"[(""'belief'"", ""'believe'""), (""'truth'"", ""'true'"")]"	0	
3	svhs numner matting crystalize recommene toasterhead bequidistant itor mtd craftsman	1.0	3.0	1.0	8	'numner' 'matting' 'crystalize' 'recommene' 'toasterhead' 'bequidistant' 'itor' 'mtd'	0	[]	5	'numner' 'recommene' 'bequidistant' 'itor' 'mtd'
4	disease concern response newsgroup kent easter translator patient forum science	2.0	2.4	3.0	3	'kent' 'easter' 'translator'	0	[]	4	'kent' 'easter' 'translator' 'science'
5	numner zipws mtd anthology bequidistant specualtion carlsbad matting recommene archiver	1.0	3.0	1.0	5	'numner' 'zipws' 'bequidistant' 'specualtion' 'recommene'	0	[]	5	'numner' 'zipws' 'bequidistant' 'specualtion' 'recommene'
6	svhs matting numner crystalize corporeal toasterhead itor cdq disemination anthology	1.0	3.0	1.0	2	'numner' 'cdq'	0	[]	3	'numner' 'itor' 'cdq'
7	numner sceptic syn probablity inb shadow daresbury corporeal baraff dresden	1.0	3.0	1.0	2	'numner' 'inb'	0	[]	0	
8	know like time want think tell people thing look come	2.0	2.2	3.0	0		0	[]	0	
9	sale monitor offer card printer appreciate screen video meg upgrade	2.0	2.4	3.0	3	'appreciate' 'video' 'meg'	1	"[(""'monitor'"", ""'screen'"")]"	1	'meg'
10	thank appreciate advance pointer anybody ini suggestion utility greatly fix	2.0	2.8	3.0	2	'ini' 'utility'	0	[]	1	'ini'
11	sale new offer sell price win shipping player van stevens	1.0	2.2	3.0	0		0	[]	1	'stevens'
12	numner anthology matting crystalize bequidistant dispell mtd toasterhead carlsbad itor	1.0	3.0	1.0	3	'numner' 'bequidistant' 'itor'	0	[]	4	'numner' 'bequidistant' 'mtd' 'itor'
13	year think want work talk cost program people pay care	2.0	2.0	3.0	2	'year' 'program'	0	[]	0	
14	government information state san year new police political francisco law	3.0	2.0	3.0	2	'san' 'francisco'	2	"[(""'government'"", ""'state'""), (""'law'"", ""'police'"")]"	2	'san' 'francisco'
15	think use bit question people dos mov mean right way	1.2	3.0	3.0	3	'bit' 'dos' 'mov'	0	[]	3	'bit' 'dos' 'mov'
16	key chip use number bit clipper message encrypt algorithm public	3.0	2.4	3.0	2	'key' 'clipper'	0	[]	1	'clipper'
17	svhs matting crystalize toasterhead itor cdq disemination orientiation sceptic welbon	1.0	3.0	1.0	9	'matting' 'crystalize' 'toasterhead' 'itor' 'cdq' 'disemination' 'orientiation' 'sceptic' 'welbon'	0	[]	8	'matting' 'crystalize' 'itor' 'cdq' 'disemination' 'orientiation' 'sceptic' 'welbon'
18	rear luck chicago somebody toronto clean shop btw expensive hot	1.0	3.0	3.0	2	'rear' 'btw'	0	[]	1	'btw'
19	use file run program support like available ftp need mail	2.0	2.8	3.0	0		0	[]	0	
20	god jesus man life day christ thing come world church	3.0	2.0	3.0	0		2	"[(""'god'"", ""'jesus'""), (""'god'"", ""'christ'"")]"	0	
21	time good like way year problem cause result think help	2.0	2.8	3.0	3	'good' 'like' 'think'	0	[]	0	
22	sexual concentrate behavior delete apply atheists fbi ignorant brain counterexample	1.0	3.0	3.0	2	'sexual' 'ignorant'	0	[]	10	'sexual' 'ignorant' 'concentrate' 'behavior' 'delete' 'apply' 'atheists' 'fbi' 'brain' 'counterexample'
23	numner matting svhs mtd antecdent crystalize carlsbad welbon toasterhead dispell	1.0	3.0	1.0	2	'numner' 'antecdent'	0	[]	3	'numner' 'antecdent' 'dispell'
24	engine car ride big mile buy helmet light turn hit	2.0	3.0	3.0	2	'helmet' 'buy'	0	[]	0	
25	thank advance sale printer interested appreciate mail monitor display print	2.8	2.0	3.0	3	'sale' 'monitor' 'display'	1	"[(""'print'"", ""'print'"")]"	0	
26	team game year play player good point run bad second	3.0	2.0	3.0	0		0	[]	4	'point' 'run' 'second' 'year'
27	window use set include software windows graphic file image program	3.0	2.0	3.0	2	'set' 'include'	1	"[(""'window'"", ""'windows'"")]"	0	
28	numner ulman revisited structures sceptic interection abord corporeal tierra svhs	1.0	3.0	1.0	2	'numner' 'abord'	0	[]	0	
29	drive problem disk card hard ram motherboard floppy run use	2.0	2.6	3.0	2	'run' 'use'	0	[]	3	'ram' 'motherboard' 'floppy'
30	people way kill long close man turkish come child massacre	2.0	2.0	2.2	2	'kill' 'massacre'	1	"[(""'people'"", ""'man'"")]"	7	'kill' 'close' 'man' 'turkish' 'come' 'child' 'massacre'
31	window thank file font help windows advance application appreciate graphic	2.0	2.0	3.0	2	'thank' 'advance'	1	"[(""'window'"", ""'windows'"")]"	4	'windows' 'advance' 'appreciate' 'graphic'
32	uhhh numner mtd carlsbad dispell reasoable corporeal alunatic myronreuger revisited	1.0	3.0	1.0	3	'numner' 'alunatic' 'myronreuger'	0	[]	3	'numner' 'alunatic' 'myronreuger'
33	card video memory color mac bus mouse monitor drive problem	2.0	2.2	3.0	2	'mac' 'problem'	1	"[(""'card'"", ""'card'"")]"	1	'mac'
34	numner svhs matting dispell infirmity crystalize jaggie toasterhead lamentation probablity	1.0	3.0	1.0	5	'numner' 'probablity' 'dispell' 'crystalize' 'toasterhead'	1	"[(""'numner'"", ""'probability'"")]"	5	'numner' 'dispell' 'jaggie' 'toasterhead' 'probablity'
