ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	problem mouse drive boot disk switch fix floppy fine instal	2.6	2.0	3.0	0		1	"[(""'fix'"", ""'fix'"")]"	9	'mouse' 'drive' 'boot' 'disk' 'switch' 'fix' 'floppy' 'fine' 'instal'
1	problem boot drive disk apple windows memory mouse help mac	2.4	2.0	3.0	5	'boot' 'drive' 'disk' 'memory' 'mouse'	7	"[(""'boot'"", ""'boot'""), (""'drive'"", ""'disk'""), (""'apple'"", ""'apple'""), (""'windows'"", ""'windows'""), (""'memory'"", ""'memory'""), (""'mouse'"", ""'mouse'""), (""'mac'"", ""'mac'"")]"	0	
2	svhs zach jaws itor toasterhead kelseyyrki montage orientiation cdq torkel	1.0	3.0	1.0	4	itor kelseyyrki cdq torkel	0	[]	3	'kelseyyrki' 'cdq' 'torkel'
3	version software graphic available mail public windows user machine gnu	2.8	2.4	3.0	1	'public'	1	"[(""'mail'"", ""'mail'"")]"	0	
4	clipper government announcement white house libertarian chip agency federal citizen	2.2	3.0	3.0	2	'clipper' 'chip'	0	[]	0	
5	hello cube password sphere geometry systems newsreader moselem unresolvable differet	1.0	3.0	1.0	0		0	[]	2	'password' 'differet'
6	israel peace terrorism fbi favor waste kill reporter sexual jewish	2.0	2.0	3.0	3	'fbi' 'waste' 'kill'	0	[]	3	'favor' 'waste' 'kill'
7	drug right usage inalienable people amendment free study bear psychology	1.6	3.0	3.0	3	inalienable amendment psychology	0	[]	4	'inalienable' 'amendment' 'psychology' 'bear'
8	kent daily amusing heart promise atheists dating jon ignorance sink	1.0	3.0	3.0	1	'sink'	0	[]	9	'kent' 'amusing' 'heart' 'promise' 'atheists' 'dating' 'jon' 'ignorance' 'sink'
9	clipper chip key phone cheap algorithm secure voice acceptance serial	1.8	2.6	3.0	2	'algorithm' 'secure'	0	[]	0	
10	announcement white lobby april washington abc bush prize museum schedule	2.0	3.0	3.0	2	'white' 'museum'	0	[]	0	
11	problem window windows disk file run screen error mouse fine	2.0	2.0	3.0	0		1	"[(""'window'"", ""'windows'"")]"	1	'windows'
12	thank year work people lot need think program thing want	2.0	2.4	3.0	2	'year' 'program'	1	"[(""'thank'"", ""'think'"")]"	2	'need' 'thing'
13	price offer pay sale sell speaker stereo deck buy receiver	3.0	2.0	3.0	4	'speaker' 'stereo' 'deck' 'receiver'	1	"[(""'buy'"", ""'sell'"")]"	0	
14	graphic thank graphics mail format advance appreciate email internet site	3.0	2.0	3.0	1	'advance'	1	"[(""'graphic'"", ""'graphics'"")]"	0	
15	sustain microcontroller heavily zach trumpet asked kelseyyrki torkel jaws newusers	1.0	3.0	1.0	6	'heavily' 'kelseyyrki' 'torkel' 'jaws' 'newusers' 'trumpet'	0	[]	4	'kelseyyrki' 'torkel' 'jaws' 'newusers'
16	like want know think time people window look ask problem	2.0	2.0	3.0	1	'window'	2	"[(""'like'"", ""'want'""), (""'know'"", ""'think'"")]"	0	
17	musical zach enjoyable kelseyyrki iteration ulman torkel newusers explicable kck	1.0	3.0	1.0	0		0	[]	2	'kelseyyrki' 'kck'
18	life god bible jesus christ love sin heaven experience feeling	3.0	2.0	3.0	2	'experience' 'feeling'	2	"[(""'god'"", ""'jesus'""), (""'god'"", ""'christ'"")]"	0	
19	team game player play hit year fan score compare bad	3.0	2.0	3.0	1	'bad'	0	[]	2	'hit' 'bad'
20	law jews jewish citizenship prevail nazis book great case german	2.6	2.2	3.0	2	'book' 'great'	0	[]	0	
21	zach descendent kelseyyrki torkel unresolvable explicable newusers reliogious tims kck	1.0	3.0	1.0	2	'kelseyyrki' 'kck'	0	[]	3	'kelseyyrki' 'reliogious' 'kck'
22	sale modem offer printer monitor pin brand manual interested floppy	1.4	3.0	3.0	1	'pin'	0	[]	2	'pin' 'floppy'
23	atheists lobbying apologize concentrate keith cruel rude purge percentage zach	1.0	3.0	3.0	0		0	[]	0	
24	windows use drive file application problem driver disk car division	1.2	2.0	3.0	2	'car' 'division'	1	"[(""'drive'"", ""'disk'"")]"	2	'car' 'division'
25	gun crime ride fbi rate atf self cop violent watch	2.0	2.0	3.0	2	'rate' 'watch'	0	[]	2	'rate' 'watch'
26	cup sport pen fan prediction red tie thumb toronto captain	1.2	3.0	3.0	4	'pen' 'fan' 'red' 'thumb'	0	[]	0	
27	bush temporary crowley zach kelseyyrki torkel newusers kck stoesser achim	1.0	3.0	1.0	2	'kelseyyrki' 'torkel'	0	[]	3	'kelseyyrki' 'torkel' 'kck'
28	viewer cica compile animation cview fashion bitmap terminal anybody thanx	1.0	3.0	3.0	5	'cica' 'compile' 'terminal' 'anybody' 'thanx'	0	[]	2	'cica' 'cview'
29	msg christianity church science christian human bible question reason god	3.0	2.0	3.0	1	'msg'	0	[]	0	
30	information san law francisco religion include police allege believe new	2.0	3.0	3.0	1	'san'	0	[]	4	'san' 'include' 'allege' 'believe'
31	anybodys zach likeps radious kelseyyrki differet indecision seldes kubota explicable	1.0	3.0	1.0	6	'zach' 'radious' 'kelseyyrki' 'differet' 'seldes' 'kubota'	0	[]	6	'anybodys' 'likeps' 'radious' 'kelseyyrki' 'differet' 'seldes'
32	mail key use email datum send faq sci information directory	2.0	2.0	3.0	2	'datum' 'sci'	1	"[(""'mail'"", ""'email'"")]"	1	'datum'
33	bible christ heaven christians sin teach prayer christian verse promise	3.0	2.0	3.0	2	'bible' 'heaven'	3	"[(""'bible'"", ""'verse'""), (""'christ'"", ""'christian'""), (""'heaven'"", ""'promise'"")]"	0	
34	scsi fast drive monitor mode card mac buy port board	2.0	2.4	3.0	0		2	"[(""'drive'"", ""'card'""), (""'port'"", ""'board'"")]"	0	
35	cica indiana zip anybody utility wallpaper ini download adobe newsreader	1.0	3.0	3.0	9	'cica' 'indiana' 'zip' 'anybody' 'utility' 'wallpaper' 'ini' 'download' 'adobe'	0	[]	4	'cica' 'zip' 'ini' 'newsreader'
36	problem windows use scsi drive memory run mac hard disk	2.0	3.0	3.0	2	'windows' 'mac'	0	[]	2	'scsi' 'use'
37	christian islamic islam christianity religion moral belief discuss morality statement	3.0	2.0	3.0	2	'discuss' 'statement'	3	"[(""'christian'"", ""'christianity'""), (""'islamic'"", ""'islam'""), (""'moral'"", ""'morality'"")]"	0	
38	enjoyable zach svhs kelseyyrki fashion kubota multiprocessor torkel rosch itor	1.0	3.0	1.0	4	'svhs' 'kelseyyrki' 'multiprocessor' 'itor'	0	[]	2	'kelseyyrki' 'itor'
39	people like come help time run know think year live	2.0	2.2	3.0	2	'run' 'think'	0	[]	0	
40	zach explicable svhs rosch kelseyyrki booboo torkel itor liscense toasterhead	1.0	3.0	1.0	0		0	[]	5	'kelseyyrki' 'torkel' 'itor' 'liscense' 'toasterhead'
41	screen image line display input use window write jpeg quantizer	2.0	2.6	3.0	1	'quantizer'	0	[]	1	'quantizer'
42	window set screen file font input display help value windows	2.2	1.8	3.0	1	'set'	1	"[(""'window'"", ""'windows'"")]"	0	
43	israel jewish muslim nazi christ peace christianity islam islamic easter	2.2	2.0	3.0	1	'nazi'	3	"[(""'christ'"", ""'christianity'""), (""'easter'"", ""'christianity'""), (""'islam'"", ""'islamic'"")]"	1	'nazi'
44	window display manager widget application client default compile character motif	2.2	2.0	3.0	2	'compile' 'character'	2	"[(""'display'"", ""'widget'""), (""'window'"", ""'widget'"")]"	0	
45	card fast video upgrade motherboard bus speed board ram scsi	2.4	2.0	3.0	9	'card' 'video' 'upgrade' 'motherboard' 'bus' 'speed' 'board' 'ram' 'scsi'	2	"[(""'card'"", ""'board'""), (""'speed'"", ""'bus'"")]"	2	'bus' 'scsi'
46	motif appreciate thank code advance unix file character application window	1.4	3.0	3.0	3	'code' 'unix' 'file'	0	[]	0	
47	vacuum engineering clipper sphere shelf temporary scheme film nuclear geometry	1.0	3.0	3.0	2	'clipper' 'scheme'	0	[]	0	
48	buy car engine service speed cable manual wire load check	2.0	2.0	3.0	0		0	[]	0	
49	israel peace agree gulf civilian iraqis casualty case hussein kuwait	2.8	2.0	3.0	2	'agree' 'case'	0	[]	0	
50	morality political keith sex objective percentage atheists animal anecdote kent	1.8	3.0	3.0	2	'keith' 'kent'	0	[]	2	'keith' 'kent'
51	god law christ kingdom believe teach church heretical spirit father	3.0	2.0	3.0	1	'heretical'	1	"[(""'god'"", ""'father'"")]"	2	'heretical' 'father'
52	window manager set problem color button display event application main	3.0	2.6	3.0	2	'set' 'problem'	0	[]	0	
53	mosque body massacre january claim year denial moslem hill troop	2.0	2.0	3.0	3	'body' 'hill' 'troop'	1	"[(""'mosque'"", ""'moslem'"")]"	1	'moslem'
54	helmet engine concept paint shift car leak nuclear ride cool	1.0	3.0	3.0	2	'concept' 'nuclear'	0	[]	0	
55	player msg food study sensitivity cause effect gun patient reaction	1.0	2.6	3.0	2	'msg' 'sensitivity'	0	[]	0	
56	proud funny suprise zach svhs kelseyyrki explicable indecision torkel newusers	1.0	3.0	1.0	3	kelseyyrki explicable indecision	0	[]	2	'kelseyyrki' 'svhs'
57	zach reliogious shackle kelseyyrki torkel newusers rosch christianic kck gradation	1.0	3.0	1.0	5	'reliogious' 'kelseyyrki' 'torkel' 'christianic' 'kck'	1	"[(""'reliogious'"", ""'christianic'"")]"	5	'reliogious' 'kelseyyrki' 'christianic' 'kck' 'torkel'
58	clipper police file fbi information intelligence key law san operative	2.0	2.2	3.0	3	'clipper' 'file' 'san'	1	"[(""'fbi'"", ""'intelligence'"")]"	1	'san'
59	cup patrick toronto bob van winnipeg pen stevens montreal smith	1.0	3.0	3.0	4	'patrick' 'bob' 'stevens' 'smith'	0	[]	0	
60	max end biz mas yuv lose axl game gen chz	1.0	3.0	2.4	1	'end'	1	"[(""'max'"", ""'axl'"")]"	4	'yuv' 'axl' 'gen' 'chz'
61	think government year program loan look package creative assistance continue	2.0	3.0	3.0	1	'year'	0	[]	0	
62	drive scsi chip fast speed use key card mode software	2.0	2.0	3.0	1	'key'	3	"[(""'drive'"", ""'speed'""), (""'drive'"", ""'use'""), (""'speed'"", ""'fast'"")]"	0	
63	today genocide population close government soul exterminate muslim mountain long	1.0	2.8	2.0	5	'today' 'population' 'close' 'soul' 'long'	0	[]	2	'exterminate' 'muslim'
64	game gun play good water cost fast ride car speed	2.0	2.0	3.0	2	good cost	2	"[(""'game'"", ""'play'""), (""'speed'"", ""'fast'"")]"	0	
65	cloud outward mass year earth outer kilogram viking space orbit	2.4	2.6	3.0	2	'year' 'kilogram'	0	[]	0	
66	sale offer sell shipping condition price forsale mile stereo cassette	3.0	2.0	3.0	3	'mile' 'stereo' 'cassette'	1	"[(""'sale'"", ""'forsale'"")]"	3	'mile' 'stereo' 'cassette'
