ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	awesome fun mom promise band sure respect urge happen gossip	1.0	3.0	3.0	4	'band' 'promise' 'urge' 'gossip'	3	"[(""'promise'"", ""'promise'""), (""'respect'"", ""'respect'""), (""'happen'"", ""'happen'"")]"	0	
1	tweet right book daily live smoke plan tomorrow week supper	1.0	3.0	3.0	3	'tweet' 'smoke' 'supper'	1	"[(""'right'"", ""'right'"")]"	0	
2	fatnesstofitness chase florida distance project lame blog research supplement blake	1.0	3.0	2.0	4	'chase' 'florida' 'lame' 'blake'	7	"[(""'fatnesstofitness'"", ""'fitness'""), (""'chase'"", ""'chase'""), (""'florida'"", ""'florida'""), (""'distance'"", ""'distance'""), (""'project'"", ""'project'""), (""'lame'"", ""'lame'""), (""'blog'"", ""'"")]"	2	'fatnesstofitness' 'lame'
3	learn write wait maybe play remember hour everyday exercise tweet	1.4	2.8	3.0	3	'wait' 'maybe' 'tweet'	1	"[(""'tweet'"", ""'write'"")]"	0	
4	look cursing past apology mentally alcohol share blog involve ultron	1.0	3.0	3.0	2	'ultron' 'alcohol'	7	"[(""'look'"", ""'look'""), (""'cursing'"", ""'cursing'""), (""'past'"", ""'past'""), (""'apology'"", ""'apology'""), (""'mentally'"", ""'mentally'""), (""'alcohol'"", ""'alcohol'""), (""'share'"", ""'"")]"	0	
5	win look sure care entrepreneur christmas newyearseve fuck gift self	1.0	3.0	3.0	2	'fuck' 'self'	1	"[(""'christmas'"", ""'newyearseve'"")]"	0	
6	pant mentally instagram weather typo simple ass hit selfimprovement follow	1.0	3.0	3.0	2	'weather' 'typo'	3	"[(""'pant'"", ""'ass'""), (""'mentally'"", ""'selfimprovement'""), (""'instagram'"", ""'follow'"")]"	1	'mentally'
7	quit write step shape ignore follow post wear hurt maybe	1.0	3.0	3.0	2	'wear' 'maybe'	8	"[(""'quit'"", ""'quit'""), (""'write'"", ""'write'""), (""'step'"", ""'step'""), (""'shape'"", ""'shape'""), (""'ignore'"", ""'ignore'""), (""'follow'"", ""'follow'""), (""'post'"", ""'post'""), (""'wear'"", ""'wear'"")]"	0	
8	smoke goal tweet drink read right club supper cigarette stay	2.0	2.4	3.0	2	'tweet' 'supper'	1	"[(""'smoke'"", ""'cigarette'"")]"	0	
9	forreal lowcarb value lowcal distance experience economic tagof hash shed	1.2	3.0	2.0	3	'tagof' 'hash' 'shed'	1	"[(""'hash'"", ""'tagof'"")]"	4	'forreal' 'tagof' 'hash' 'shed'
10	unstoppable half screenwriting focus resume jack pretty enjoy body jewelry	1.0	3.0	3.0	3	'half' 'jack' 'jewelry'	1	"[(""'jack'"", ""'jack'"")]"	0	
11	glass forreal bowl team approval bite growth little awesome girl	1.0	3.0	3.0	6	'forreal' 'team' 'approval' 'growth' 'awesome' 'girl'	8	"[(""'girl'"", ""'girl'""), (""'growth'"", ""'growth'""), (""'awesome'"", ""'awesome'""), (""'little'"", ""'little'""), (""'bite'"", ""'bite'""), (""'approval'"", ""'approval'""), (""'team'"", ""'team'""), (""'bowl'"", ""'bowl'"")]"	1	'forreal'
12	little awesome chance forward future past false win meet grow	2.0	3.0	3.0	2	'false' 'past'	1	"[(""'past'"", ""'future'"")]"	0	
13	right cigarette club supper smoke gym fitness read fit stay	2.0	2.0	3.0	2	'supper' 'read'	1	"[(""'fit'"", ""'fitness'"")]"	0	
14	come use read wait book quit eve month family live	1.0	3.0	3.0	3	'eve' 'month' 'quit'	1	"[(""'book'"", ""'read'"")]"	0	
15	roll pack bucketlist december ready school word follow invest anybody	1.0	3.0	3.0	4	'bucketlist' 'december' 'invest' 'anybody'	8	"[(""'roll'"", ""'roll'""), (""'pack'"", ""'pack'""), (""'bucketlist'"", ""'bucketlist'""), (""'december'"", ""'december'""), (""'ready'"", ""'ready'""), (""'school'"", ""'school'""), (""'word'"", ""'word'""), (""'follow'"", ""'"")]"	0	
16	fatnesstofitness lame windbreaker outdoors kindle distance alllllll boomshakalaka amen supplement	1.0	3.0	1.8	4	'lame' 'alllllll' 'boomshakalaka' 'amen'	1	"[(""'fatnesstofitness'"", ""'supplement'"")]"	2	'alllllll' 'boomshakalaka'
