ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	gym workout fitness treat fit month healthy drink word smoke	2.0	2.0	3.0	4	'treat' 'drink' 'word' 'smoke'	1	"[(""'fit'"", ""'fitness'"")]"	0	
1	dot dick heb laptop competitive chillin bmv nut announcement ironic	1.0	3.0	2.0	6	'dick' 'heb' 'chillin' 'nut' 'bmv' 'ironic'	7	"[(""'dot'"", ""'dot'""), (""'dick'"", ""'dick'""), (""'heb'"", ""'heb'""), (""'laptop'"", ""'laptop'""), (""'competitive'"", ""'competitive'""), (""'chillin'"", ""'chillin'""), (""'bmv'"", ""'b"")]"	3	'heb' 'bmv' 'nut'
2	food chicken meal chipotle taco gluten recipe mcdonald sandwich restaurant	3.0	2.0	3.0	2	'chipotle' 'mcdonald'	7	"[(""'chicken'"", ""'chicken'""), (""'meal'"", ""'meal'""), (""'chipotle'"", ""'chipotle'""), (""'taco'"", ""'taco'""), (""'gluten'"", ""'gluten'""), (""'recipe'"", ""'recipe'""), (""'mcdonald'"", ""'"")]"	0	
3	loose skinny pretzel skinnyjeansbestfriend loseweight diet cliche weightloss tweak starve	2.0	1.8	2.0	4	'pretzel' 'cliche' 'tweak' 'starve'	2	"[(""'skinny'"", ""'skinnyjeansbestfriend'""), (""'loseweight'"", ""'weightloss'"")]"	0	
4	twitter onebluelenz socialmedia follower instagram startup retweet delete code iwantobehip	2.0	2.2	3.0	2	'onebluelenz' 'iwantobehip'	2	"[(""'twitter'"", ""'retweet'""), (""'delete'"", ""'delete'"")]"	2	'onebluelenz' 'iwantobehip'
5	nap wake morning sleeping hibernate makeup habit ijustneedsleep languish dogslife	2.0	2.0	3.0	2	'makeup' 'dogslife'	2	"[(""'nap'"", ""'sleeping'""), (""'wake'"", ""'ijustneedsleep'"")]"	1	'ijustneedsleep'
6	game baseball hockey yankees playoff leagueoflegend cheer state favorite indy	2.0	2.0	3.0	4	'leagueoflegend' 'cheer' 'state' 'indy'	1	"[(""'game'"", ""'playoff'"")]"	1	'leagueoflegend'
7	book reading novel publisher challenge picturebook thrones kindle ebooks schedule	2.2	2.0	3.0	2	'challenge' 'schedule'	2	"[(""'book'"", ""'ebooks'""), (""'thrones'"", ""'thrones'"")]"	1	'thrones'
8	thank flawless sexymonday bath shb graduation enjoy beautiful boy job	1.0	3.0	2.4	2	'sexymonday' 'shb'	1	"[(""'thank'"", ""'job'"")]"	2	'sexymonday' 'shb'
9	pack legging wardrobe warm sneaker underwear sweatpant fashion figfit flatass	2.0	2.0	2.8	2	'figfit' 'flatass'	1	"[(""'figfit'"", ""'flatass'"")]"	2	'figfit' 'flatass'
10	concert soundtrack song cydonia mixtape sing gaga musically duet recordsbeat	2.6	2.0	3.0	2	'cydonia' 'recordsbeat'	1	"[(""'song'"", ""'soundtrack'"")]"	2	'cydonia' 'recordsbeat'
11	drink alcohol party vodka hangover champagne tequila timetogetserious spending noodle	2.0	2.0	2.6	3	'timetogetserious' 'spending' 'noodle'	4	"[(""'drink'"", ""'alcohol'""), (""'vodka'"", ""'vodka'""), (""'champagne'"", ""'champagne'""), (""'tequila'"", ""'tequila'"")]"	1	'timetogetserious'
12	goals motivation castle realistic level happenings hunters gabe target stage	1.2	3.0	3.0	3	'castle' 'hunters' 'gabe'	1	"[(""'goals'"", ""'target'"")]"	0	
13	god prayer bible faith hillsong john bless fiery hebrews johnathan	3.0	2.0	3.0	3	'hillsong' 'fiery' 'johnathan'	1	"[(""'john'"", ""'johnathan'"")]"	0	
14	selfie portrait evar nude introversion jim harbaugh ordinarylife foley disposable	1.0	3.0	2.0	4	'jim' 'harbaugh' 'foley' 'disposable'	3	"[(""'selfie'"", ""'portrait'""), (""'jim'"", ""'harbaugh'""), (""'ordinarylife'"", ""'disposable'"")]"	2	'evar' 'ordinarylife'
15	bae girlfriend virginity wifey starbswiththegirl marriage maury nikki queen impregnate	2.0	2.0	2.0	4	'maury' 'nikki' 'queen' 'starbswiththegirl'	2	"[(""'bae'"", ""'girlfriend'""), (""'wifey'"", ""'marriage'"")]"	2	'starbswiththegirl' 'impregnate'
16	hair beard haircut skin makeup act effort furry foolsomeofthepeoplesomeofthetime halloween	2.0	2.0	2.0	1	'foolsomeofthepeoplesomeofthetime'	2	"[(""'hair'"", ""'haircut'""), (""'furry'"", ""'furry'"")]"	1	'foolsomeofthepeoplesomeofthetime'
17	family parent fingered cityofink sheep childhood nephews oralhistory babysteps unconditional	1.4	3.0	3.0	5	'fingered' 'cityofink' 'sheep' 'oralhistory' 'babysteps'	1	"[(""'nephews'"", ""'family'"")]"	2	'fingered' 'cityofink'
18	spend budget debt finance archive rimpoche student account pay nocreditcarddebt	2.0	2.4	3.0	3	'archive' 'rimpoche' 'student'	2	"[(""'spend'"", ""'pay'""), (""'budget'"", ""'nocreditcarddebt'"")]"	1	'nocreditcarddebt'
19	flight vacation nyc trip coast fun lifeboat newyorkcityrooftop orleans triathlon	2.0	2.2	3.0	3	'lifeboat' 'orleans' 'triathlon'	1	"[(""'nyc'"", ""'newyorkcityrooftop'"")]"	1	'newyorkcityrooftop'
20	gym workout fierce debate fitfam gymmotivation girlswholift workouthard headphone meathead	3.0	2.0	3.0	3	'debate' 'headphone' 'meathead'	6	"[(""'gym'"", ""'gym'""), (""'workout'"", ""'workout'""), (""'fierce'"", ""'fierce'""), (""'debate'"", ""'debate'""), (""'fitfam'"", ""'fitfam'""), (""'gymmotivation'"", ""'g"")]"	0	
21	netflix episode film friends movie simpson slate filmisnotdead flatscreen shawshank	2.0	2.0	3.0	3	'slate' 'flatscreen' 'filmisnotdead'	1	"[(""'movie'"", ""'film'"")]"	1	'filmisnotdead'
22	meet justin chicago grateful marry valentines singlelife natasha datingadvice grace	2.0	3.0	3.0	2	'chicago' 'grace'	1	"[(""'meet'"", ""'grace'"")]"	1	'singlelife'
23	eve cosplay pancake jane goddess hailee sysop terminator cosby batwoman	1.0	3.0	3.0	4	'pancake' 'sysop' 'cosby' 'terminator'	6	"[(""'cosplay'"", ""'cosplay'""), (""'pancake'"", ""'pancake'""), (""'goddess'"", ""'goddess'""), (""'sysop'"", ""'sysop'""), (""'terminator'"", ""'terminator'""), (""'batwoman'"", ""'batwoman'"")]"	0	
24	friend friendship needafriend london friende cyrus friendzone fakeness antisocial miley	2.0	2.0	2.0	3	'london' 'cyrus' 'miley'	1	"[(""'friend'"", ""'friende'"")]"	4	'needafriend' 'friende' 'fakeness' 'antisocial'
25	internship degree graduate job barbie career nurse mba marine prerequisite	2.0	2.0	3.0	2	'barbie' 'marine'	3	"[(""'internship'"", ""'job'""), (""'degree'"", ""'mba'""), (""'graduate'"", ""'degree'"")]"	0	
26	bitch boss power badder timb lurk rapper feminist rape racist	1.0	2.2	1.8	2	'lurk' 'timb'	7	"[(""'bitch'"", ""'bitch'""), (""'boss'"", ""'boss'""), (""'power'"", ""'power'""), (""'badder'"", ""'badder'""), (""'timb'"", ""'timb'""), (""'lurk'"", ""'lurk'""), (""'rapper'"", ""'"")]"	3	'badder' 'timb' 'lurk'
27	fuck troll perf tucker fuckboi commas license driver mark grind	1.0	2.0	1.2	5	'perf' 'commas' 'license' 'driver' 'mark'	1	"[(""'fuck'"", ""'fuckboi'"")]"	2	'fuck' 'fuckboi'
