ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	guitar everyday learn yes black school big sugar gym motto	1.0	3.0	3.0	3	'black' 'sugar' 'big'	1	"[(""'yes'"", ""'yes'"")]"	0	
1	smoking gain waste fat ticket lose husband way newyearnewme cookie	2.0	2.8	3.0	3	'ticket' 'husband' 'cookie'	1	"[(""'gain'"", ""'lose'"")]"	1	'newyearnewme'
2	priority effort lose pound watch realistic moment reality super chicken	1.4	3.0	3.0	3	'pound' 'chicken' 'watch'	3	"[(""'priority'"", ""'effort'""), (""'lose'"", ""'pound'""), (""'realistic'"", ""'reality'"")]"	0	
3	party fail simply half track better york tall channel idk	1.0	3.0	3.0	4	'fail' 'simply' 'half' 'idk'	1	"[(""'idk'"", ""'idk'"")]"	1	'idk'
4	share star monday tone definitely come effect homeless learn shit	1.0	3.0	2.8	3	'monday' 'homeless' 'shit'	7	"[(""'star'"", ""'star'""), (""'monday'"", ""'monday'""), (""'share'"", ""'share'""), (""'tone'"", ""'tone'""), (""'definitely'"", ""'definitely'""), (""'come'"", ""'come'""), (""'effect'"", ""'effect'"")]"	1	'shit'
5	fresh family oop spend eve calendar app yesterday healthy rockin	1.0	3.0	3.0	3	'oop' 'calendar' 'app'	1	"[(""'app'"", ""'app'"")]"	3	'oop' 'eve' 'yesterday'
6	stuff pack dick buy adventure music haha attitude goal save	1.0	3.0	2.8	2	'dick' 'haha'	1	"[(""'buy'"", ""'save'"")]"	0	
7	completely fake candy begin pop email trust battle deal emotion	1.0	3.0	3.0	5	'email' 'trust' 'battle' 'deal' 'emotion'	8	"[(""'email'"", ""'email'""), (""'candy'"", ""'candy'""), (""'pop'"", ""'pop'""), (""'trust'"", ""'trust'""), (""'emotion'"", ""'emotion'""), (""'deal'"", ""'deal'""), (""'battle'"", ""'battle'""), (""'begin'"", ""'begin'"")]"	0	
8	travel fucking burn draw tattoo internship band course settle delete	1.0	3.0	2.0	3	'fucking' 'burn' 'delete'	7	"[(""'travel'"", ""'travel'""), (""'fucking'"", ""'fucking'""), (""'burn'"", ""'burn'""), (""'draw'"", ""'draw'""), (""'tattoo'"", ""'tattoo'""), (""'internship'"", ""'internship'""), (""'band'"", ""'band'"")]"	2	'fucking' 'delete'
9	habit catch season home difference break wife sleep popular healthy	2.0	3.0	3.0	2	'catch' 'wife'	8	"[(""'habit'"", ""'habit'""), (""'catch'"", ""'catch'""), (""'season'"", ""'season'""), (""'home'"", ""'home'""), (""'difference'"", ""'difference'""), (""'break'"", ""'break'""), (""'wife'"", ""'wife'""), (""'sleep'"", ""'sleep'"")]"	0	
10	chuck paper special lie state lmao watch dead blair netflix	1.0	3.0	3.0	2	'lmao' 'blair'	1	"[(""'chuck'"", ""'blair'"")]"	1	'lmao'
11	control water clothe box physically mentally res read baseball tough	1.0	3.0	3.0	4	'clothe' 'box' 'read' 'baseball'	1	"[(""'physically'"", ""'mentally'"")]"	2	'res' 'tough'
12	fast beat involve able truth advice winter instagram potato twitter	1.0	3.0	3.0	3	'instagram' 'twitter' 'potato'	1	"[(""'instagram'"", ""'twitter'"")]"	0	
13	mistake meet long accept fuck sorry passion great niggas release	1.0	2.6	2.0	2	'fuck' 'niggas'	3	"[(""'mistake'"", ""'sorry'""), (""'meet'"", ""'accept'""), (""'passion'"", ""'release'"")]"	2	'niggas' 'fuck'
14	house asshole mouth consider little today creative drop free heart	1.0	3.0	3.0	5	'asshole' 'little' 'today' 'creative' 'free'	8	"[(""'house'"", ""'house'""), (""'asshole'"", ""'asshole'""), (""'mouth'"", ""'mouth'""), (""'consider'"", ""'consider'""), (""'little'"", ""'little'""), (""'today'"", ""'today'""), (""'creative'"", ""'creative'""), (""'drop'"", ""'drop'"")]"	0	
15	ball song weight hear energy toilet believe challenge increase god	1.0	3.0	3.0	2	'toilet' 'god'	8	"[(""'ball'"", ""'ball'""), (""'song'"", ""'song'""), (""'weight'"", ""'weight'""), (""'hear'"", ""'hear'""), (""'energy'"", ""'energy'""), (""'toilet'"", ""'toilet'""), (""'believe'"", ""'believe'""), (""'challenge'"", ""'"")]"	0	
16	instead shoe sock treat visit community officially crack rich earth	1.0	3.0	3.0	4	'community' 'officially' 'rich' 'earth'	7	"[(""'shoe'"", ""'shoe'""), (""'sock'"", ""'sock'""), (""'treat'"", ""'treat'""), (""'visit'"", ""'visit'""), (""'community'"", ""'community'""), (""'officially'"", ""'officially'""), (""'crack'"", ""'crack'"")]"	0	
17	car january complain birthday guy amazing use look laugh bad	1.0	3.0	3.0	4	'january' 'complain' 'birthday' 'bad'	1	"[(""'bad'"", ""'complain'"")]"	0	
18	baby early active bit shoot clear fall gym bullshit goal	1.0	3.0	3.0	2	'bit' 'bullshit'	5	"[(""'baby'"", ""'early'""), (""'active'"", ""'goal'""), (""'bit'"", ""'shoot'""), (""'clear'"", ""'fall'""), (""'gym'"", ""'bullshit'"")]"	0	
19	hashtag week favorite gossip meat reason tonight watch team text	1.0	3.0	3.0	2	'meat' 'reason'	7	"[(""'hashtag'"", ""'hashtag'""), (""'week'"", ""'week'""), (""'favorite'"", ""'favorite'""), (""'gossip'"", ""'gossip'""), (""'meat'"", ""'meat'""), (""'reason'"", ""'reason'""), (""'tonight'"", ""'tonight'"")]"	0	
20	open photo problem level block quit publish cup hair film	1.0	3.0	3.0	2	'cup' 'hair'	1	"[(""'photo'"", ""'film'"")]"	0	
21	ready complete dance true afraid dad chorgrapher mom god dream	1.2	3.0	3.0	4	'dad' 'mom' 'god' 'afraid'	2	"[(""'mom'"", ""'dad'""), (""'true'"", ""'true'"")]"	1	'chorgrapher'
22	cat dog kill choose country friend pretty raise selfie nye	1.0	3.0	3.0	4	'kill' 'choose' 'selfie' 'nye'	8	"[(""'cat'"", ""'cat'""), (""'dog'"", ""'dog'""), (""'kill'"", ""'kill'""), (""'choose'"", ""'choose'""), (""'country'"", ""'country'""), (""'friend'"", ""'friend'""), (""'pretty'"", ""'pretty'""), (""'raise'"", ""'raise'"")]"	0	
23	past hurt thought cool happiness deep store feeling stress sex	2.0	2.0	3.0	3	'store' 'cool' 'sex'	3	"[(""'past'"", ""'thought'""), (""'hurt'"", ""'feeling'""), (""'stress'"", ""'feeling'"")]"	0	
24	suck blame adult rule discover eve chocolate routine studio month	1.0	3.0	3.0	5	'suck' 'blame' 'eve' 'chocolate' 'studio'	8	"[(""'adult'"", ""'adult'""), (""'blame'"", ""'blame'""), (""'chocolate'"", ""'chocolate'""), (""'discover'"", ""'discover'""), (""'eve'"", ""'eve'""), (""'month'"", ""'month'""), (""'routine'"", ""'routine'""), (""'rule'"", ""'"")]"	0	
25	hot old online anymore carry zero pic tweet notice fuck	1.0	3.0	2.0	5	'old' 'carry' 'zero' 'pic' 'fuck'	1	"[(""'tweet'"", ""'pic'"")]"	0	
