ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	learn yoga wanna live fit shape quit job promise fat	2.8	1.8	2.0	0		8	"[(""'learn'"", ""'learn'""), (""'yoga'"", ""'yoga'""), (""'wanna'"", ""'wanna'""), (""'live'"", ""'live'""), (""'fit'"", ""'fit'""), (""'shape'"", ""'shape'""), (""'quit'"", ""'quit'""), (""'job'"", ""'"")]"	1	'wanna'
1	dot dick joke nut dramatic phat bmv type liberal repeat	1.4	2.6	2.0	2	'bmv' 'phat'	2	"[(""'dot'"", ""'dick'""), (""'nut'"", ""'bmv'"")]"	3	'dick' 'phat' 'bmv'
2	drink coffee alcohol soda coke whiskey starbucks detox addiction latte	3.0	1.2	2.2	2	'detox' 'addiction'	1	"[(""'coffee'"", ""'coke'"")]"	0	
3	tweet twitter instagram facebook gossip socialmedia unfollow phone platform addicted	3.0	1.2	2.0	2	'phone' 'platform'	1	"[(""'tweet"", ""twitter'"")]"	1	'unfollow'
4	food pizza chicken taco chipotle meal breakfast recipe gluten mcdonald	3.0	1.2	2.4	2	'gluten' 'mcdonald'	4	"[(""'food'"", ""'meal'""), (""'pizza'"", ""'taco'""), (""'chicken'"", ""'mcdonald'""), (""'chipotle'"", ""'taco'"")]"	0	
5	workout fitness join treadmill fitbit gymlife golf motivation runchat fitnessmotivation	3.0	1.2	3.0	1	'golf'	0	[]	1	'runchat'
6	music listen concert dance mixtape band soundtrack sing musician drum	3.0	1.4	3.0	1	'dance'	4	[('music', 'musician'), ('concert', 'band'), ('mixtape', 'soundtrack'), ('listen', 'sing')]	0	
7	blog netflix mondayblog podcast rachelclarkgiveaway blogge blogging simpson facebook friends	3.0	1.8	2.0	4	'netflix' 'simpson' 'facebook' 'friends'	4	"[(""'blog'"", ""'blogge'""), (""'blog'"", ""'blogging'""), (""'mondayblog'"", ""'blog'""), (""'rachelclarkgiveaway'"", ""'blog'"")]"	3	'mondayblog' 'rachelclarkgiveaway' 'blogge'
8	success plan goals step obstacle task achievable realistic hesitation streak	3.0	1.4	3.0	1	'hesitation'	1	"[(""'plan'"", ""'step'"")]"	1	'streak'
9	sleep nap morning noon sunrise hibernate routine habit snooze evening	3.0	1.0	3.0	4	'morning' 'noon' 'sunrise' 'evening'	2	"[(""'sleep'"", ""'nap'""), (""'hibernate'"", ""'snooze'"")]"	2	'hibernate' 'snooze'
10	gainz diet fat pretzel loseweight healthy tweak dropthebabyweight twinkie shed	3.0	1.0	2.0	2	'twinkie' 'pretzel'	1	"[(""'loseweight'"", ""'dropthebabyweight'"")]"	2	'gainz' 'dropthebabyweight'
11	god pray jesus prayer faith bible bless miracle church hug	3.0	1.0	3.0	0		1	"[(""'prayer'"", ""'pray'"")]"	1	'hug'
12	christmas clean room organize apartment stuff folder gift roommate loveyourlife	3.0	1.4	2.2	1	'loveyourlife'	4	"[(""'christmas'"", ""'gift'""), (""'room'"", ""'roommate'""), (""'organize'"", ""'stuff'""), (""'folder'"", ""'apartment'"")]"	1	'loveyourlife'
13	january newyearnewme calendar newyearseve birthday cyclical sunday jesusyear jules gregorian	3.0	1.4	2.0	3	'birthday' 'jules' 'jesusyear'	4	"[(""'january'"", ""'jules'""), (""'january'"", ""'jesusyear'""), (""'newyearnewme'"", ""'newyearseve'""), (""'newyearseve'"", ""'newyear'"")]"	3	'newyearnewme' 'jesusyear' 'jules'
14	game watch laker hockey playoff yankees cheer favorite fuel teamless	3.0	1.6	2.0	1	'fuel'	3	"[(""'game'"", ""'playoff'""), (""'watch'"", ""'cheer'""), (""'hockey'"", ""'laker'"")]"	1	'teamless'
15	selfie portrait evar ordinarylife foley shatter disposable editing nude jim	2.6	2.4	2.0	3	'foley' 'evar' 'jim'	2	"[(""'selfie'"", ""'portrait'""), (""'foley'"", ""'nude'"")]"	3	'evar' 'foley' 'jim'
16	thank pretty bath sexymonday nana enjoy cute beautiful grateful heart	3.0	1.8	2.4	1	'bath'	4	"[(""'thank'"", ""'grateful'""), (""'cute'"", ""'pretty'""), (""'beautiful'"", ""'cute'""), (""'beautiful'"", ""'pretty'"")]"	1	'sexymonday'
17	chapter publisher challenge thrones amreade novel bible cupid newauthor godslovechat	2.4	1.6	2.0	1	'cupid'	5	"[(""'challenge'"", ""'bible'""), (""'novel'"", ""'bible'""), (""'novel'"", ""'chapter'""), (""'novel'"", ""'thrones'""), (""'publisher'"", ""'newauthor'"")]"	3	'amreade' 'godslovechat' 'newauthor'
18	pack shoe sock sneaker fashion legging dress wardrobe underwear sweat	3.0	1.4	3.0	2	'dress' 'wardrobe'	5	"[(""'pack'"", ""'sneaker'""), (""'sock'"", ""'underwear'""), (""'shoe'"", ""'sneaker'""), (""'legging'"", ""'underwear'""), (""'dress'"", ""'wardrobe'"")]"	0	
19	hard lie honest truth govenment fascist secret propaganda confession adventuresinchemistry	3.0	1.4	2.0	2	'adventuresinchemistry' 'hard'	3	"[(""'lie'"", ""'truth'""), (""'honest'"", ""'truth'""), (""'fascist'"", ""'government'"")]"	1	'adventuresinchemistry'
20	forgive mistake forget blame excuse apology forgiveness regret guilty unpette	3.0	1.2	2.0	1	'unpette'	2	"[(""'forgive'"", ""'forgiveness'""), (""'forget'"", ""'unpette'"")]"	1	'unpette'
21	family father mom resolutions sheep taxpayer mombiz sonoma hangry bournemouth	1.6	1.8	2.0	1	'bournemouth'	4	"[(""'father'"", ""'mom'""), (""'family'"", ""'mom'""), (""'family'"", ""'father'""), (""'mom'"", ""'mombiz'"")]"	2	'mombiz' 'sonoma'
22	travel adventure boat vacation trip flight ride york iceland hike	3.0	1.8	2.8	0		4	[('travel', 'trip'), ('vacation', 'trip'), ('flight', 'ride'), ('adventure', 'hike')]	2	'iceland' 'york'
23	friend friendship sister needafriend london dwl friendzone sweetie pony relationships	3.0	1.4	2.0	3	'london' 'dwl' 'pony'	3	"[(""'friend'"", ""'friendship'""), (""'friend'"", ""'friendzone'""), (""'sister'"", ""'sweetie'"")]"	1	'dwl'
24	bitch dick feminist motherfucker timb rapper bitchez badder hate rape	2.4	1.8	1.0	2	'timb' 'badder'	1	"[(""'bitch'"", ""'bitchez'"")]"	2	'timb' 'bitchez'
25	meet justin humble battle chicago marry plato singlelife natasha datingadvice	2.6	1.8	2.0	0		5	"[(""'humble'"", ""'singlelife'""), (""'datingadvice'"", ""'justin'""), (""'natasha'"", ""'meet'""), (""'battle'"", ""'marry'""), (""'plato'"", ""'chicago'"")]"	2	'singlelife' 'datingadvice'
26	chuck jack blair cjohnson lou waldorf beyonc buck irish wwkkd	2.2	2.0	2.0	0		5	"[(""'buck'"", ""'blair'""), (""'chuck'"", ""'cjohnson'""), (""'jack'"", ""'johnson'""), (""'lou'"", ""'irish'""), (""'wwkkd'"", ""'waldorf'"")]"	2	'beyonc' 'wwkkd'
27	degree graduate internship recruit teacher career gradua recommendation greensboro engineer	3.0	1.2	2.2	2	'greensboro' 'gradua'	1	"[(""'degree'"", ""'gradua'"")]"	1	'gradua'
28	spend debt budget finance account wallet student archive bank goodwill	3.0	1.8	2.4	3	'student' 'archive' 'goodwill'	4	"[(""'debt'"", ""'account'""), (""'wallet'"", ""'account'""), (""'bank'"", ""'account'""), (""'archive'"", ""'account'"")]"	1	'archive'
29	perf nutshell troll fuckboi heckle commas don license driver bullshit	1.0	2.6	1.8	1	'driver'	1	"[(""'nutshell'"", ""'commas'"")]"	3	'fuckboi' 'heckle' 'bullshit'
30	cosplay strokin title terminator genisys goddess cosby checkoutmyvine pancake batwoman	2.0	1.6	2.0	3	'strokin' 'cosby' 'checkoutmyvine'	1	[('cosplay', 'cosby')]	3	'strokin' 'genisys' 'checkoutmyvine'
31	club smoke cigarettes stank pete factz hun partying cancer dope	2.2	1.6	2.0	3	'pete' 'factz' 'hun'	1	"[(""'cigarettes'"", ""'smoke'"")]"	2	'factz' 'hun'
32	hair shave eyebrow beard eyeliner haircut effort mustache lara trim	3.0	1.2	2.8	1	'lara'	4	"[(""'hair'"", ""'haircut'""), (""'shave'"", ""'trim'""), (""'beard'"", ""'mustache'""), (""'eyebrow'"", ""'eyeliner'"")]"	1	'lara'
33	follow boyrusher insurgent goingstrong frankie fuckboy coach stuck flip rule	2.0	1.8	2.0	0		3	"[(""'follow'"", ""'goingstrong'""), (""'follow'"", ""'flip'""), (""'rule'"", ""'stuck'"")]"	2	'boyrusher' 'fuckboy'
34	run mile marathon runnerspace racing wyoming marathontraine marathontraining educator iowa	3.0	1.0	2.0	2	'iowa' 'educator'	6	"[(""'run'"", ""'run'""), (""'mile'"", ""'mile'""), (""'marathon'"", ""'marathon'""), (""'runnerspace'"", ""'marathontraine'""), (""'marathontraine'"", ""'marathontraining'""), (""'marathontraining'"", ""'marathon"")]"	1	'marathontraine'
35	worry fear anxiety stress cookie panic pandora claustrophobic caution happyheart	3.0	1.0	2.0	0		6	"[(""'fear'"", ""'fear'""), (""'anxiety'"", ""'anxiety'""), (""'stress'"", ""'stress'""), (""'panic'"", ""'panic'""), (""'claustrophobic'"", ""'claustrophobic'""), (""'caution'"", ""'caution'"")]"	2	'pandora' 'happyheart'
