ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	awesome fun mom promise band sure respect urge happen gossip	2.6	1.8	2.2	3	'mom' 'promise' 'respect'	3	"[(""'mom'"", ""'mom'""), (""'promise'"", ""'respect'""), (""'sure'"", ""'urge'"")]"	2	'mom' 'sure'
1	tweet right book daily live smoke plan tomorrow week supper	2.0	2.0	2.4	1	'smoke'	3	"[(""'tweet'"", ""'live'""), (""'book'"", ""'plan'""), (""'tomorrow'"", ""'supper'"")]"	3	'smoke' 'tomorrow' 'supper'
2	fatnesstofitness chase florida distance project lame blog research supplement blake	1.8	2.0	2.0	2	'florida' 'blake'	3	"[(""'distance'"", ""'chase'""), (""'project'"", ""'research'""), (""'florida'"", ""'blake'"")]"	1	'lame'
3	learn write wait maybe play remember hour everyday exercise tweet	2.2	2.0	2.2	2	'hour' 'everyday'	2	"[(""'learn'"", ""'remember'""), (""'write'"", ""'tweet'"")]"	0	
4	look cursing past apology mentally alcohol share blog involve ultron	1.6	2.4	2.0	2	cursing alcohol	4	"[(""'look'"", ""'apology'""), (""'past'"", ""'alcohol'""), (""'mentally'"", ""'involve'""), (""'ultron'"", ""'blog'"")]"	0	
5	win look sure care entrepreneur christmas newyearseve fuck gift self	2.4	2.2	2.0	1	'fuck'	2	"[(""'win'"", ""'care'""), (""'self'"", ""'self'"")]"	1	'fuck'
6	pant mentally instagram weather typo simple ass hit selfimprovement follow	2.2	2.2	2.0	2	'instagram' 'hit'	1	"[(""'selfimprovement'"", ""'follow'"")]"	0	
7	quit write step shape ignore follow post wear hurt maybe	2.0	2.0	2.0	1	'wear'	1	"[(""'write"", ""post'"")]"	1	'quit'
8	smoke goal tweet drink read right club supper cigarette stay	2.8	2.2	2.2	0		1	"[(""'smoke'"", ""'cigarette'"")]"	2	'tweet' 'cigarette'
9	forreal lowcarb value lowcal distance experience economic tagof hash shed	2.6	2.0	2.0	1	'tagof'	3	"[(""'forreal'"", ""'lowcal'""), (""'lowcarb'"", ""'lowcal'""), (""'distance'"", ""'shed'"")]"	3	'forreal' 'tagof' 'hash'
10	unstoppable half screenwriting focus resume jack pretty enjoy body jewelry	2.0	2.2	2.0	3	'half' 'body' 'jewelry'	2	"[(""'unstoppable'"", ""'enjoy'""), (""'screenwriting'"", ""'resume'"")]"	1	'jack'
11	glass forreal bowl team approval bite growth little awesome girl	2.4	2.0	2.0	3	'forreal' 'bowl' 'girl'	2	"[(""'glass'"", ""'bowl'""), (""'girl'"", ""'little'"")]"	1	'forreal'
12	little awesome chance forward future past false win meet grow	2.2	1.4	2.4	2	'false' 'past'	3	"[(""'little'"", ""'future'""), (""'forward'"", ""'future'""), (""'past'"", ""'past'"")]"	1	'false'
