ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	gym workout fitness treat fit month healthy drink word smoke	3.0	2.0	3.0	0		4	"[(""'gym'"", ""'fit'""), (""'workout'"", ""'fitness'""), (""'treat'"", ""'drink'""), (""'smoke'"", ""'healthy'"")]"	1	'smoke'
1	dot dick heb laptop competitive chillin bmv nut announcement ironic	1.0	3.0	1.0	2	'heb' 'ironic'	2	"[(""'dot'"", ""'dot'""), (""'dick'"", ""'nut'"")]"	4	'dot' 'dick' 'heb' 'nut'
2	food chicken meal chipotle taco gluten recipe mcdonald sandwich restaurant	3.0	2.0	3.0	3	'gluten' 'recipe' 'restaurant'	1	"[(""'meal'"", ""'sandwich'"")]"	3	'gluten' 'mcdonald' 'restaurant'
3	loose skinny pretzel skinnyjeansbestfriend loseweight diet cliche weightloss tweak starve	3.0	1.4	2.8	1	'cliche'	1	"[(""'loseweight'"", ""'weightloss'"")]"	2	'skinnyjeansbestfriend' 'starve'
4	twitter onebluelenz socialmedia follower instagram startup retweet delete code iwantobehip	2.8	2.2	3.0	4	'onebluelenz' 'delete' 'code' 'iwantobehip'	0	[]	2	'onebluelenz' 'iwantobehip'
5	nap wake morning sleeping hibernate makeup habit ijustneedsleep languish dogslife	2.0	2.0	3.0	0		1	"[(""'nap'"", ""'sleeping'"")]"	3	'ijustneedsleep' 'languish' 'dogslife'
6	game baseball hockey yankees playoff leagueoflegend cheer state favorite indy	1.8	2.2	3.0	2	'leagueoflegend' 'indy'	0	[]	1	'leagueoflegend'
7	book reading novel publisher challenge picturebook thrones kindle ebooks schedule	2.0	2.2	3.0	2	challenge schedule	2	"[(""'book'"", ""'ebooks'""), (""'book'"", ""'picturebook'"")]"	0	
8	thank flawless sexymonday bath shb graduation enjoy beautiful boy job	1.2	3.0	2.8	3	'flawless' 'sexymonday' 'shb'	1	"[(""'thank'"", ""'thank'"")]"	5	'flawless' 'sexymonday' 'bath' 'shb' 'job'
9	pack legging wardrobe warm sneaker underwear sweatpant fashion figfit flatass	1.6	2.0	1.8	0		0	[]	1	'flatass'
10	concert soundtrack song cydonia mixtape sing gaga musically duet recordsbeat	1.4	2.0	2.0	0		0	[]	2	'cydonia' 'recordsbeat'
11	drink alcohol party vodka hangover champagne tequila timetogetserious spending noodle	1.0	2.0	3.0	1	'noodle'	0	[]	1	'timetogetserious'
12	goals motivation castle realistic level happenings hunters gabe target stage	1.0	3.0	3.0	3	'castle' 'hunters' 'gabe'	0	[]	5	'castle' 'level' 'hunters' 'gabe' 'stage'
13	god prayer bible faith hillsong john bless fiery hebrews johnathan	2.6	2.0	3.0	1	'johnathan'	1	"[(""'john'"", ""'johnathan'"")]"	1	'johnathan'
14	selfie portrait evar nude introversion jim harbaugh ordinarylife foley disposable	1.0	3.0	2.0	5	'evar' 'nude' 'jim' 'foley' 'disposable'	0	[]	4	'evar' 'nude' 'foley' 'disposable'
15	bae girlfriend virginity wifey starbswiththegirl marriage maury nikki queen impregnate	1.0	1.8	2.0	2	'starbswiththegirl' 'nikki'	3	"[(""'bae'"", ""'girlfriend'""), (""'wifey'"", ""'wife'""), (""'maury'"", ""'impregnate'"")]"	1	'starbswiththegirl'
16	hair beard haircut skin makeup act effort furry foolsomeofthepeoplesomeofthetime halloween	1.8	2.0	2.0	3	'act' 'effort' 'foolsomeofthepeoplesomeofthetime'	0	[]	1	'foolsomeofthepeoplesomeofthetime'
17	family parent fingered cityofink sheep childhood nephews oralhistory babysteps unconditional	2.0	3.0	3.0	2	'cityofink' 'fingered'	0	[]	5	'fingered' 'cityofink' 'oralhistory' 'babysteps' 'unconditional'
18	spend budget debt finance archive rimpoche student account pay nocreditcarddebt	2.0	2.6	3.0	2	'archive' 'rimpoche'	0	[]	3	'archive' 'rimpoche' 'nocreditcarddebt'
19	flight vacation nyc trip coast fun lifeboat newyorkcityrooftop orleans triathlon	1.4	2.2	3.0	3	lifeboat orleans triathlon	1	"[(""'nyc'"", ""'newyorkcityrooftop'"")]"	4	'lifeboat' 'newyorkcityrooftop' 'orleans' 'triathlon'
20	gym workout fierce debate fitfam gymmotivation girlswholift workouthard headphone meathead	3.0	2.0	3.0	2	'debate' 'meathead'	0	[]	2	'fierce' 'meathead'
21	netflix episode film friends movie simpson slate filmisnotdead flatscreen shawshank	2.0	2.0	3.0	3	'friends' 'slate' 'filmisnotdead'	2	"[(""'film'"", ""'movie'""), (""'simpson'"", ""'simpson'"")]"	1	'filmisnotdead'
22	meet justin chicago grateful marry valentines singlelife natasha datingadvice grace	2.0	2.2	3.0	1	'grace'	0	[]	1	'grace'
23	eve cosplay pancake jane goddess hailee sysop terminator cosby batwoman	1.0	2.6	3.0	4	'pancake' 'sysop' 'terminator' 'cosby'	0	[]	4	'sysop' 'terminator' 'cosby' 'batwoman'
24	friend friendship needafriend london friende cyrus friendzone fakeness antisocial miley	1.6	2.0	2.0	3	friende fakeness antisocial	3	"[(""'friend'"", ""'friend'""), (""'friendship'"", ""'friendship'""), (""'friende'"", ""'friend'"")]"	3	'friende' 'fakeness' 'antisocial'
