ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	super self hoe january mix ordinarylife save hit damn piss	1.0	3.0	1.0	3	'hoe' 'damn' 'piss'	0	[]	3	'hoe' 'damn' 'piss'
1	friend society workout instead health step lot fitness quit week	2.2	2.0	3.0	3	'society' 'quit' 'week'	0	[]	2	'step' 'lot'
2	stay woman hour meet friend girl fail twice accomplish fitness	1.8	3.0	3.0	2	'fail' 'twice'	1	"[(""'woman'"", ""'girl'"")]"	0	
3	instagram facebook peace emotion earth wit truth patients black tennis	1.0	3.0	3.0	1	'tennis'	0	[]	0	
4	arm high human writing finish action shoe buy mouth pure	1.0	3.0	3.0	1	'finish'	0	[]	10	'arm' 'high' 'human' 'writing' 'finish' 'action' 'shoe' 'buy' 'mouth' 'pure'
5	kiss harmony lmfao nipple currently unproductive page cardio chafe dramatically	1.0	3.0	1.4	4	'lmfao' 'nipple' 'currently' 'unproductive'	0	[]	5	'lmfao' 'nipple' 'currently' 'unproductive' 'chafe'
6	stay gym gain focus read look cookie hand study parent	1.2	2.8	3.0	2	'cookie' 'hand'	0	[]	0	
7	loosen juice path enjoy condescend writerslife christmas idk properly bacon	1.0	3.0	3.0	2	'condescend' 'idk'	0	[]	4	'condescend' 'writerslife' 'idk' 'bacon'
8	jammed list hopefully bae shape weight wheel turbo order coilover	1.0	3.0	2.2	2	'hopefully' 'bae'	0	[]	3	'bae' 'turbo' 'coilover'
9	home buy real phone record deserve hahaha successfully fit training	1.0	3.0	3.0	2	'hahaha' 'training'	0	[]	2	'hahaha' 'record'
10	res workinn lazyy imaa ready asf delete wage shall high	1.0	2.2	1.0	3	'lazyy' 'asf' 'delete'	1	"[(""'res'"", ""'asf'"")]"	8	'workinn' 'lazyy' 'imaa' 'asf' 'delete' 'wage' 'shall' 'high'
11	learn bad weight gym week way read lmfao kiss watch	1.2	3.0	3.0	2	'lmfao' 'kiss'	0	[]	3	'bad' 'lmfao' 'kiss'
12	true rid listen fucking self alcohol job bud focused term	1.0	2.8	2.0	5	'true' 'rid' 'fucking' 'bud' 'term'	0	[]	2	'fucking' 'bud'
13	bible smoke jesus appreciated draw dont bud fucking workout harbaugh	1.0	3.0	2.8	2	'fucking' 'harbaugh'	0	[]	2	'fucking' 'bud'
14	meet bitch game bite poorly ready pack weird pic girl	1.0	2.8	1.8	3	'bitch' 'poorly' 'weird'	0	[]	3	'bitch' 'poorly' 'weird'
15	movie bad workout nervous change shy correct decide hour thankful	1.0	3.0	3.0	2	'movie' 'workout'	0	[]	0	
16	spend gain positive right week funny gym twitter bed hoe	1.0	3.0	3.0	0		0	[]	1	'hoe'
17	wine person book lot nye miss lesson read swollen gym	1.0	3.0	3.0	2	'nye' 'miss'	0	[]	4	'nye' 'miss' 'swollen' 'gym'
18	week grow club eve hour concert supper read smoke control	2.0	3.0	3.0	1	'control'	0	[]	0	
19	negative actually success teach publish pinterest gambling kenny imponderabilia content	1.0	3.0	3.0	5	'actually' 'pinterest' 'gambling' 'kenny' 'imponderabilia'	0	[]	2	'actually' 'imponderabilia'
20	hate come relationship hahaha burrito soundtrack use amazing typo complete	1.0	3.0	3.0	4	'hate' 'hahaha' 'burrito' 'typo'	0	[]	6	'hate' 'hahaha' 'burrito' 'soundtrack' 'typo' 'complete'
21	vine play cause treat dance better finally dedicated drunk jesus	1.0	3.0	3.0	2	'drunk' 'jesus'	1	"[(""'vine'"", ""'drunk'"")]"	2	'drunk' 'jesus'
22	finally self wish story mistake serve titie laugh grow smoke	1.2	3.0	2.8	1	titie	0	[]	1	'titie'
23	gym weight social book goal lose healthy welcome god everyday	2.0	2.4	3.0	0		0	[]	1	'god'
24	guess yeah heck mile february pile morning memory penny squat	1.0	3.0	2.0	10	'guess' 'yeah' 'heck' 'mile' 'february' 'pile' 'morning' 'memory' 'penny' 'squat'	0	[]	2	'heck' 'squat'
25	wales page cotswolds lake calendar naw ready chore complain film	1.0	3.0	3.0	3	'naw' 'ready' 'complain'	0	[]	2	'naw' 'complain'
26	punctuation future drive old sound thank treat wish sleep listen	1.0	3.0	3.0	4	'future' 'drive' 'old' 'sleep'	0	[]	0	
27	reduce sock job account mad follower bitches oregon culture indulge	1.0	3.0	1.0	2	'mad' 'bitches'	0	[]	3	'sock' 'bitches' 'mad'
28	week bikini haha relationship happen patience friend lol yoga personal	1.0	3.0	3.0	2	'haha' 'lol'	0	[]	2	'haha' 'lol'
29	exercise world careful way goal learn stay list fit care	2.2	2.0	3.0	2	'world' 'way'	0	[]	0	
30	button head help pain car hug glamour drink laugh mystery	1.0	2.8	3.0	2	'car' 'glamour'	0	[]	0	
31	live music stick random father zone promise act marry bite	1.0	3.0	3.0	2	'stick' 'zone'	0	[]	2	'stick' 'zone'
32	positive stay hard right slap lbs look honor criticism energy	2.0	2.8	3.0	2	'slap' 'lbs'	0	[]	2	'slap' 'lbs'
33	single talk ask future plane tho achieve fall mediocre choose	2.0	2.8	3.0	2	'tho' 'mediocre'	0	[]	1	'tho'
34	great meet stay worth twitter mind relationship sleep share donate	1.4	3.0	3.0	2	'twitter' 'mind'	0	[]	1	'twitter'
35	know healthy sure thank right pack spend long music use	1.0	3.0	3.0	3	'pack' 'spend' 'long'	0	[]	0	
36	man gop rino boehnermustgo promulgate establishment garbage mcconnelle ariel meet	1.2	3.0	2.2	6	'gop' 'rino' 'promulgate' 'garbage' 'mcconnelle' 'ariel'	0	[]	8	'gop' 'rino' 'boehnermustgo' 'promulgate' 'establishment' 'garbage' 'mcconnelle' 'ariel'
37	salad seriously channel completely cabin sass mean late live history	1.0	3.0	3.0	8	'seriously' 'channel' 'completely' 'cabin' 'mean' 'late' 'live' 'history'	0	[]	6	'seriously' 'completely' 'cabin' 'mean' 'late' 'history'
38	week leave twice castle accept read turn instead involve create	1.0	3.0	3.0	3	'castle' 'create' 'accept'	0	[]	0	
39	read far thank weight drink type plan continue earlystart identity	1.2	3.0	3.0	4	'far' 'weight' 'continue' 'earlystart'	0	[]	4	'far' 'type' 'earlystart' 'continue'
40	end write yesterday workout place vow pet month master yoga	1.2	3.0	3.0	1	'end'	0	[]	0	
41	father real idk pee vow couple invite desire chorgrapher lil	1.0	3.0	1.0	3	'idk' 'pee' 'chorgrapher'	0	[]	5	'idk' 'pee' 'vow' 'chorgrapher' 'lil'
42	plan shoot look swift cause gelek fun teaching pay bold	1.0	3.0	2.0	2	'gelek' 'swift'	0	[]	1	'gelek'
43	baby know paint beer attention health upset pound great actually	1.0	3.0	3.0	2	'paint' 'beer'	0	[]	2	'know' 'actually'
44	hurt forgiveness power chuck neighbor newyearseve unapologetically important screw countdown	1.4	3.0	3.0	2	'chuck' 'screw'	0	[]	2	'chuck' 'screw'
45	weight cigarette gym healthy lose loss stay nap right instead	3.0	2.0	3.0	1	'nap'	1	"[(""'loss'"", ""'lose'"")]"	3	'nap' 'right' 'instead'
46	watch close join fun tonight tix week article chop support	1.0	3.0	3.0	2	'chop' 'article'	0	[]	2	'tix' 'chop'
47	quit grow maybe stay marry door music binge jesus radio	1.0	2.6	3.0	0		0	[]	3	'binge' 'jesus' 'radio'
