ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	guitar everyday learn yes black school big sugar gym motto	1.0	3.0	3.0	2	'black' 'sugar'	0	[]	1	'black'
1	smoking gain waste fat ticket lose husband way newyearnewme cookie	1.8	2.0	3.0	3	'ticket' 'husband' 'cookie'	1	"[(""'lose'"", ""'gain'"")]"	4	'waste' 'husband' 'newyearnewme' 'cookie'
2	priority effort lose pound watch realistic moment reality super chicken	1.0	3.0	2.4	2	'super' 'chicken'	0	[]	2	'super' 'chicken'
3	party fail simply half track better york tall channel idk	1.0	3.0	3.0	2	'fail' 'idk'	0	[]	5	'fail' 'simply' 'half' 'tall' 'idk'
4	share star monday tone definitely come effect homeless learn shit	1.0	3.0	1.0	3	'definitely' 'shit' 'tone'	0	[]	2	'definitely' 'shit'
5	fresh family oop spend eve calendar app yesterday healthy rockin	1.6	2.8	3.0	3	'oop' 'calendar' 'app'	0	[]	2	'oop' 'rockin'
6	stuff pack dick buy adventure music haha attitude goal save	1.0	3.0	1.8	2	'dick' 'haha'	0	[]	1	'dick'
7	completely fake candy begin pop email trust battle deal emotion	1.0	3.0	3.0	7	completely pop email trust battle deal emotion	0	[]	0	
8	travel fucking burn draw tattoo internship band course settle delete	1.0	3.0	1.0	4	'fucking' 'burn' 'draw' 'delete'	1	"[(""'delete'"", ""'settle'"")]"	5	'fucking' 'burn' 'settle' 'delete' 'tattoo'
9	habit catch season home difference break wife sleep popular healthy	1.6	3.0	3.0	3	'catch' 'season' 'break'	0	[]	0	
10	chuck paper special lie state lmao watch dead blair netflix	1.0	3.0	3.0	1	'lmao'	0	[]	3	'lmao' 'dead' 'blair'
11	control water clothe box physically mentally res read baseball tough	1.0	3.0	3.0	2	'clothe' 'baseball'	0	[]	3	'clothe' 'res' 'tough'
12	fast beat involve able truth advice winter instagram potato twitter	1.0	3.0	3.0	3	'potato' 'winter' 'twitter'	0	[]	0	
13	mistake meet long accept fuck sorry passion great niggas release	1.0	2.0	1.0	2	'fuck' 'niggas'	1	"[(""'fuck'"", ""'niggas'"")]"	2	'fuck' 'niggas'
14	house asshole mouth consider little today creative drop free heart	1.0	3.0	1.6	1	'asshole'	0	[]	2	'asshole' 'mouth'
15	ball song weight hear energy toilet believe challenge increase god	1.0	3.0	3.0	2	'god' 'toilet'	0	[]	1	'toilet'
16	instead shoe sock treat visit community officially crack rich earth	1.0	3.0	3.0	0		0	[]	4	'instead' 'crack' 'rich' 'earth'
17	car january complain birthday guy amazing use look laugh bad	1.0	3.0	3.0	2	'january' 'birthday'	0	[]	0	
18	baby early active bit shoot clear fall gym bullshit goal	1.0	3.0	3.0	1	'bullshit'	0	[]	2	'shoot' 'bullshit'
19	hashtag week favorite gossip meat reason tonight watch team text	1.4	3.0	3.0	2	'hashtag' 'gossip'	0	[]	0	
20	open photo problem level block quit publish cup hair film	1.0	3.0	3.0	3	'level' 'block' 'quit'	0	[]	0	
21	ready complete dance true afraid dad chorgrapher mom god dream	1.0	3.0	3.0	2	chorgrapher god	0	[]	1	'chorgrapher'
22	cat dog kill choose country friend pretty raise selfie nye	1.0	3.0	3.0	2	'kill' 'nye'	0	[]	2	'kill' 'nye'
23	past hurt thought cool happiness deep store feeling stress sex	1.4	2.4	3.0	2	'cool' 'sex'	0	[]	6	'cool' 'deep' 'store' 'feeling' 'stress' 'sex'
