ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	tell fuck promise follow dignity machine glass prostitution late stuff	1.0	3.0	1.0	2	'fuck' 'prostitution'	0	[]	2	'fuck' 'prostitution'
1	diggin dosen't mandatory mcdonalds crash sec o'connell deodorant gal kinda	1.0	3.0	1.0	4	'dosen't' 'sec' 'oconnell' 'crash'	0	[]	4	'diggin' 'dosen't' 'crash' 'o'connell'
2	sec write antother know guy bishop list tail tomorrow self	1.0	3.0	1.2	2	'antother' 'bishop'	0	[]	4	'antother' 'guy' 'bishop' 'self'
3	write hope holiday pre cause woman eve excuse maybe gogh	1.0	3.0	3.0	1	'gogh'	0	[]	2	'pre' 'gogh'
4	post book pizza appreciate sub vlog buy suck game number	1.0	2.4	3.0	2	'sub' 'suck'	0	[]	3	'vlog' 'suck' 'sub'
5	thank hoe base hot hispanic hater shine pierce accept stay	1.0	3.0	1.0	2	'hoe' 'pierce'	0	[]	2	'hoe' 'hater'
6	quit eve hard expand tweet guy game quote destroy workout	1.0	3.0	3.0	2	'eve' 'quote'	0	[]	0	
7	healthy boyfriend eve past thank exercise offer pic exactly ppl	1.0	3.0	3.0	2	'eve' 'ppl'	0	[]	1	'eve'
8	justin stick grass consideration create smash loosen theirs nomeat folk	1.0	3.0	2.0	2	'justin' 'nomeat'	0	[]	5	'justin' 'smash' 'loosen' 'theirs' 'folk'
9	close blake lively progress difference support traditional realistic home pizza	1.0	3.0	3.0	1	'pizza'	0	[]	0	
10	fun share set goal eve month literally idgaf sleepy tour	1.4	3.0	3.0	3	'set' 'goal' 'month'	0	[]	1	'idgaf'
11	supper smoke club hope cigarette quit judge suck newyear blog	1.2	2.2	3.0	3	'club' 'judge' 'blog'	0	[]	2	'smoke' 'suck'
12	eve resolve quit gregory travel publish end bad peck craigslist	1.0	3.0	3.0	2	'gregory' 'peck'	0	[]	10	'eve' 'resolve' 'quit' 'gregory' 'travel' 'publish' 'end' 'bad' 'peck' 'craigslist'
13	actually workout joke fit come chastity market learn deli bring	1.0	3.0	3.0	3	'actually' 'joke' 'chastity'	0	[]	3	'chastity' 'market' 'deli'
14	gym game school minute tell tbh book hold past hate	1.0	3.0	3.0	1	'tbh'	0	[]	1	'tbh'
15	way crush goals figure priority clutter medium popular non beginnings	1.4	3.0	3.0	1	'non'	0	[]	6	'clutter' 'medium' 'popular' 'non' 'beginnings' 'crush'
16	twin place maybe famous rule hair strong twitter tone lesson	1.0	3.0	3.0	2	'rule' 'twitter'	0	[]	0	
17	remember music ago active lose date gain finally wait help	1.6	2.8	3.0	3	'active' 'finally' 'wait'	2	"[(""'remember'"", ""'remember'""), (""'lose'"", ""'gain'"")]"	3	'ago' 'finally' 'wait'
18	rose tail blessing afternoon publish south glue krazy animalsanctuary girder	1.0	3.0	2.4	4	'tail' 'glue' 'krazy' 'girder'	0	[]	2	'krazy' 'animalsanctuary'
19	conversation picture hard languagelearne use favorite negative rehab balance complain	1.2	3.0	3.0	1	'rehab'	0	[]	1	'languagelearne'
20	twitter joke spend connected future cause bitchy goals loudly discovery	1.0	3.0	3.0	1	'bitchy'	0	[]	1	'bitchy'
21	faithfully watch voter sex morrre gadget thad ago nov hair	1.0	3.0	1.0	3	'morrre' 'thad' 'hair'	0	[]	2	'morrre' 'thad'
22	okay live negative dog sure actually minded lol old spirit	1.0	3.0	3.0	4	'okay' 'sure' 'actually' 'lol'	0	[]	6	'okay' 'sure' 'actually' 'minded' 'lol' 'old'
23	way mandatory embrace adult jean public check date sip ambition	1.0	3.0	3.0	1	'jean'	0	[]	0	
24	stay happen exercise man buy beer yeah zona hungover positive	1.0	3.0	3.0	1	'zona'	0	[]	1	'zona'
25	date fat laugh typical everybody prayer fighting woman legacy word	1.8	3.0	3.0	3	'fat' 'typical' 'fighting'	0	[]	0	
26	ass win sweet sit yup list principle sweetener listening shine	1.0	2.8	1.0	2	'ass' 'win'	1	"[(""'sweet'"", ""'sweetener'"")]"	2	'ass' 'yup'
27	drift reconnect apart traditional fridge mouth september event basket hashtag	1.0	3.0	3.0	0		0	[]	2	'mouth' 'hashtag'
28	diet sure canigetaaman search sweat miss sharing humble crane chore	1.0	3.0	1.0	1	'canigetaaman'	1	"[(""'sure'"", ""'canigetaaman'"")]"	1	'canigetaaman'
29	quit spend outta couple spanish speak song awesome decide pred	2.0	2.8	2.0	3	'quit' 'outta' 'pred'	0	[]	2	'outta' 'pred'
30	molson creative decor homedesign fab alternate vortex affect desk cooking	1.4	3.0	3.0	2	'vortex' 'affect'	0	[]	0	
31	keepingitsimple drift cantfail gossip nightmare complex outdoors lessfacebook kind habit	1.0	3.0	3.0	4	'drift' 'complex' 'gossip' 'nightmare'	0	[]	8	'keepingitsimple' 'cantfail' 'nightmare' 'complex' 'outdoors' 'lessfacebook' 'kind' 'habit'
32	hopkins reacquire revise usual michigan nervous run sweetener dosen't project	1.0	3.0	3.0	3	'reacquire' 'sweetener' 'dosen't'	0	[]	1	'dosen't'
33	sec tell sleepy journal hit film judgemental bartender motto min	1.0	3.0	3.0	4	'sec' 'hit' 'judgemental' 'min'	0	[]	4	'sec' 'hit' 'judgemental' 'min'
34	help gift beer season worthy order persecute business creep encouragement	1.0	3.0	3.0	2	'persecute' 'creep'	0	[]	2	'persecute' 'creep'
35	focus aaronallison iwil president vice load aaron burr chopin lol	1.0	2.8	2.0	5	'aaronallison' 'iwil' 'burr' 'chopin' 'lol'	1	"[(""'aaronallison'"", ""'aaron'"")]"	5	'aaronallison' 'iwil' 'burr' 'chopin' 'lol'
36	fit beefcake leave business quality continue somebody personal opportunity home	1.0	3.0	3.0	2	'beefcake' 'continue'	0	[]	2	'beefcake' 'personal'
37	tweet resolve come month finish excited degree word ago february	1.2	3.0	3.0	5	'resolve' 'come' 'finish' 'degree' 'word'	0	[]	9	'resolve' 'come' 'month' 'finish' 'excited' 'degree' 'word' 'ago' 'february'
38	raise job cursing hard adventuresinchemistry mean die negativity consideration fitness	1.0	2.8	2.8	2	'cursing' 'adventuresinchemistry'	0	[]	2	'cursing' 'adventuresinchemistry'
39	watch mile listen grow school surgery partypooper grade holiday district	1.0	3.0	2.0	2	'surgery' 'partypooper'	0	[]	2	'surgery' 'partypooper'
40	maybe social friend hold selfie blonde amwriting share bible enjoy	2.0	2.8	3.0	1	'amwriting'	0	[]	1	'amwriting'
41	mandatory afternoon sec cantfail mediocre philosophy dosen't reversehipster bodylife traditional	1.0	3.0	2.0	2	'cantfail' 'dosen't'	0	[]	3	'cantfail' 'dosen't' 'reversehipster'
42	big plastic procrastination world meal pityparty replace bitchy partypooper trap	1.0	2.8	2.0	3	'pityparty' 'bitchy' 'partypooper'	0	[]	3	'pityparty' 'partypooper' 'bitchy'
43	today happen clean book faith musiclife country gift feel alive	1.4	3.0	3.0	2	'happen' 'country'	0	[]	1	'musiclife'
44	attach high notice step total cannabis colorado read rate bitch	1.0	3.0	1.4	7	'attach' 'high' 'notice' 'step' 'total' 'rate' 'bitch'	1	"[(""'attach'"", ""'attach'"")]"	1	'bitch'
45	punctual traditional journal implement partypooper backstage thedrunkene pityparty cooking care	1.0	3.0	2.0	3	'partypooper' 'thedrunkene' 'pityparty'	0	[]	3	'partypooper' 'thedrunkene' 'pityparty'
46	meet fight fangirl deepthroat xmas remote imply physically folder colleen	1.0	3.0	3.0	5	'fangirl' 'deepthroat' 'xmas' 'physically' 'colleen'	0	[]	4	'fangirl' 'deepthroat' 'physically' 'remote'
47	keepingitsimple cooking alive hopkins unlimited net serve possibility gal dosen't	1.0	3.0	2.0	2	'hopkins' 'gal'	0	[]	2	'keepingitsimple' 'dosen't'
48	kick shall waste weekly foot salad setthebarhigh affect blame know	1.0	3.0	3.0	3	'shall' 'setthebarhigh' 'blame'	0	[]	2	'setthebarhigh' 'shall'
49	phone thedrunkene punctual wait family weight publisher bed team male	1.0	3.0	1.2	2	'thedrunkene' 'publisher'	0	[]	1	'thedrunkene'
