ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	performer pimental amusement realityengine meteosat cruel incorporated convolution assertaine multiprocessor	2.4	1.8	2.6	2	'pimental' 'assertaine'	2	"[(""'pimental'"", ""'amusement'""), (""'realityengine'"", ""'convolution'"")]"	0	
1	christian christians heaven sin love bible easter prayer resurrection christ	3.0	1.6	3.0	0		3	"[(""'christian'"", ""'christians'""), (""'christ'"", ""'christ'""), (""'easter'"", ""'resurrection'"")]"	0	
2	atf fbi museum terrorism missile enclose surrender affair bosnia backing	2.2	2.0	2.8	3	'enclose' 'surrender' 'affair'	2	"[(""'atf'"", ""'fbi'""), (""'terrorism'"", ""'terrorism'"")]"	0	
3	performer pimental realityengine incorporated abundance meteosat startrek convolution coefficient multiprocessor	2.2	1.6	2.8	2	'pimental' 'startrek'	2	"[(""'realityengine'"", ""'reality'""), (""'startrek'"", ""'startrek'"")]"	0	
4	window application manager display set font motif problem event user	2.8	2.2	3.0	0		3	"[(""'window'"", ""'display'""), (""'application'"", ""'user'""), (""'manager'"", ""'problem'"")]"	0	
5	ryan prediction talent performer chop cup realityengine multiprocessor pimental thumb	2.2	2.0	2.4	2	'cup' 'thumb'	2	"[(""'realityengine'"", ""'talent'""), (""'pimental'"", ""'multiprocessor'"")]"	0	
6	display window font thank graphic color screen file advance client	2.6	2.4	2.8	1	'thank'	2	"[(""'display'"", ""'screen'""), (""'font'"", ""'graphic'"")]"	0	
7	team game max player play win cup end fan air	2.8	1.8	3.0	1	'air'	8	"[(""'team'"", ""'team'""), (""'game'"", ""'game'""), (""'max'"", ""'max'""), (""'player'"", ""'player'""), (""'play'"", ""'play'""), (""'win'"", ""'win'""), (""'cup'"", ""'cup'""), (""'end'"", ""'end'"")]"	0	
8	presentation seminar authors sphere address warfare presentations byoh shiek visualization	2.6	2.4	2.4	1	'shiek'	1	"[(""'presentation'"", ""'presentations'"")]"	0	
9	ride cool helmet car boom nuclear shift road horse engine	2.6	2.0	3.0	1	'nuclear'	1	"[(""'car'"", ""'engine'"")]"	0	
10	team cup fan abc roger toronto player sport game pen	2.6	1.8	3.0	2	'pen' 'abc'	2	"[(""'team'"", ""'player'""), (""'cup'"", ""'pen'"")]"	0	
11	graphic graphics thank site gif advance email hello domain location	2.8	2.2	2.8	3	'thank' 'email' 'hello'	2	"[(""'graphic'"", ""'graphics'""), (""'email'"", ""'site'"")]"	0	
12	clipper chip phone announcement key white house communication government legal	2.8	1.6	2.8	0		4	"[(""'clipper'"", ""'chip'""), (""'phone'"", ""'communication'""), (""'government'"", ""'announcement'""), (""'key'"", ""'legal'"")]"	0	
13	study sensitivity msg food effect headache medical disease cause flavor	2.8	2.4	2.8	2	'flavor' 'msg'	3	"[(""'study'"", ""'disease'""), (""'effect'"", ""'cause'""), (""'sensitivity'"", ""'flavor'"")]"	0	
14	daily humor promise ignorance kent performer proud pimental realityengine tammy	2.0	1.8	2.2	2	'pimental' 'tammy'	2	"[(""'daily'"", ""'realityengine'""), (""'proud'"", ""'pimental'"")]"	0	
15	disk file image problem use windows input case model error	2.8	2.2	3.0	0		4	"[(""'disk'"", ""'image'""), (""'file'"", ""'use'""), (""'problem'"", ""'error'""), (""'case'"", ""'model'"")]"	0	
16	advance anybody gif viewer thank compile archie indiana download animation	2.4	1.6	3.0	0		2	"[(""'advance'"", ""'indiana'""), (""'compile'"", ""'download'"")]"	0	
17	gun libertarian economic tax crime sales spending ban amendment legal	2.6	1.6	2.6	0		6	"[(""'gun'"", ""'firearm'""), (""'libertarian'"", ""'liberty'""), (""'economic'"", ""'economy'""), (""'tax'"", ""'taxation'""), (""'crime'"", ""'offense'""), (""'sales'"", ""'commerce'"")]"	0	
18	performer pimental multiprocessor incorporated correspnde smattering realityengine drawings meteosat twosie	2.4	1.4	1.6	2	'pimental' 'twosie'	4	"[(""'performer'"", ""'pimental'""), (""'multiprocessor'"", ""'correspnde'""), (""'realityengine'"", ""'drawings'""), (""'twosie'"", ""'twosie'"")]"	3	'pimental' 'correspnde' 'twosie'
19	right law state amendment second use mean government case people	2.6	2.0	3.0	0		3	"[(""'state'"", ""'government'""), (""'use'"", ""'case'""), (""'amendment'"", ""'law'"")]"	0	
20	buy car monitor printer price manual service wire cheap portable	2.8	2.2	2.8	1	'wire'	2	"[(""'buy'"", ""'price'""), (""'car'"", ""'portable'"")]"	0	
