ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	time work card need jesus file run write post drive	2.6	2.4	2.8	2	'jesus' 'drive'	2	"[(""'drive'"", ""'run'""), (""'jesus'"", ""'jesus'"")]"	0	
1	game team year fan score pick cup sport average philadelphia	3.0	2.2	2.8	0		8	"[(""'game'"", ""'sport'""), (""'team'"", ""'sport'""), (""'year'"", ""'year'""), (""'fan'"", ""'fan'""), (""'score'"", ""'score'""), (""'pick'"", ""'pick'""), (""'cup'"", ""'cup'""), (""'average'"", ""'average'"")]"	0	
2	car engine tire ride mov road drive speed gear driver	3.0	2.4	3.0	0		5	"[(""'car'"", ""'ride'""), (""'engine'"", ""'drive'""), (""'tire'"", ""'road'""), (""'speed'"", ""'gear'""), (""'driver'"", ""'driver'"")]"	0	
3	msg patient doctor diet treatment health medicine symptom hospital headache	3.0	2.6	3.0	0		2	"[(""'doctor'"", ""'doctor'""), (""'headache'"", ""'headache'"")]"	0	
4	space nasa orbit mission moon satellite solar astronomy project planet	3.0	2.4	3.0	0		6	"[(""'space'"", ""'planet'""), (""'moon'"", ""'moon'""), (""'orbit'"", ""'orbit'""), (""'satellite'"", ""'satellite'""), (""'project'"", ""'project'""), (""'astronomy'"", ""'astronomy'"")]"	0	
5	clipper key chip algorithm security phone encrypt pgp scheme patent	2.8	2.2	2.8	1	'patent'	2	"[(""'encrypt'"", ""'security'""), (""'clipper'"", ""'chip'"")]"	0	
6	colormap graphic bitmap program visual pixel postscript convert sphinx pixmap	2.8	2.2	3.0	1	'sphinx'	2	"[(""'colormap'"", ""'pixmap'""), (""'graphic'"", ""'bitmap'"")]"	0	
7	israel jews war peace palestinians nazis gaza terrorism syria zionist	2.6	2.0	3.0	0		6	"[(""'israel'"", ""'zionist'""), (""'jews'"", ""'israel'""), (""'war'"", ""'conflict'""), (""'gaza'"", ""'gaza'""), (""'peace'"", ""'peace'""), (""'palestinians'"", ""'palestini"")]"	0	
8	gun police crime amendment section state semi license violent ban	3.0	2.0	3.0	0		3	"[(""'gun'"", ""'violent'""), (""'police'"", ""'state'""), (""'crime'"", ""'ban'"")]"	0	
9	printer deskjet ink laserwriter toner printing laserjet inkjet adobe epson	3.0	2.0	3.0	0		3	"[(""'deskjet'"", ""'inkjet'""), (""'laserwriter'"", ""'laserjet'""), (""'ink'"", ""'toner'"")]"	0	
10	turkish turks genocide soviet massacre population greeks history republic turk	2.8	2.0	2.8	0		2	"[(""'turkish'"", ""'turk'""), (""'greeks'"", ""'greeks'"")]"	0	
11	disk floppy scsi format error install device dos cdrom external	2.6	2.0	2.8	0		3	"[(""'disk'"", ""'floppy'""), (""'format'"", ""'install'""), (""'device'"", ""'external'"")]"	0	
12	clock risc vram ram simms processor cpu coprocessor quadra pentium	2.6	1.2	2.8	0		3	"[(""'clock'"", ""'cpu'""), (""'risc'"", ""'processor'""), (""'ram'"", ""'vram'"")]"	0	
13	windows unix software microsoft version application database toolkit gui mac	2.6	2.0	3.0	0		7	"[(""'windows'"", ""'unix'""), (""'software'"", ""'application'""), (""'version'"", ""'version'""), (""'microsoft'"", ""'microsoft'""), (""'database'"", ""'database'""), (""'toolkit'"", ""'toolkit'""), (""'gui'"", ""'gui'"")]"	0	
14	homosexual homosexuality percentage study orientation heterosexual party church princeton group	2.8	2.0	3.0	2	'party' 'church'	2	"[(""'homosexual'"", ""'homosexuality'""), (""'heterosexual'"", ""'party'"")]"	0	
15	monitor centris adapter sony atari cable switch fix interference mitsubishi	2.4	2.6	2.8	0		3	"[(""'monitor'"", ""'centris'""), (""'adapter'"", ""'cable'""), (""'switch'"", ""'fix'"")]"	0	
16	morality moral political objective human omniscient murder absolute jon atheist	2.6	1.8	2.8	2	'murder' 'absolute'	2	"[(""'morality'"", ""'moral'""), (""'omniscient'"", ""'omniscient'"")]"	0	
17	request mail address junk advertise bounce mailbox usenet company chicago	2.6	2.4	3.0	0		2	"[(""'mail'"", ""'mailbox'""), (""'address'"", ""'usenet'"")]"	0	
18	allocation dos windows disk error reboot crash ram sys norton	2.4	1.8	3.0	1	'norton'	2	"[(""'allocation'"", ""'disk'""), (""'crash'"", ""'error'"")]"	0	
19	islam islamic qur atheism religion koran allah example marital muslims	3.0	1.8	3.0	2	'example' 'marital'	3	"[(""'islam'"", ""'islamic'""), (""'qur'"", ""'koran'""), (""'allah'"", ""'muslims'"")]"	0	
20	modem fax cable info send hardware kit gateway warranty supply	2.4	2.0	3.0	0		1	"[(""'modem'"", ""'gateway'"")]"	0	
21	atheist atheism exist belief religion alt faith universe premise agnostic	2.8	2.4	3.0	0		2	"[(""'atheist'"", ""'atheism'""), (""'agnostic'"", ""'agnostic'"")]"	0	
22	receiver signal circuit mixer radio input analog meter detect device	3.0	2.0	3.0	0		3	"[(""'receiver'"", ""'radio'""), (""'signal'"", ""'input'""), (""'circuit'"", ""'device'"")]"	0	
23	widget window compile sun display error ipx solaris application openwindow	2.6	2.6	2.8	2	'solaris' 'ipx'	4	"[(""'widget'"", ""'openwindow'""), (""'window'"", ""'display'""), (""'compile'"", ""'application'""), (""'sun'"", ""'solaris'"")]"	0	
24	sale rider cover bag strip silver men jazz avenger interested	2.2	1.6	3.0	1	'jazz'	3	"[(""'sale'"", ""'strip'""), (""'rider'"", ""'avenger'""), (""'cover'"", ""'bag'"")]"	0	
25	card ati svga screen color speedstar windows vram drivers winmark	2.4	2.2	2.8	1	'ati'	2	"[(""'ati'"", ""'vram'""), (""'color'"", ""'winmark'"")]"	0	
26	trial court verdict judge justice cop jury prosecution federal lawyer	3.0	1.6	3.0	0		5	"[(""'trial'"", ""'court'""), (""'judge'"", ""'justice'""), (""'cop'"", ""'lawyer'""), (""'jury'"", ""'prosecution'""), (""'federal'"", ""'lawyer'"")]"	0	
27	scsi quadra isa mac interface controller device cpu driver performance	2.6	2.4	3.0	0		2	"[(""'scsi'"", ""'controller'""), (""'isa'"", ""'device'"")]"	0	
28	fbi koresh compound murder scott survivor documentary news watch investigation	2.6	2.0	3.0	0		1	"[(""'fbi'"", ""'investigation'"")]"	0	
29	church catholic orthodox pope faith doctrine christians bible robertson john	2.8	2.0	3.0	2	'robertson' 'john'	2	"[(""'catholic'"", ""'orthodox'""), (""'pope'"", ""'john'"")]"	0	
30	newsreader norman frenzy ftpnuz source email forsale nixon author campaign	2.6	2.2	2.4	1	'forsale'	4	"[(""'newsreader'"", ""'source'""), (""'norman'"", ""'nixon'""), (""'frenzy'"", ""'campaign'""), (""'email'"", ""'forsale'"")]"	1	'ftpnuz'
31	mouse com button driver modem logitech card pin apple fix	2.6	2.4	2.6	0		2	"[(""'com'"", ""'modem'""), (""'button'"", ""'fix'"")]"	0	
32	font panel text type print printer char phonetic mac slant	2.8	2.2	2.8	2	'phonetic' 'mac'	2	"[(""'font'"", ""'type'""), (""'char'"", ""'char'"")]"	0	
33	jesus god sin shall faith bible lord paul christian testimony	3.0	2.2	3.0	0		3	"[(""'jesus'"", ""'christ'""), (""'god'"", ""'lord'""), (""'faith'"", ""'testimony'"")]"	0	
34	objective morality value subjective observable mathew definition frank freedom theory	2.4	2.0	2.8	2	'mathew' 'frank'	4	"[(""'objective'"", ""'definition'""), (""'morality'"", ""'value'""), (""'subjective'"", ""'definition'""), (""'observable'"", ""'definition'"")]"	0	
35	rushdie islam islamic muslim secular book qur muslims religion mohammed	3.0	2.4	3.0	1	'secular'	4	"[(""'islam'"", ""'islamic'""), (""'muslim'"", ""'muslims'""), (""'book'"", ""'qur'""), (""'religion'"", ""'islam'"")]"	0	
36	motherboard sale kit bios supply serial connector floppy ram upgrade	3.0	1.6	3.0	2	'sale' 'floppy'	3	"[(""'motherboard'"", ""'kit'""), (""'bios'"", ""'upgrade'""), (""'ram'"", ""'supply'"")]"	0	
37	helmet piece fit ride suit paint want bat protection damage	2.6	2.4	3.0	2	'want' 'bat'	2	"[(""'helmet'"", ""'protection'""), (""'suit'"", ""'protection'"")]"	0	
38	ftp site gateway download zip package sipp freeware unix tutorial	2.8	2.0	3.0	0		4	"[(""'ftp'"", ""'download'""), (""'site'"", ""'package'""), (""'gateway'"", ""'freeware'""), (""'unix'"", ""'tutorial'"")]"	0	
39	truth absolute belief arrogant faith scripture interpretation evangelical blindly deny	2.8	1.4	2.8	1	'arrogant'	2	"[(""'truth'"", ""'faith'""), (""'interpretation'"", ""'belief'"")]"	0	
40	atf blast compound fbi raid military flame deer initial happen	2.6	2.0	2.6	2	'deer' 'happen'	3	"[(""'atf'"", ""'fbi'""), (""'military'"", ""'raid'""), (""'compound'"", ""'initial'"")]"	0	
41	polygon algorithm spline draw triangle delaunay triangulation mesh concave geometric	3.0	2.4	3.0	1	'algorithm'	4	"[(""'polygon'"", ""'triangle'""), (""'algorithm'"", ""'mesh'""), (""'spline'"", ""'concave'""), (""'delaunay'"", ""'triangulation'"")]"	0	
42	apartment come shout neighbor building kill crowd door live soldier	2.8	1.8	3.0	1	'kill'	2	"[(""'apartment'"", ""'building'""), (""'neighbor'"", ""'crowd'"")]"	0	
43	science methodology scientific gene theory study psychology scientist genetically evolution	3.0	2.4	3.0	0		3	"[(""'science'"", ""'scientific'""), (""'gene'"", ""'genetically'""), (""'theory'"", ""'study'"")]"	0	
44	number line telephone ring hook yellow wire device fax caller	3.0	1.8	3.0	1	'yellow'	2	"[(""'ring'"", ""'caller'""), (""'wire'"", ""'device'"")]"	0	
45	president job secretary russia senior package congress fund school government	2.6	2.4	3.0	1	'package'	5	"[(""'job'"", ""'position'""), (""'senior'"", ""'high'""), (""'school'"", ""'education'""), (""'government'"", ""'administration'""), (""'congress'"", ""'parliament'"")]"	0	
46	mormon jews mormons church persecution joseph worship christian secular authority	3.0	2.6	2.8	0		2	"[(""'mormons'"", ""'mormon'""), (""'jews'"", ""'jew'"")]"	0	
47	split newsgroup article alt crossposte sci newgroup news forum read	2.8	1.8	2.8	1	'alt'	4	"[(""'split'"", ""'newsgroup'""), (""'alt'"", ""'sci'""), (""'crossposte'"", ""'forum'""), (""'read'"", ""'news'"")]"	0	
48	window expose event main handler coordinate button draw rectangle display	3.0	1.6	2.8	1	'draw'	1	"[(""'window'"", ""'display'"")]"	0	
49	dos mac price coprocessor cities disk rom modem tech cdrom	2.2	2.2	2.8	0		5	"[(""'dos'"", ""'mac'""), (""'coprocessor'"", ""'cpu'""), (""'price'"", ""'cost'""), (""'disk'"", ""'hard disk'""), (""'rom'"", ""'read-only memory'"")]"	0	
50	keyboard key map ctrl accelerator toolkit sparc code widget beep	2.6	2.0	2.6	1	'beep'	3	"[(""'keyboard'"", ""'key'""), (""'code'"", ""'widget'""), (""'beep'"", ""'keyboard'"")]"	0	
51	genesis game sega trade games football boy nintendo floppy saver	2.2	1.8	2.8	2	'floppy' 'saver'	7	"[(""'genesis'"", ""'genesis'""), (""'game'"", ""'games'""), (""'sega'"", ""'sega'""), (""'trade'"", ""'trade'""), (""'football'"", ""'football'""), (""'boy'"", ""'boy'""), (""'nintendo'"", ""'nintendo'"")]"	0	
52	hell eternal heaven god atheist sin resurrection soul bible christians	2.6	1.8	3.0	2	'hell' 'atheist'	2	"[(""'hell'"", ""'heaven'""), (""'resurrection'"", ""'eternal'"")]"	0	
53	des key shelf machine chip brute cash random verify cheat	2.2	2.0	2.6	0		3	"[(""'des'"", ""'cheat'""), (""'key'"", ""'verify'""), (""'shelf'"", ""'chip'"")]"	0	
54	bus isa controller buffer speed mhz motherboard cache ram performance	2.6	2.2	3.0	0		5	"[(""'bus'"", ""'controller'""), (""'isa'"", ""'controller'""), (""'motherboard'"", ""'cache'""), (""'ram'"", ""'performance'""), (""'speed'"", ""'mhz'"")]"	0	
55	explode vacuum motor flight explosion engine gas pressure tube impulse	2.8	2.0	2.8	0		2	"[(""'explode'"", ""'explosion'""), (""'motor'"", ""'engine'"")]"	0	
56	sony remote stereo sale receiver cassette car radio speakers vcr	2.8	1.6	3.0	0		2	"[(""'remote'"", ""'radio'""), (""'stereo'"", ""'speakers'"")]"	0	
57	sabbath worship paul christian gentiles church commandment israelites scripture jewish	2.6	2.6	2.8	0		6	"[(""'sabbath'"", ""'sabbath'""), (""'worship'"", ""'worship'""), (""'paul'"", ""'paul'""), (""'christian'"", ""'christian'""), (""'gentiles'"", ""'gentiles'""), (""'church'"", ""'church'"")]"	0	
58	government trust communist cop liberty swiss capitalist political civil strong	2.6	2.4	3.0	1	'swiss'	2	"[(""'government'"", ""'political'""), (""'trust'"", ""'liberty'"")]"	0	
59	drug cocaine test crack thug survey student crime illegal justify	2.8	1.8	2.6	2	'survey' 'student'	4	"[(""'drug'"", ""'illegal'""), (""'cocaine'"", ""'drug'""), (""'test'"", ""'survey'""), (""'crime'"", ""'thug'"")]"	0	
60	nuclear plant temperature fossil heat pressure island technology contamination oil	2.8	2.2	2.8	1	'island'	2	"[(""'nuclear'"", ""'plant'""), (""'pressure'"", ""'heat'"")]"	0	
61	motif toolkit widget interviews list mailing interface platform api application	2.2	2.0	2.8	1	'mailing'	7	"[(""'motif'"", ""'theme'""), (""'toolkit'"", ""'kit'""), (""'widget'"", ""'gadget'""), (""'interviews'"", ""'interview'""), (""'list'"", ""'list'""), (""'mailing'"", ""'mail'""), (""'interface'"", ""'user interface'"")]"	0	
62	port parallel printer connect device cable zenith mac soundblaster plug	2.6	1.8	3.0	1	'zenith'	2	"[(""'port'"", ""'plug'""), (""'connect'"", ""'plug'"")]"	0	
63	jewish greenberg subject bob steve era ken maddox sherry dave	2.6	2.2	3.0	1	'dave'	2	"[(""'jewish'"", ""'era'""), (""'bob'"", ""'dave'"")]"	0	
64	max aoj jurk col airt fil jpbb map gen illusion	2.4	2.0	1.6	1	'jurk'	7	"[(""'max'"", ""'max'""), (""'aoj'"", ""'aoj'""), (""'jurk'"", ""'jurk'""), (""'col'"", ""'col'""), (""'airt'"", ""'airt'""), (""'fil'"", ""'fil'""), (""'jpbb'"", ""'jp"")]"	0	
65	libertarian employment govt concentrate subject liberty analysis vote majority consensus	2.8	2.0	3.0	2	'vote' 'majority'	2	"[(""'libertarian'"", ""'liberty'""), (""'govt'"", ""'government'"")]"	0	
66	gif image earth map bump geosphere newspaper terrain gov ames	2.4	1.6	3.0	2	'gov' 'ames'	1	"[(""'map'"", ""'terrain'"")]"	0	
67	driver blaster stereo mac soundblaster play hardware developer instal quadra	2.6	2.2	2.6	2	'developer' 'instal'	7	"[(""'driver'"", ""'driver'""), (""'soundblaster'"", ""'soundblaster'""), (""'play'"", ""'play'""), (""'developer'"", ""'developer'""), (""'hardware'"", ""'hardware'""), (""'instal'"", ""'instal'""), (""'quadra'"", ""'quad"")]"	0	
68	marriage marry commitment priest church couple married catholic law love	3.0	2.0	3.0	0		2	"[(""'marriage'"", ""'married'""), (""'marry'"", ""'married'"")]"	0	
69	voice modem dsp compression cheap abekas quality hardware software soundblaster	2.6	1.8	2.8	0		2	"[(""'modem'"", ""'dsp'""), (""'soundblaster'"", ""'hardware'"")]"	0	
70	powerpc cache card slot macs lcii accelerator cpu upgrade chip	2.4	2.2	2.8	1	'lcii'	1	"[(""'card'"", ""'chip'"")]"	0	
71	boom attack chase road train cow disease intersection shin cage	2.6	1.8	2.8	2	'cage' 'cow'	2	"[(""'train'"", ""'train'""), (""'cow'"", ""'cow'"")]"	0	
72	content abc entertainment imaginary grief greeting reader title summary text	2.4	2.4	3.0	1	'abc'	6	"[(""'content'"", ""'text'""), (""'entertainment'"", ""'entertainment'""), (""'grief'"", ""'grief'""), (""'greeting'"", ""'greeting'""), (""'reader'"", ""'reader'""), (""'title'"", ""'title'"")]"	0	
73	quicktime video ntsc togb frame mac multimedia hardisk processor software	2.8	2.2	2.8	3	'processor' 'hardisk' 'software'	2	"[(""'quicktime'"", ""'video'""), (""'processor'"", ""'hardisk'"")]"	0	
74	koresh enclose branch sequel cult bible fbi proofreading seven revelation	2.4	2.4	3.0	2	'proofreading' 'enclose'	2	"[(""'bible'"", ""'revelation'""), (""'koresh'"", ""'cult'"")]"	0	
75	greek contradiction judas archer testament biblical gospel matthew meaning strangle	2.8	2.2	3.0	1	'strangle'	4	"[(""'gospel'"", ""'biblical'""), (""'testament'"", ""'biblical'""), (""'judas'"", ""'archer'""), (""'matthew'"", ""'gospel'"")]"	0	
