ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	job people work president think year program money congress fund	2.8	1.6	2.8	0		2	"[(""'job'"", ""'work'""), (""'program'"", ""'fund'"")]"	0	
1	san information billion police angeles francisco los california anti york	2.2	2.0	2.4	2	'anti' 'york'	7	"[(""'san'"", ""'san'""), (""'information'"", ""'information'""), (""'billion'"", ""'billion'""), (""'police'"", ""'police'""), (""'angeles'"", ""'angeles'""), (""'francisco'"", ""'francisco'""), (""'los'"", ""'"")]"	0	
2	god jesus bible man christian christ love come word believe	2.8	2.6	3.0	0		2	"[(""'jesus'"", ""'christ'""), (""'bible'"", ""'word'"")]"	0	
3	people morality objective person death think life moral rule murder	3.0	1.8	3.0	0		2	"[(""'people'"", ""'person'""), (""'morality'"", ""'moral'"")]"	0	
4	stuff moon secure think van sun tony michael happy guess	2.2	2.4	2.4	0		2	"[(""'tony'"", ""'michael'""), (""'sun'"", ""'moon'"")]"	0	
5	article argument jim science quote ethnic context apr posting statement	2.0	1.8	2.4	0		2	"[(""'article'"", ""'posting'""), (""'statement'"", ""'quote'"")]"	0	
6	window hope henrik newsreader peace manager tin display want know	2.6	2.2	2.6	1	'tin'	1	"[(""'window'"", ""'display'"")]"	0	
7	program unit music server link cross software disk windows use	2.4	2.6	2.8	0		1	"[(""'program'"", ""'software'"")]"	0	
8	weapon court expansion legal age capital carry use penalty prison	2.4	2.2	3.0	0		1	"[(""'penalty'"", ""'prison'"")]"	0	
9	win senior idea bank sign reagan think predict way mix	2.4	2.2	2.4	0		2	"[(""'senior'"", ""'bank'""), (""'sign'"", ""'reagan'"")]"	0	
10	people come know tell think happen start leave woman like	2.6	1.8	2.8	0		8	"[(""'know'"", ""'know'""), (""'think'"", ""'think'""), (""'come'"", ""'come'""), (""'happen'"", ""'happen'""), (""'start'"", ""'start'""), (""'leave'"", ""'leave'""), (""'woman'"", ""'woman'""), (""'like'"", ""'like'"")]"	0	
11	government attack minority people force use think state civilian law	2.8	2.2	2.8	2	'use' 'think'	1	"[(""'government'"", ""'state'"")]"	0	
12	people believe god religion human church mean exist life christian	2.8	2.6	3.0	0		2	"[(""'people'"", ""'human'""), (""'believe'"", ""'religion'"")]"	0	
13	question post answer newsgroup discussion ask read thread new mike	2.6	2.2	3.0	0		3	"[(""'question'"", ""'ask'""), (""'post'"", ""'new'""), (""'newsgroup'"", ""'discussion'"")]"	0	
14	jewish black jews wrong search race delete story know land	2.4	2.0	2.8	1	'delete'	2	"[(""'jewish'"", ""'jews'""), (""'black'"", ""'race'"")]"	0	
15	drug use error correct value plant list crack property line	2.2	2.0	3.0	0		4	"[(""'drug'"", ""'crack'""), (""'use'"", ""'error'""), (""'correct'"", ""'value'""), (""'line'"", ""'property'"")]"	0	
16	sexual sex double know verdict admit child orientation thing think	2.2	1.6	2.6	0		1	"[(""'child'"", ""'child'"")]"	0	
17	research secretary president committee organization university material center agency national	2.8	2.0	3.0	2	'secretary' 'material'	3	"[(""'university'"", ""'university'""), (""'organization'"", ""'organization'""), (""'center'"", ""'center'"")]"	0	
18	health care pay private canada condition year average good excellent	3.0	1.6	2.8	3	'pay' 'year' 'average'	3	"[(""'health'"", ""'condition'""), (""'care'"", ""'good'""), (""'private'"", ""'pay'"")]"	0	
19	space earth nasa launch energy orbit mission image satellite flight	3.0	2.2	3.0	0		2	"[(""'space'"", ""'orbit'""), (""'earth'"", ""'satellite'"")]"	0	
20	sound fan left like right screw cheer straight spread funny	2.2	1.6	2.8	1	'funny'	2	"[(""'left'"", ""'right'""), (""'sound'"", ""'cheer'"")]"	0	
21	drive hard tape problem supply internal pin disk work power	2.4	2.0	2.8	1	'pin'	1	"[(""'tape'"", ""'disk'"")]"	0	
22	ground service use radio current box wire switch power need	2.4	2.2	2.4	0		4	"[(""'ground'"", ""'box'""), (""'service'"", ""'need'""), (""'use'"", ""'radio'""), (""'current'"", ""'power'"")]"	0	
23	use send mail request address list application user message number	2.8	1.8	3.0	0		8	"[(""'use'"", ""'use'""), (""'mail'"", ""'mail'""), (""'request'"", ""'request'""), (""'address'"", ""'address'""), (""'application'"", ""'application'""), (""'user'"", ""'user'""), (""'message'"", ""'message'""), (""'number'"", ""'number'"")]"	0	
24	chip problem help line count appreciate jordan work memory use	2.6	2.2	3.0	1	'jordan'	2	"[(""'appreciate'"", ""'help'""), (""'problem'"", ""'count'"")]"	0	
25	steve mark brian dos adam picture peter book date respond	2.2	2.2	2.4	2	'dos' 'picture'	7	"[(""'steve'"", ""'steve'""), (""'mark'"", ""'mark'""), (""'brian'"", ""'brian'""), (""'dos'"", ""'dos'""), (""'adam'"", ""'adam'""), (""'picture'"", ""'picture'""), (""'peter'"", ""'peter'"")]"	0	
26	palestinians terrorism page torture conference camp final press tank atf	2.4	1.4	2.8	2	'page' 'tank'	6	"[(""'page'"", ""'page'""), (""'final'"", ""'final'""), (""'terrorism'"", ""'terrorism'""), (""'camp'"", ""'camp'""), (""'tank'"", ""'tank'""), (""'press'"", ""'press'"")]"	0	
27	gay play pick dog wing warrant reserve free govt record	2.0	2.2	2.8	2	'wing' 'warrant'	7	"[(""'gay'"", ""'gay'""), (""'play'"", ""'play'""), (""'pick'"", ""'pick'""), (""'dog'"", ""'dog'""), (""'wing'"", ""'wing'""), (""'warrant'"", ""'warrant'""), (""'reserve'"", ""'reserve'"")]"	0	
28	clipper phone patient disease treatment security medical announcement need teacher	2.8	2.0	2.8	0		4	"[(""'clipper'"", ""'security'""), (""'disease'"", ""'medical'""), (""'treatment'"", ""'medical'""), (""'teacher'"", ""'patient'"")]"	0	
29	waste eat favor food big blow perry drug kid bob	2.8	2.2	3.0	4	'perry' 'drug' 'kid' 'bob'	3	"[(""'waste'"", ""'food'""), (""'eat'"", ""'drug'""), (""'big'"", ""'kid'"")]"	0	
30	key game bit algorithm use point block time command method	2.4	2.4	3.0	1	'use'	2	"[(""'key'"", ""'point'""), (""'time'"", ""'method'"")]"	0	
31	card use bit gaza mode mac fast bus machine ibm	2.2	2.0	2.4	1	'mac'	2	"[(""'bus'"", ""'machine'""), (""'ibm'"", ""'mac'"")]"	0	
32	file nazi available ftp edu site version archive anonymous format	2.6	2.4	3.0	0		4	"[(""'file'"", ""'archive'""), (""'nazi'"", ""'version'""), (""'ftp'"", ""'site'""), (""'edu'"", ""'available'"")]"	0	
33	price sell cost sale purchase product staff des market order	2.8	2.6	3.0	1	'des'	2	"[(""'price'"", ""'cost'""), (""'sell'"", ""'sale'"")]"	0	
34	state people law muslim genocide right government population muslims history	2.8	2.0	2.8	0		3	"[(""'state'"", ""'government'""), (""'people'"", ""'population'""), (""'muslim'"", ""'muslims'"")]"	0	
35	good look thank want code help reply know like hear	2.6	1.4	3.0	1	'hear'	8	"[(""'good'"", ""'good'""), (""'look'"", ""'look'""), (""'thank'"", ""'thank'""), (""'want'"", ""'want'""), (""'code'"", ""'code'""), (""'help'"", ""'help'""), (""'reply'"", ""'reply'""), (""'know'"", ""'"")]"	0	
36	theory screen object speech hole problem time josh light herring	2.6	1.8	2.8	1	'herring'	2	"[(""'theory'"", ""'problem'""), (""'speech'"", ""'herring'"")]"	0	
37	crime trial law state police people gay criminal guilty case	3.0	1.6	3.0	1	'gay'	3	"[(""'crime'"", ""'criminal'""), (""'trial'"", ""'case'""), (""'law'"", ""'guilty'"")]"	0	
38	israel greek people jews kill soldier soviet child come dead	2.4	2.2	2.8	0		2	"[(""'people'"", ""'jews'""), (""'kill'"", ""'soldier'"")]"	0	
39	fbi read report know local datum news philadelphia accurate suspect	2.8	1.8	3.0	2	'datum' 'news'	4	"[(""'fbi'"", ""'philadelphia'""), (""'know'"", ""'datum'""), (""'report'"", ""'news'""), (""'local'"", ""'suspect'"")]"	0	
40	study trade cover opinion armed brain parent new river hospital	2.4	2.2	2.8	2	'parent' 'hospital'	5	"[(""'study'"", ""'opinion'""), (""'trade'"", ""'cover'""), (""'parent'"", ""'new'""), (""'armed'"", ""'brain'""), (""'river'"", ""'hospital'"")]"	0	
41	car water good like time ride year new engine mile	2.6	2.0	3.0	1	'like'	3	"[(""'car'"", ""'ride'""), (""'year'"", ""'mile'""), (""'engine'"", ""'new'"")]"	0	
42	team think game year lose player play good compromise bad	2.4	2.0	2.8	1	'bad'	2	"[(""'team'"", ""'player'""), (""'good'"", ""'bad'"")]"	0	
43	president group troop vote press consider proposal package issue option	2.8	2.0	3.0	1	'press'	2	"[(""'president'"", ""'proposal'""), (""'group'"", ""'option'"")]"	0	
44	point liberal medium bias bomb goal zionist conservative bush military	2.4	2.0	2.6	1	'bomb'	2	"[(""'bush'"", ""'bush'""), (""'military'"", ""'military'"")]"	0	
45	write book translation original think sense david marriage read know	2.8	2.4	2.8	2	'david' 'marriage'	3	"[(""'book'"", ""'read'""), (""'think'"", ""'sense'""), (""'write'"", ""'book'"")]"	0	
46	gun koresh homosexual like tax think right defense shoot time	2.4	2.2	2.4	2	'like' 'tax'	2	"[(""'gun'"", ""'shoot'""), (""'like'"", ""'think'"")]"	0	
47	army nazis role iran war movement land libertarian british pain	2.6	2.0	2.6	2	'libertarian' 'pain'	5	"[(""'army'"", ""'war'""), (""'iran'"", ""'iran'""), (""'british'"", ""'british'""), (""'libertarian'"", ""'libertarian'""), (""'pain'"", ""'pain'"")]"	0	
48	turkish max air von oppress yup sexuality ali biz anxiety	2.2	1.6	2.8	2	'max' 'yup'	2	"[(""'yup'"", ""'yup'""), (""'anxiety'"", ""'anxiety'"")]"	0	
49	run driver build color graphic version kent windows doug like	2.6	1.6	2.6	1	'doug'	2	"[(""'run'"", ""'version'""), (""'driver'"", ""'windows'"")]"	0	
