ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	soil irrigation plant yield crop field growth irrigate drought application	3.0	2.0	3.0	1	ˈæplɪˈkeɪʃən	2	"[(""'irrigation'"", ""'irrigate'""), (""'crop'"", ""'plant'"")]"	0	
1	irrigation management river basin efficiency policy reservoir allocation project deficit	3.0	2.0	3.0	0		1	"[(""'river'"", ""'basin'"")]"	0	
2	rice paddy field lowland yield cultivation farmer crop irrigation fertilizer	3.0	2.0	3.0	1	fertilizer	2	"[(""'rice'"", ""'paddy'""), (""'crop'"", ""'yield'"")]"	0	
3	salinity saline nacl salinization soil irrigation sodium groundwater chloride crop	3.0	1.0	3.0	1	crop	3	"[(""'salinity'"", ""'saline'""), (""'sodium'"", ""'nacl'""), (""'nacl'"", ""'sodium'"")]"	0	
4	farmer agricultural crop rural farming livelihood climate poverty country adaptation	3.0	1.2	3.0	0		2	"[(""'farmer'"", ""'farming'""), (""'agricultural'"", ""'crop'"")]"	0	
5	model datum rmse yield policy regression estimate coefficient project prediction	3.0	2.0	3.0	3	ˈyield ˈpolicy ˈproject	2	"[(""'prediction'"", ""'estimate'""), (""'yield'"", ""'project'"")]"	0	
6	seed root plant genotype cultivar germination stem harvest length population	3.0	2.0	3.0	2	ˈlengthˈ ˈpopulationˈ	1	"[(""'genotype'"", ""'cultivar'"")]"	0	
7	microbial pathogen bacteria antibiotic salmonella rhizosphere fungicide coliform microorganism fungus	3.0	1.0	3.0	1	rhizosphere	1	"[(""'microbial'"", ""'microorganism'"")]"	0	
8	groundwater aquifer recharge basin region irrigation geochemical river alluvial arid	3.0	2.0	3.0	1	geochemical	1	"[(""'aquifer'"", ""'groundwater'"")]"	0	
9	herbicide pesticide pest insect insecticide application infestation spray crop weevil	3.0	1.0	3.0	0		3	"[(""'pest'"", ""'weevil'""), (""'herbicide'"", ""'pesticide'""), (""'insect'"", ""'pest'"")]"	0	
10	nitrate nitrogen fertilizer ammonium soil groundwater nitrification ammonia nh₃ irrigation	3.0	1.0	3.0	1	'irrigation'	1	"[(""'nh₃'"", ""'ammonia'"")]"	0	
11	wastewater sewage effluent contamination sludge contaminant irrigate irrigation pollutant disposal	3.0	1.0	3.0	1	irrigation	2	"[(""'wastewater'"", ""'sewage'""), (""'irrigate'"", ""'irrigation'"")]"	0	
12	wheat grain yield spike cultivar spring barley grow irrigation crop	3.0	2.0	3.0	0		1	"[(""'grain'"", ""'crop'"")]"	0	
13	evapotranspiration evaporation estimate crop penman coefficient irrigation precipitation soil requirement	3.0	2.0	3.0	1	ˈprecipitation	1	"[(""'evapotranspiration'"", ""'evaporation'"")]"	0	
14	fruit apple weight harvest yield orchard irrigation ripen acidity plant	3.0	2.0	3.0	0		1	"[(""'fruit'"", ""'apple'"")]"	0	
15	cotton lint seed irrigation plant fibre crop grow yarn cultivar	3.0	1.0	3.0	0		1	"[(""'fibre'"", ""'yarn'"")]"	0	
16	conductance photosynthetic chlorophyll fluorescence transpiration plant photochemical stomata drought photosystem	3.0	2.0	3.0	1	ˈdrought	1	"[(""'photosynthetic'"", ""'photosystem'"")]"	0	
17	temperature rainfall climate precipitation weather datum meteorological humidity region forecast	3.0	1.0	3.0	0		2	"[(""'weather'"", ""'climate'""), (""'precipitation'"", ""'rainfall'"")]"	0	
18	maize corn yield wheat irrigation summer crop field soil plant	3.0	1.0	3.0	2	wheat summer	1	"[(""'maize'"", ""'corn'"")]"	0	
19	lake wetland pond fishery habitat aquaculture ecosystem trout landscape freshwater	3.0	2.0	3.0	2	aquaculture landscape	1	"[(""'habitat'"", ""'ecosystem'"")]"	0	
20	cadmium concentration wastewater copper soil contamination pollution zinc sewage metalloid	3.0	2.0	3.0	1	ˈmetalloid	1	"[(""'pollution'"", ""'contamination'"")]"	0	
21	tillage tiller conventional tillering plow soil crop chisel maize harrow	3.0	1.0	3.0	0		2	"[(""'tillage'"", ""'tillering'""), (""'tiller'"", ""'tillering'"")]"	0	
22	turfgrass bermudagrass ryegrass bentgrass perennial wheatgrass switchgrass cultivar pasture bromegrass	3.0	2.0	3.0	3	wheatgrass switchgrass cultivar	5	"[(""'turfgrass'"", ""'bermudagrass'""), (""'turfgrass'"", ""'ryegrass'""), (""'turfgrass'"", ""'bentgrass'""), (""'turfgrass'"", ""'wheatgrass'""), (""'turfgrass'"", ""'switchgrass'"")]"	0	
23	soil depth sample soc topsoil surface land horizon texture variability	3.0	2.0	3.0	3	ˈland ˈtexture ˈvariability	1	"[(""'soil'"", ""'land'"")]"	0	
24	tomato pepper capsicum yield irrigation plant crop nutrient fertilizer hydroponic	3.0	2.0	3.0	0		1	"[(""'capsicum'"", ""'pepper'"")]"	0	
25	fertilizer fertilization fertigation application fertilize fertiliser nutrient yield irrigation soil	3.0	1.0	3.0	2	irrigation yield	2	"[(""'fertilizer'"", ""'fertiliser'""), (""'fertilization'"", ""'fertilize'"")]"	0	
26	potato tuber yield russet irrigation cultivar crop planting fertilizer kufri	3.0	2.0	3.0	1	fertilizer	1	"[(""'potato'"", ""'tuber'"")]"	0	
27	county sir snake aquifer zero program recharge salt salinity soil	2.0	2.0	3.0	0		1	"[(""'salt'"", ""'salinity'"")]"	1	sir**: While a valid word
28	grape vineyard vine berry irrigation chardonnay ripen climate cultivar cluster	3.0	1.0	3.0	0		1	"[(""'vine'"", ""'vineyard'"")]"	0	
29	moisture sensor soil measurement field capacity zone surface irrigation substrate	3.0	2.0	3.0	2	ˈirrigation ˈsubstrate	1	"[(""'soil'"", ""'substrate'"")]"	0	
30	co₂ emission ghg greenhouse n₂o soil increase footprint crop organic	3.0	1.0	3.0	0		2	"[(""'co₂'"", ""'ghg'""), (""'ghg'"", ""'greenhouse'"")]"	0	
31	olive oil orchard europaea cultivar wastewater irrigation grow barnea irrigate	3.0	1.0	3.0	3	ˈwastewater irrigation irrigate	1	"[(""'irrigate'"", ""'irrigation'"")]"	0	
32	pasture dairy grazing sheep livestock cattle feed beef farm herd	3.0	2.0	3.0	2	beef feed	2	"[(""'cattle'"", ""'beef'""), (""'livestock'"", ""'herd'"")]"	0	
33	mulch mulching straw biodegradable polyethylene mulched irrigation maize crop cotton	3.0	1.2	3.0	0		2	"[(""'mulch'"", ""'mulching'""), (""'mulch'"", ""'mulched'"")]"	0	
34	arid region desert desertification resource climate agricultural irrigation landscape vegetation	3.0	2.0	3.0	0		1	"[(""'desert'"", ""'desertification'"")]"	0	
