ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	team cup toronto watch fan quebec sport chicago vancouver adams	2.4	2.6	2.8	1	'adams'	4	"[(""'toronto'"", ""'vancouver'""), (""'cup'"", ""'team'""), (""'sport'"", ""'team'""), (""'fan'"", ""'sport'"")]"	0	
1	use right time like good mean question problem thing state	2.0	2.2	3.0	1	'like'	5	"[(""'right'"", ""'correct'""), (""'time'"", ""'period'""), (""'like'"", ""'prefer'""), (""'good'"", ""'excellent'""), (""'mean'"", ""'average'"")]"	0	
2	god believe belief question exist claim true christians idea truth	3.0	1.8	3.0	0		1	"[(""'belief'"", ""'believe'"")]"	0	
3	svhs numner matting crystalize recommene toasterhead bequidistant itor mtd craftsman	1.0	2.4	1.8	6	'numner' 'recommene' 'toasterhead' 'bequidistant' 'itor' 'mtd'	3	"[(""'svhs'"", ""'mtd'""), (""'numner'"", ""'itor'""), (""'craftsman'"", ""'craftsman'"")]"	6	'numner' 'recommene' 'toasterhead' 'bequidistant' 'itor' 'mtd'
4	disease concern response newsgroup kent easter translator patient forum science	2.0	2.4	3.0	2	'easter' 'translator'	2	"[(""'disease'"", ""'concern'""), (""'patient'"", ""'response'"")]"	0	
5	numner zipws mtd anthology bequidistant specualtion carlsbad matting recommene archiver	1.4	2.4	2.0	4	'numner' 'bequidistant' 'specualtion' 'recommene'	3	"[(""'numner'"", ""'number'""), (""'mtd'"", ""'bequidistant'""), (""'specualtion'"", ""'recommene'"")]"	5	'numner' 'zipws' 'bequidistant' 'specualtion' 'recommene'
6	svhs matting numner crystalize corporeal toasterhead itor cdq disemination anthology	1.0	2.0	2.0	3	'numner' 'cdq' 'itor'	1	"[(""'matting'"", ""'numner'"")]"	5	'numner' 'crystalize' 'itor' 'cdq' 'disemination'
7	numner sceptic syn probablity inb shadow daresbury corporeal baraff dresden	1.2	2.4	2.0	2	'baraff' 'dresden'	1	"[(""'daresbury'"", ""'baraff'"")]"	3	'numner' 'inb' 'baraff'
8	know like time want think tell people thing look come	2.6	2.0	3.0	1	'come'	2	"[(""'know'"", ""'think'""), (""'come'"", ""'look'"")]"	0	
9	sale monitor offer card printer appreciate screen video meg upgrade	2.6	2.0	3.0	2	'appreciate' 'meg'	3	"[(""'sale'"", ""'offer'""), (""'monitor'"", ""'screen'""), (""'appreciate'"", ""'upgrade'"")]"	1	'meg'
10	thank appreciate advance pointer anybody ini suggestion utility greatly fix	2.0	2.0	2.8	1	'ini'	1	"[(""'thank'"", ""'appreciate'"")]"	1	'ini'
11	sale new offer sell price win shipping player van stevens	2.0	1.8	3.0	3	'player' 'van' 'stevens'	2	"[(""'sale'"", ""'sell'""), (""'price'"", ""'offer'"")]"	0	
12	numner anthology matting crystalize bequidistant dispell mtd toasterhead carlsbad itor	1.0	2.2	1.8	2	'toasterhead' 'itor'	1	"[(""'matting'"", ""'mtd'"")]"	5	'numner' 'bequidistant' 'mtd' 'toasterhead' 'itor'
13	year think want work talk cost program people pay care	2.4	2.4	3.0	0		2	"[(""'work'"", ""'program'""), (""'pay'"", ""'cost'"")]"	0	
14	government information state san year new police political francisco law	2.6	1.8	2.4	2	'san' 'francisco'	2	"[(""'government'"", ""'state'""), (""'political'"", ""'state'"")]"	2	'san' 'francisco'
15	think use bit question people dos mov mean right way	2.0	2.0	2.0	2	'dos' 'mov'	1	"[(""'use'"", ""'dos'"")]"	2	'dos' 'mov'
16	key chip use number bit clipper message encrypt algorithm public	3.0	2.0	3.0	1	'clipper'	1	"[(""'key'"", ""'public'"")]"	0	
17	svhs matting crystalize toasterhead itor cdq disemination orientiation sceptic welbon	1.2	2.2	2.0	2	'toasterhead' 'welbon'	1	"[(""'cdq'"", ""'disemination'"")]"	6	'toasterhead' 'itor' 'cdq' 'disemination' 'orientiation' 'welbon'
18	rear luck chicago somebody toronto clean shop btw expensive hot	1.6	2.0	2.4	3	'btw' 'expensive' 'hot'	1	"[(""'toronto'"", ""'chicago'"")]"	1	'btw'
