ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	learn yoga wanna live fit shape quit job promise fat	2.0	2.0	2.0	5	ˈwanna quit job promise fat	1	"[(""'fat'"", ""'shape'"")]"	0	
1	dot dick joke nut dramatic phat bmv type liberal repeat	1.0	2.0	1.8	4	ˈliberal ˈtype ˈrepeat ˈdramatic	1	"[(""'bmv'"", ""'type'"")]"	0	
2	drink coffee alcohol soda coke whiskey starbucks detox addiction latte	2.0	2.0	3.0	2	ˈdetox ˈaddiction	1	"[(""'coke'"", ""'soda'"")]"	0	
3	tweet twitter instagram facebook gossip socialmedia unfollow phone platform addicted	3.0	1.0	3.0	0		2	"[(""'tweet'"", ""'twitter'""), (""'socialmedia'"", ""'platform'"")]"	0	
4	food pizza chicken taco chipotle meal breakfast recipe gluten mcdonald	3.0	2.0	3.0	0		1	"[(""'food'"", ""'meal'"")]"	1	'chipotle' - While a valid word
5	workout fitness join treadmill fitbit gymlife golf motivation runchat fitnessmotivation	3.0	2.0	3.0	1	golf	1	"[(""'fitness'"", ""'fitnessmotivation'"")]"	0	
6	music listen concert dance mixtape band soundtrack sing musician drum	3.0	2.0	3.0	1	🥁 **drum	1	"[(""'music'"", ""'soundtrack'"")]"	0	
7	blog netflix mondayblog podcast rachelclarkgiveaway blogge blogging simpson facebook friends	2.0	1.0	2.0	3	'simpson' 'facebook' 'friends'	2	"[(""'blog'"", ""'blogging'""), (""'blog'"", ""'blogge'"")]"	1	it's a very specific
8	success plan goals step obstacle task achievable realistic hesitation streak	3.0	2.0	3.0	2	ˈhesitation ˈstreak	2	"[(""'goals'"", ""'step'""), (""'achievable'"", ""'realistic'"")]"	0	
9	sleep nap morning noon sunrise hibernate routine habit snooze evening	3.0	2.0	3.0	3	hibernate routine habit	1	"[(""'sleep'"", ""'nap'"")]"	0	
10	gainz diet fat pretzel loseweight healthy tweak dropthebabyweight twinkie shed	2.0	2.0	2.0	1	pretzel	2	"[(""'loseweight'"", ""'shed'""), (""'gainz'"", ""'fat'"")]"	1	"'gainz'**: Non-standard spelling of ""gains"""
11	god pray jesus prayer faith bible bless miracle church hug	3.0	1.0	3.0	0		2	"[(""'pray'"", ""'prayer'""), (""'god'"", ""'jesus'"")]"	0	
12	christmas clean room organize apartment stuff folder gift roommate loveyourlife	2.0	2.0	3.0	2	ˈfolder ˈloveyourlife	1	"[(""'room'"", ""'apartment'"")]"	0	
13	january newyearnewme calendar newyearseve birthday cyclical sunday jesusyear jules gregorian	3.0	2.0	3.0	0		1	"[(""'calendar'"", ""'gregorian'"")]"	0	
14	game watch laker hockey playoff yankees cheer favorite fuel teamless	2.0	2.0	3.0	2	'fuel' 'teamless'	1	"[(""'game'"", ""'playoff'"")]"	0	
15	selfie portrait evar ordinarylife foley shatter disposable editing nude jim	2.0	2.0	2.0	4	'evar' 'foley' 'shatter' 'jim'	1	"[(""'evar'"", ""'selfie'"")]"	0	
16	thank pretty bath sexymonday nana enjoy cute beautiful grateful heart	2.0	2.0	2.0	0		1	"[(""'cute'"", ""'beautiful'"")]"	0	
17	chapter publisher challenge thrones amreade novel bible cupid newauthor godslovechat	2.0	2.0	2.0	4	'cupid' 'godslovechat' 'amreade' 'newauthor'	1	"[(""'novel'"", ""'chapter'"")]"	1	amreade:** Likely a typo or a very specific
18	pack shoe sock sneaker fashion legging dress wardrobe underwear sweat	3.0	2.0	3.0	0		2	"[(""'sock'"", ""'underwear'""), (""'shoe'"", ""'sneaker'"")]"	1	in the context of this list (which appears to be clothing/fashion related)
