ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	wanna support city excuse york dslr penny flip rhino photograph	2.0	2.0	3.0	3	'rhino' 'penny' 'flip'	1	"[(""'city'"", ""'york'"")]"	1	'wanna'**: Informal contraction
1	lose weight kick excited positive imma thought reading lbs effect	2.0	2.0	2.0	3	thought reading effect	1	"[(""'lbs'"", ""'weight'"")]"	0	
2	hair stuff effort drive pretend peace business high load force	2.0	2.0	2.2	0		1	"[(""'force'"", ""'drive'"")]"	0	
3	watch netflix kill episode friends pet eye season head stack	2.0	2.0	3.0	4	ˈpet ˈeye ˈhead ˈstack	2	"[(""'head'"", ""'eye'""), (""'season'"", ""'episode'"")]"	0	
4	today listen sugar cookie homeless cross rule cheek disappoint low	2.0	2.0	3.0	0		1	"[(""'sugar'"", ""'cookie'"")]"	2	'sugar' 'cookie'
5	nice school weird neighbor small fix manage express compassion poorly	2.0	2.0	3.0	4	'fix' 'manage' 'express' 'poorly'	1	"[(""'nice'"", ""'compassion'"")]"	1	"""poorly"" - While a valid word"
6	daily lie everybody community party root refer stay dress west	2.0	2.0	3.0	1	ˈwest	1	"[(""'daily'"", ""'everybody'"")]"	0	
7	drink coffee head kiss ball screw cold pen pot case	1.0	2.0	2.0	5	ˈball ˈscrew ˈpen ˈpot ˈcase	3	"[(""'screw'"", ""'pen'""), (""'ball'"", ""'pen'""), (""'pot'"", ""'case'"")]"	0	
8	cotton umm jointhefamily consistent search newjob dont dirt submit bedscroll	1.8	2.0	2.0	3	'umm' 'dont' 'bedscroll'	1	"[(""'dont'"", ""'submit'"")]"	0	
9	healthy travel increase inspiration patient chance emotional smoothie physical brown	2.0	2.0	3.0	2	ˈbrownˈ ˈchanceˈ	1	"[(""'physical'"", ""'healthy'"")]"	1	'brown' - While a valid word
10	quit fast food lmfao sign star procrastination potato couch cigarette	2.0	2.0	2.0	2	ˈlmfao star	1	"[(""'couch'"", ""'procrastination'"")]"	1	lmfao**: While a common internet acronym
11	pray account hug somebody blessing twitter engage tennis resolut touch	2.0	2.0	3.0	0		1	"[(""'pray'"", ""'blessing'"")]"	0	
12	girl kind pack notice beautiful vacation fam material history prob	2.0	2.0	2.0	4	'pack' 'material' 'history' 'prob'	1	"[(""'fam'"", ""'family'"")]"	0	
13	long shoe sock miss embrace paper wash instead hurt mind	2.0	2.0	3.0	6	'miss' 'embrace' 'paper' 'instead' 'hurt' 'mind'	1	"[(""'shoe'"", ""'sock'"")]"	2	it feels out of place given the other concrete sock
14	game food job list feel seriously sad vow suck add	2.0	2.0	2.0	3	ˈseriously ˈsuck ˈadd	1	"[(""'add'"", ""'list'"")]"	1	suck:** While a word
15	finish draw breakfast adult meal intensely novel write excited run	2.0	2.0	3.0	0		1	"[(""'meal'"", ""'breakfast'"")]"	0	
16	thank look morning video routine podcast eve check solidify ultron	2.0	2.0	3.0	2	ultron solidify	1	"[(""'ultron'"", ""'video'"")]"	1	ultron**: While a recognizable name (from Marvel)
17	bad wait super complain attention realize situation jump january pay	2.0	2.0	3.0	1	ˈdʒænjuəri	1	"[(""'pay'"", ""'pay'"")]"	0	
18	yesterday app arm expect remind delete button financially false facebook	2.0	2.0	3.0	0		1	"[(""'false'"", ""'facebook'"")]"	1	financially:** While a valid word
19	post photo sound upset meat tomorrow goal gunna today yoga	2.0	2.0	3.0	3	'meat' 'gunna' 'yoga'	1	"[(""'today'"", ""'tomorrow'"")]"	0	
20	smell code soul countdown succeed judgmental document script resoluti wear	2.0	2.0	2.8	0		1	"[(""'code'"", ""'script'"")]"	0	
21	place boyfriend important store email welcome midnight newsletter unsubscribe kill	2.0	2.0	2.0	0		1	"[(""'unsubscribe'"", ""'newsletter'"")]"	1	kill**: While a valid word
22	bacon ground article burger desk real fish organized beyonc obama	1.0	2.0	3.0	5	'article' 'desk' 'organized' 'beyonc' 'obama'	2	"[(""'bacon'"", ""'burger'""), (""'obama'"", ""'beyonc'"")]"	0	
23	buy forward dance adventure look consume till master honor honest	2.0	2.0	3.0	0		1	"[(""'honor'"", ""'honest'"")]"	0	
24	gym visit achieve grateful quote stupid text tomorrow reply vision	2.0	2.0	3.0	0		1	"[(""'text'"", ""'reply'"")]"	1	stupid**: While a valid word
25	live improve moment christ debt bless fruit center quality family	2.0	2.0	3.0	2	ˈdebt ˈchrist	1	"[(""'christ'"", ""'bless'"")]"	0	
