ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	awesome fun mom promise band sure respect urge happen gossip	2.0	2.0	3.0	3	ˈgossip ˈsure ˈhappen	1	"[(""'sure'"", ""'promise'"")]"	1	'gossip' - While a valid word
1	tweet right book daily live smoke plan tomorrow week supper	2.0	2.0	3.0	2	'smoke' 'supper'	2	"[(""'daily'"", ""'week'""), (""'tomorrow'"", ""'week'"")]"	0	
2	fatnesstofitness chase florida distance project lame blog research supplement blake	2.0	2.0	2.0	3	'chase' 'lame' 'blake'	1	"[(""'fatnesstofitness'"", ""'fitness'"")]"	0	
3	learn write wait maybe play remember hour everyday exercise tweet	2.0	2.0	3.0	3	ˈtweetˈ ˈhourˈ ˈmaybeˈ	1	"[(""'learn'"", ""'remember'"")]"	0	
4	look cursing past apology mentally alcohol share blog involve ultron	2.0	2.0	3.0	0		1	"[(""'cursing'"", ""'apology'"")]"	1	ultron**: While a recognizable name (from Marvel)
5	win look sure care entrepreneur christmas newyearseve fuck gift self	2.0	2.0	2.0	2	'fuck' 'newyearseve'	1	"[(""'christmas'"", ""'newyearseve'"")]"	0	
6	pant mentally instagram weather typo simple ass hit selfimprovement follow	2.0	2.0	2.0	3	'ass' 'hit' 'typo'	1	"[(""'hit'"", ""'follow'"")]"	1	'ass'**: While a valid word
7	quit write step shape ignore follow post wear hurt maybe	2.0	2.0	3.0	3	'maybe' 'wear' 'hurt'	1	"[(""'quit'"", ""'step'"")]"	1	'maybe' - While a valid word
8	smoke goal tweet drink read right club supper cigarette stay	2.0	2.0	3.0	3	ˈread ˈright ˈstay	1	"[(""'smoke'"", ""'cigarette'"")]"	0	
9	forreal lowcarb value lowcal distance experience economic tagof hash shed	2.0	2.0	2.0	0		1	"[(""'hash'"", ""'tagof'"")]"	0	
10	unstoppable half screenwriting focus resume jack pretty enjoy body jewelry	2.0	2.0	3.0	3	'jack' 'pretty' 'jewelry'	1	"[(""'jack'"", ""'half'"")]"	0	
11	glass forreal bowl team approval bite growth little awesome girl	2.0	2.0	2.0	0		1	"[(""'forreal'"", ""'awesome'"")]"	1	'forreal'**: While used colloquially
12	little awesome chance forward future past false win meet grow	2.0	2.0	3.0	2	ˈfɔːls wɪn	1	"[(""'past'"", ""'future'"")]"	0	
13	right cigarette club supper smoke gym fitness read fit stay	2.0	2.0	3.0	1	read	1	"[(""'fit'"", ""'fitness'"")]"	0	
14	come use read wait book quit eve month family live	2.0	2.0	3.0	3	'quit' 'eve' 'month'	2	"[(""'come'"", ""'live'""), (""'read'"", ""'book'"")]"	0	
15	roll pack bucketlist december ready school word follow invest anybody	2.0	2.0	3.0	0		1	"[(""'word'"", ""'roll'"")]"	0	
16	fatnesstofitness lame windbreaker outdoors kindle distance alllllll boomshakalaka amen supplement	2.0	2.0	2.0	5	'lame' 'kindle' 'alllllll' 'boomshakalaka' 'amen'	1	"[(""'fatnesstofitness'"", ""'fitness'"")]"	0	
17	son resolve grow meet pant win way great future workhard	2.0	2.0	3.0	0		1	"[(""'grow'"", ""'future'"")]"	0	
18	gym tomorrow friend lose weight workout cigarette smoke read book	2.0	2.0	3.0	4	ˈread ˈbook ˈcigarette ˈsmoke	1	"[(""'smoke'"", ""'cigarette'"")]"	0	
19	hard run nap write family share hopefully wait personal music	2.0	2.0	3.0	0		1	"[(""'hard'"", ""'run'"")]"	0	
20	use drink instead learn stay know family post continue coffee	2.0	2.0	3.0	0		2	"[(""'use'"", ""'drink'""), (""'continue'"", ""'stay'"")]"	0	
21	lame fatnesstofitness windbreaker cary forreal segment laziness speak bake bedroom	2.0	2.0	2.0	5	'cary' 'forreal' 'speak' 'bake' 'bedroom'	1	"[(""'fatnesstofitness'"", ""'laziness'"")]"	0	
22	fit game workout spend kick lose watch gym look today	2.0	2.0	3.0	1	ˈspend	1	"[(""'look'"", ""'watch'"")]"	0	
23	hard way body lol finish smart matter drink addiction cross	2.0	2.0	2.0	0		1	"[(""'hard'"", ""'way'"")]"	0	
24	stay daily gym fat month read week healthy workout tweet	2.0	2.0	3.0	0		2	"[(""'daily'"", ""'week'""), (""'daily'"", ""'month'"")]"	0	
25	right book goal finish club learn supper read smoke cigarette	2.0	2.0	3.0	1	ˈsmoke	1	"[(""'cigarette'"", ""'smoke'"")]"	0	
26	eve cigarette quit friend gym write positive fat smoke watch	2.0	2.0	3.0	3	ˈwrite ˈpositive ˈwatch	1	"[(""'smoke'"", ""'cigarette'"")]"	0	
27	break white awesome wife smile matter carry boob perfect tix	2.0	2.0	2.0	0		1	"[(""'boob'"", ""'white'"")]"	1	"'tix'**: Likely an abbreviation for ""tickets"""
28	goal lose healthy right gym book week weight smoke tweet	2.0	2.0	3.0	0		1	"[(""'weight'"", ""'lose'"")]"	0	
29	meet car marry man wit list gabe cup hilover doubt	2.0	2.0	2.0	5	'wit' 'list' 'gabe' 'cup' 'doubt'	1	"[(""'man'"", ""'gabe'"")]"	0	
30	support script finally story great date drive hit baseball visit	2.0	2.0	3.0	4	'finally' 'great' 'date' 'hit'	1	"[(""'baseball'"", ""'hit'"")]"	0	
31	gym week goal lose read diet weight workout healthy friend	3.0	2.0	3.0	2	ˈriːd ˈfrɛnd	1	"[(""'weight'"", ""'lose'"")]"	0	
