ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	use work problem need file program run dos bit write	2.6	1.6	2.0	3	'file' 'run' 'dos'	2	"[(""'work'"", ""'run'""), (""'write'"", ""'file'"")]"	1	'dos'
1	game team year score pick toronto cup van average shot	3.0	1.4	2.2	1	'van'	2	"[(""'game'"", ""'year'""), (""'team'"", ""'cup'"")]"	1	'van'
2	car engine ride tire drive speed rear gear auto transmission	3.0	1.2	2.8	2	'ride' 'rear'	0	[]	0	
3	space nasa orbit moon mission satellite solar flight astronomy planet	3.0	1.6	3.0	1	'solar'	5	"[(""'space'"", ""'astronomy'""), (""'nasa'"", ""'mission'""), (""'orbit'"", ""'flight'""), (""'moon'"", ""'satellite'""), (""'solar'"", ""'solar'"")]"	0	
4	msg patient doctor disease health treatment medicine symptom headache hospital	3.0	1.2	3.0	2	'msg' 'hospital'	3	"[(""'patient'"", ""'doctor'""), (""'disease'"", ""'symptom'""), (""'treatment'"", ""'medicine'"")]"	1	'msg'
5	sale ground circuit stereo radio receiver input box game sony	3.0	1.6	2.6	1	'game'	5	"[(""'sale'"", ""'game'""), (""'circuit'"", ""'radio'""), (""'stereo'"", ""'receiver'""), (""'box'"", ""'input'""), (""'sony'"", ""'sale'"")]"	2	'circuit' 'stereo'
6	key clipper chip algorithm security encrypt phone scheme block patent	3.0	1.4	2.4	3	'clipper' 'chip' 'phone'	3	"[(""'key'"", ""'key'""), (""'clipper'"", ""'chip'""), (""'algorithm'"", ""'scheme'"")]"	0	
7	israel jews jewish nazi war peace palestinians gaza jerusalem zionist	3.0	1.2	2.0	1	'peace'	3	"[(""'israel'"", ""'jewish'""), (""'jews'"", ""'jewish'""), (""'zionist'"", ""'israel'"")]"	0	
8	motherboard bus ram card upgrade mac simms processor cpu coprocessor	3.0	1.2	2.0	3	'bus' 'mac' 'simms'	2	"[(""'bus'"", ""'simms'""), (""'cpu'"", ""'processor'"")]"	1	'simms'
9	god church bible faith catholic christians matthew pope judas revelation	3.0	1.2	3.0	1	'catholic'	7	"[(""'god'"", ""'god'""), (""'bible'"", ""'bible'""), (""'faith'"", ""'faith'""), (""'catholic'"", ""'catholic'""), (""'christians'"", ""'christians'""), (""'pope'"", ""'pope'""), (""'matthew'"", ""'mat"")]"	0	
10	image colormap program animation bitmap graphics jpeg pixel pixmap convert	3.0	1.0	2.8	2	'program' 'animation'	3	"[(""'image'"", ""'bitmap'""), (""'colormap'"", ""'pixmap'""), (""'jpeg'"", ""'pixel'"")]"	0	
11	scsi disk controller floppy tape boot mac cable quadra rom	3.0	1.4	2.6	2	'mac' 'quadra'	4	"[(""'scsi'"", ""'disk'""), (""'disk'"", ""'floppy'""), (""'tape'"", ""'cable'""), (""'mac'"", ""'quadra'"")]"	1	'quadra'
12	gun crime law amendment section state license military arm citizen	3.0	1.4	2.2	2	'arm' 'military'	4	"[(""'gun'"", ""'arm'""), (""'crime'"", ""'law'""), (""'amendment'"", ""'section'""), (""'license'"", ""'state'"")]"	0	
13	morality objective atheists political christian human subjective hudson definition absolute	2.8	2.0	2.0	1	'hudson'	2	"[(""'morality'"", ""'christian'""), (""'subjective'"", ""'absolute'"")]"	1	'hudson'
14	apartment fbi tell building kill shout neighbor door time afraid	2.4	2.0	2.0	2	'fbi' 'kill'	2	"[(""'apartment'"", ""'building'""), (""'door'"", ""'neighbor'"")]"	1	'fbi'
15	turkish turks genocide soviet muslim massacre population history greeks republic	3.0	1.8	2.0	2	'muslim' 'greeks'	1	"[(""'turkish'"", ""'turks'"")]"	2	'turks' 'greeks'
16	printer deskjet scanner bubblejet driver laserwriter laserjet printing cartridge inkjet	3.0	1.2	2.4	2	'driver' 'cartridge'	1	"[(""'deskjet'"", ""'printer'"")]"	3	'scanner' 'laserwriter' 'bubblejet'
17	homosexual homosexuality percentage study abortion heterosexual abstinence church rape immoral	2.8	1.6	2.0	2	'percentage' 'study'	4	[('homosexual', 'homosexuality'), ('heterosexual', 'heterosexual'), ('abstinence', 'abstinence'), ('rape', 'rape')]	0	
18	monitor screen centris adapter mac viewsonic resolution spec vram cable	3.0	1.2	3.0	2	'centris' 'viewsonic'	5	[('monitor', 'screen'), ('adapter', 'adapter'), ('cable', 'cable'), ('spec', 'spec'), ('vram', 'vram')]	1	'centris'
19	list mail request address grand junk access update car mailbox	2.8	1.6	2.4	2	'grand' 'car'	4	"[(""'list'"", ""'mail'""), (""'request'"", ""'update'""), (""'address'"", ""'mailbox'""), (""'car'"", ""'grand'"")]"	1	'grand'
20	card driver ati video winmark windows speedstar svga vram genoa	3.0	1.2	2.0	2	'driver' 'ati'	5	"[(""'card'"", ""'driver'""), (""'video'"", ""'ati'""), (""'windows'"", ""'winmark'""), (""'speedstar'"", ""'svga'""), (""'vram'"", ""'genoa'"")]"	4	'ati' 'winmark' 'speedstar' 'genoa'
21	court cooper judge cop justice prosecution jury federal testimony lawyer	3.0	1.2	3.0	2	'cooper' 'federal'	0	[]	1	'cooper'
22	modem fax mac cable chipset send hardware connect gateway supply	3.0	1.8	2.0	2	'send' 'supply'	4	"[(""'modem'"", ""'gateway'""), (""'chipset'"", ""'hardware'""), (""'connect'"", ""'cable'""), (""'send'"", ""'supply'"")]"	1	'gateway'
23	windows unix application comp mac program gui version toolkit compile	3.0	1.4	2.0	0		3	"[(""'application'"", ""'program'""), (""'windows'"", ""'mac'""), (""'unix'"", ""'compile'"")]"	1	'comp'
24	allocation windows disk swap error ram crash sys fault mathcad	3.0	1.8	2.0	2	'mathcad' 'windows'	3	"[(""'windows'"", ""'sys'""), (""'ram'"", ""'disk'""), (""'error'"", ""'fault'"")]"	1	'mathcad'
25	atheist exist god atheism religion belief universe faith premise agnostic	3.0	1.4	2.0	1	'exist'	4	"[(""'atheist'"", ""'atheism'""), (""'god'"", ""'religion'""), (""'belief'"", ""'faith'""), (""'premise'"", ""'universe'"")]"	1	'exist'
26	polygon sphere intersection outline ellipse algorithm circle delaunay triangulation perpendicular	3.0	1.8	3.0	0		4	"[(""'polygon'"", ""'triangle'""), (""'circle'"", ""'ellipse'""), (""'intersection'"", ""'perpendicular'""), (""'delaunay'"", ""'triangulation'"")]"	1	'delaunay'
27	mouse driver button windows apple cursor modem logitech fix hardware	3.0	1.4	2.4	1	'apple'	3	"[(""'mouse'"", ""'logitech'""), (""'button'"", ""'cursor'""), (""'windows'"", ""'hardware'"")]"	0	
28	newsreader norman email tip forsale nixon author article need cview	2.6	2.2	2.0	2	'norman' 'nixon'	1	"[(""'newsreader'"", ""'cview'"")]"	2	'cview' 'forsale'
29	islam islamic religion atheism genocide bobby koran argument quran sexist	3.0	1.4	2.0	2	'bobby' 'sexist'	2	"[(""'islam'"", ""'islamic'""), (""'koran'"", ""'quran'"")]"	1	'bobby'
30	compile doug error sunos font ipx patch icon spss cpp	2.2	1.8	2.0	3	'doug' 'sunos' 'spss'	0	[]	2	'doug' 'ipx'
31	ftp site file zip upload download gateway package assembler tutorial	3.0	1.4	2.4	2	'site' 'gateway'	5	"[(""'ftp'"", ""'download'""), (""'file'"", ""'upload'""), (""'gateway'"", ""'ftp'""), (""'file'"", ""'package'""), (""'upload'"", ""'download'"")]"	1	'ftp'
32	font truetype text display xview print bold printer char mac	2.8	1.2	2.6	1	'mac'	8	"[(""'font'"", ""'print'""), (""'font'"", ""'display'""), (""'font'"", ""'xview'""), (""'font'"", ""'char'""), (""'font'"", ""'bold'""), (""'truetype'"", ""'font'""), (""'text'"", ""'char'""), (""'text'"", ""'print'"")]"	1	'xview'
33	arrogance truth christians absolute belief faith scripture interpretation evangelical blindly	3.0	1.2	2.0	0		3	"[(""'truth'"", ""'absolute'""), (""'belief'"", ""'faith'""), (""'scripture'"", ""'interpretation'"")]"	0	
34	rushdie islam islamic muslim fatwa book secular mohammed religion qur	3.0	1.2	2.0	1	'secular'	1	"[(""'islam'"", ""'islamic'"")]"	1	'qur'
35	telephone hook ring need yellow device led wire lift machine	2.8	1.2	2.2	0		1	"[(""'telephone'"", ""'device'"")]"	0	
36	mormon mormons jews temple church christian belief doctrine joseph religion	3.0	1.2	2.0	1	'jews'	3	"[(""'mormon'"", ""'mormons'""), (""'joseph'"", ""'mormon'""), (""'joseph'"", ""'mormons'"")]"	1	'joseph'
37	motif widget toolkit interviews interface bug platform ftp mail application	3.0	1.6	2.8	0		4	"[(""'motif'"", ""'widget'""), (""'toolkit'"", ""'application'""), (""'interface'"", ""'ftp'""), (""'mail'"", ""'bug'"")]"	1	'ftp'
38	science methodology scientific theory study psychology scientist russell evolution experiment	3.0	1.0	3.0	1	'russell'	6	"[(""'science'"", ""'scientific'""), (""'methodology'"", ""'methodology'""), (""'study'"", ""'study'""), (""'psychology'"", ""'psychology'""), (""'scientist'"", ""'scientist'""), (""'russell'"", ""'russell'"")]"	1	'russell'
39	drug cocaine people crack thug crime survey illegal pot student	3.0	1.6	2.0	1	'student'	3	"[(""'drug'"", ""'cocaine'""), (""'cocaine'"", ""'crack'""), (""'crack'"", ""'pot'"")]"	1	'crack'
40	president job secretary work think summer package congress community education	2.8	2.0	2.6	2	'summer' 'package'	3	"[(""'president'"", ""'secretary'""), (""'job'"", ""'work'""), (""'education'"", ""'community'"")]"	2	'summer' 'package'
41	split newsgroup aspect article alt ieee read crossposte forum sci	2.4	1.2	2.0	1	'crossposte'	4	"[(""'article'"", ""'read'""), (""'sci'"", ""'ieee'""), (""'newsgroup'"", ""'forum'""), (""'split'"", ""'crossposte'"")]"	1	'crossposte'
42	nuclear fossil heat river technology stage build contamination cylinder oil	2.8	2.0	2.2	0		2	"[(""'nuclear'"", ""'cylinder'""), (""'fossil'"", ""'oil'"")]"	0	
43	des key corporate chip bit hardware crack program smart secure	3.0	1.2	2.4	3	'des' 'key' 'bit'	2	"[(""'key'"", ""'chip'""), (""'corporate'"", ""'secure'"")]"	1	'des'
44	libertarian employment govt liberty subject majority state limited lobby constitution	3.0	1.4	2.2	2	'employment' 'lobby'	3	"[(""'libertarian'"", ""'liberty'""), (""'govt'"", ""'state'""), (""'majority'"", ""'limited'"")]"	1	'govt'
45	helmet impact bat ride shell damage size surface activity piece	3.0	1.6	2.4	2	'ride' 'size'	3	"[(""'helmet'"", ""'shell'""), (""'impact'"", ""'damage'""), (""'size'"", ""'piece'"")]"	0	
46	sabbath paul worship christian sunday church gentiles scripture jewish change	3.0	1.0	2.0	2	'paul' 'change'	3	"[(""'sabbath'"", ""'sunday'""), (""'christian'"", ""'jewish'""), (""'church'"", ""'sunday'"")]"	2	'sabbath' 'gentiles'
47	government code trust fractal company japanese swiss liberty capitalist communist	2.0	2.0	2.0	3	'fractal' 'japanese' 'swiss'	2	"[(""'capitalist'"", ""'communist'""), (""'japanese'"", ""'swiss'"")]"	1	'fractal'
48	jewish greenberg player roger steve era art ron list mike	2.6	2.2	2.0	1	'greenberg'	3	"[(""'jewish'"", ""'mike'""), (""'steve'"", ""'ron'""), (""'greenberg'"", ""'roger'"")]"	0	
49	window expose event position handler button widget thickframe border rectangle	3.0	1.4	2.4	3	'expose' 'handler' 'button'	3	"[(""'window'"", ""'thickframe'""), (""'window'"", ""'border'""), (""'button'"", ""'rectangle'"")]"	1	'thickframe'
50	summer room hotel kitchen vacation sale victoria roommate plenty housing	2.8	1.8	2.2	3	'sale' 'plenty' 'victoria'	4	[('summer', 'vacation'), ('room', 'roommate'), ('hotel', 'housing'), ('kitchen', 'kitchen')]	2	'victoria' 'plenty'
51	voice modem dsp compression cheap clipper software phone hardware data	3.0	1.8	2.6	2	'cheap' 'phone'	2	"[(""'voice'"", ""'phone'""), (""'compression'"", ""'clipper'"")]"	1	'clipper'
