ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	air trade wave spring ron pool hmmm fairly hot receiver	2.0	1.6	2.0	3	'hmmm' 'fairly' 'ron'	2	"[(""'air'"", ""'trade'""), (""'wave'"", ""'pool'"")]"	2	'ron' 'hmmm'
1	john usa lead baltimore americans good join like cup red	2.6	2.0	2.0	2	'cup' 'red'	3	"[(""'john'"", ""'john'""), (""'usa'"", ""'america'""), (""'lead'"", ""'lead'"")]"	0	
2	king dos master speak illegal bear world family stand library	2.4	2.0	2.2	2	'dos' 'stand'	4	"[(""'king'"", ""'master'""), (""'dos'"", ""'speak'""), (""'bear'"", ""'stand'""), (""'world'"", ""'library'"")]"	1	'dos'
3	person life rule death kill murder people blame independence liberty	3.0	1.2	2.2	2	'liberty' 'rule'	3	"[(""'life'"", ""'death'""), (""'kill'"", ""'murder'""), (""'people'"", ""'person'"")]"	0	
4	think know maybe regard like ask yes people friend good	3.0	1.4	2.2	2	'yes' 'good'	3	"[(""'think'"", ""'know'""), (""'yes'"", ""'good'""), (""'friend'"", ""'people'"")]"	2	'maybe' 'yes'
5	argument quote evidence conclusion true statement logic false imply explain	3.0	1.4	3.0	2	'true' 'false'	5	"[(""'argument'"", ""'statement'""), (""'evidence'"", ""'true'""), (""'evidence'"", ""'false'""), (""'quote'"", ""'evidence'""), (""'conclusion'"", ""'argument'"")]"	0	
6	window manager application view basically use button review root windows	3.0	1.6	2.0	2	'basically' 'use'	1	"[(""'window'"", ""'windows'"")]"	1	'basically'
7	unit error cross link brad disk serial byte run generate	2.4	1.6	2.2	1	'link'	1	"[(""'link'"", ""'cross'"")]"	1	'brad'
8	limit use restrict prison multi necessarily probably multiple question know	2.6	1.6	2.0	3	'use' 'probably' 'know'	0	[]	1	'multi'
9	win bank joke wide mix tell contract laugh yes bit	2.6	1.8	2.2	2	'bank' 'contract'	1	[('win', 'bank')]	0	
10	canada btw canadian beat channel joe offense like seriously north	2.4	2.0	2.0	0		2	"[(""'canada'"", ""'canadian'""), (""'btw'"", ""'north'"")]"	1	'btw'
11	science blood theory marry strength certain think trace point fantasy	1.6	2.2	2.0	2	'marry' 'fantasy'	0	[]	0	
12	president drug congress health history job people world american believe	2.8	1.8	2.4	1	'drug'	2	"[(""'president'"", ""'congress'""), (""'health'"", ""'job'"")]"	0	
13	algorithm refer method structure use draw completely copyright reverse region	2.6	1.8	2.4	2	'completely' 'copyright'	2	"[(""'algorithm'"", ""'method'""), (""'draw'"", ""'reverse'"")]"	1	'completely'
14	key translation original talk think instead thing david implement write	2.6	1.6	2.8	1	'david'	5	"[(""'translation'"", ""'original'""), (""'talk'"", ""'write'""), (""'thing'"", ""'thing'""), (""'david'"", ""'david'""), (""'implement'"", ""'implement'"")]"	0	
15	delete improve minor update random surprise immediately imho surprised dictionary	2.2	1.4	2.0	3	'imho' 'random' 'dictionary'	2	"[(""'improve'"", ""'update'""), (""'immediately'"", ""'surprise'"")]"	1	'imho'
16	problem pro moon mode card recall solve confuse hang plus	2.2	1.6	2.0	3	'moon' 'card' 'hang'	1	"[(""'problem'"", ""'solve'"")]"	0	
17	university research job work committee organization summer material student professor	3.0	1.6	3.0	1	'summer'	2	"[(""'university'"", ""'student'""), (""'job'"", ""'work'"")]"	0	
18	player condition average car pay european excellent sport boy license	3.0	2.0	2.2	2	'car' 'license'	0	[]	0	
19	space earth image nasa launch orbit mission satellite flight datum	3.0	1.0	3.0	2	'image' 'datum'	3	"[(""'launch'"", ""'flight'""), (""'space'"", ""'earth'""), (""'image'"", ""'datum'"")]"	1	'datum'
20	fan board remove pin spread cool screw heat huh lift	2.8	2.0	2.2	2	'huh' 'lift'	2	"[(""'remove'"", ""'lift'""), (""'pin'"", ""'screw'"")]"	1	'huh'
21	power supply display graphic usual backing dump core hard drive	3.0	2.0	2.6	2	'usual' 'dump'	4	"[(""'supply'"", ""'power'""), (""'display'"", ""'graphic'""), (""'backing'"", ""'hard'""), (""'drive'"", ""'core'"")]"	1	'dump'
22	radio switch sale sell reasonable audio manual shipping gain use	3.0	1.6	2.4	1	'shipping'	2	"[(""'radio'"", ""'audio'""), (""'sale'"", ""'sell'"")]"	2	'sale' 'sell'
23	send list mail address request info email net thank post	3.0	1.4	2.4	3	'send' 'post' 'thank'	3	"[(""'send'"", ""'mail'""), (""'post'"", ""'mail'""), (""'email'"", ""'mail'"")]"	0	
