ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	performer pimental amusement realityengine meteosat cruel incorporated convolution assertaine multiprocessor	2.2	2.6	2.0	0		2	"[(""'performer'"", ""'amusement'""), (""'realityengine'"", ""'meteosat'"")]"	4	'pimental' 'realityengine' 'meteosat' 'assertaine'
1	christian christians heaven sin love bible easter prayer resurrection christ	3.0	1.0	3.0	1	'love'	3	"[(""'christian'"", ""'christians'""), (""'christ'"", ""'christians'""), (""'christ'"", ""'christian'"")]"	2	'christians' 'easter'
2	atf fbi museum terrorism missile enclose surrender affair bosnia backing	2.0	2.2	2.0	1	'museum'	4	"[(""'fbi'"", ""'atf'""), (""'terrorism'"", ""'missile'""), (""'surrender'"", ""'enclose'""), (""'affair'"", ""'backing'"")]"	1	'enclose'
3	performer pimental realityengine incorporated abundance meteosat startrek convolution coefficient multiprocessor	2.4	2.0	1.8	3	'pimental' 'meteosat' 'startrek'	1	[('performer', 'startrek')]	4	'realityengine' 'pimental' 'meteosat' 'startrek'
4	window application manager display set font motif problem event user	3.0	1.6	3.0	1	'user'	2	"[(""'window'"", ""'display'""), (""'application'"", ""'manager'"")]"	1	'motif'
5	ryan prediction talent performer chop cup realityengine multiprocessor pimental thumb	2.2	2.4	2.0	1	'cup'	1	"[(""'ryan'"", ""'performer'"")]"	3	'realityengine' 'multiprocessor' 'pimental'
6	display window font thank graphic color screen file advance client	2.8	1.4	2.4	2	'thank' 'advance'	2	"[(""'display'"", ""'screen'""), (""'font'"", ""'file'"")]"	1	'thank'
7	team game max player play win cup end fan air	2.8	1.4	3.0	1	'air'	2	"[(""'game'"", ""'play'""), (""'fan'"", ""'air'"")]"	1	'air'
8	presentation seminar authors sphere address warfare presentations byoh shiek visualization	2.6	1.4	2.0	2	'byoh' 'shiek'	2	"[(""'presentation'"", ""'presentations'""), (""'authors'"", ""'author'"")]"	2	'byoh' 'shiek'
9	ride cool helmet car boom nuclear shift road horse engine	2.6	1.8	2.0	1	'cool'	8	"[(""'ride'"", ""'car'""), (""'car'"", ""'engine'""), (""'helmet'"", ""'ride'""), (""'car'"", ""'road'""), (""'boom'"", ""'nuclear'""), (""'engine'"", ""'car'""), (""'road'"", ""'car'""), (""'horse'"", ""'ride'"")]"	1	'nuclear'
10	team cup fan abc roger toronto player sport game pen	3.0	1.8	2.0	1	'abc'	2	"[(""'team'"", ""'player'""), (""'cup'"", ""'game'"")]"	2	'abc' 'pen'
