ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	job people work president think year program money congress fund	2.2	2.0	3.0	0		1	"[(""'job'"", ""'work'"")]"	0	
1	san information billion police angeles francisco los california anti york	2.0	2.0	3.0	3	ˈsan ˈanti ˈbillion	3	"[(""'los'"", ""'angeles'""), (""'san'"", ""'francisco'""), (""'york'"", ""'new'"")]"	0	
2	god jesus bible man christian christ love come word believe	3.0	1.0	3.0	1	ˈman	2	"[(""'god'"", ""'jesus'""), (""'jesus'"", ""'christ'"")]"	0	
3	people morality objective person death think life moral rule murder	3.0	1.0	3.0	3	'objective' 'think' 'rule'	2	"[(""'people'"", ""'person'""), (""'moral'"", ""'morality'"")]"	0	
4	stuff moon secure think van sun tony michael happy guess	1.8	2.0	3.0	0		1	"[(""'sun'"", ""'moon'"")]"	2	'tony' 'michael'
5	article argument jim science quote ethnic context apr posting statement	2.0	2.0	3.0	2	ˈjimˈ ˈaprˈ	1	"[(""'statement'"", ""'posting'"")]"	0	
6	window hope henrik newsreader peace manager tin display want know	2.0	2.0	3.0	3	'tin' 'want' 'know'	1	"[(""'know'"", ""'want'"")]"	1	henrik**: While a name
7	program unit music server link cross software disk windows use	2.0	2.0	3.0	3	'music' 'cross' 'use'	1	"[(""'program'"", ""'software'"")]"	0	
8	weapon court expansion legal age capital carry use penalty prison	3.0	2.0	3.0	0		1	"[(""'prison'"", ""'penalty'"")]"	0	
9	win senior idea bank sign reagan think predict way mix	2.0	2.0	3.0	3	bank mix sign	2	"[(""'think'"", ""'idea'""), (""'way'"", ""'sign'"")]"	0	
10	people come know tell think happen start leave woman like	2.0	2.0	3.0	3	'start' 'happen' 'leave'	1	"[(""'people'"", ""'woman'"")]"	0	
11	government attack minority people force use think state civilian law	2.0	2.0	3.0	0		2	"[(""'state'"", ""'government'""), (""'law'"", ""'force'"")]"	0	
12	people believe god religion human church mean exist life christian	3.0	2.0	3.0	2	ˈmean ˈexist	2	"[(""'god'"", ""'religion'""), (""'church'"", ""'christian'"")]"	0	
13	question post answer newsgroup discussion ask read thread new mike	3.0	2.0	3.0	0		3	"[(""'question'"", ""'ask'""), (""'post'"", ""'thread'""), (""'new'"", ""'newsgroup'"")]"	0	
