ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	time work card need jesus file run write post drive	2.0	2.0	3.0	1	'jesus'	4	"[(""'work'"", ""'drive'""), (""'file'"", ""'post'""), (""'write'"", ""'post'""), (""'run'"", ""'drive'"")]"	0	
1	game team year fan score pick cup sport average philadelphia	3.0	2.0	3.0	2	ˈævərɪdʒ fɪləˈdɛlfɪə	1	"[(""'game'"", ""'sport'"")]"	0	
2	car engine tire ride mov road drive speed gear driver	3.0	2.0	3.0	1	ˈmov	2	"[(""'car'"", ""'ride'""), (""'mov'"", ""'drive'"")]"	0	
3	msg patient doctor diet treatment health medicine symptom hospital headache	3.0	2.0	3.0	0		2	"[(""'patient'"", ""'doctor'""), (""'health'"", ""'medicine'"")]"	0	
4	space nasa orbit mission moon satellite solar astronomy project planet	3.0	2.0	3.0	0		1	"[(""'planet'"", ""'moon'"")]"	0	
5	clipper key chip algorithm security phone encrypt pgp scheme patent	3.0	2.0	3.0	1	patent	1	"[(""'encrypt'"", ""'pgp'"")]"	0	
6	colormap graphic bitmap program visual pixel postscript convert sphinx pixmap	3.0	2.0	3.0	1	ˈsphinx	1	"[(""'bitmap'"", ""'pixmap'"")]"	3	"sphinx**: While ""Sphinx"" is a valid word (the mythical creature) in the context of the other terms (graphics bitmaps"
7	israel jews war peace palestinians nazis gaza terrorism syria zionist	2.0	2.0	2.0	2	ˈnazis ˈsyria	1	"[(""'nazis'"", ""'zionist'"")]"	0	
8	gun police crime amendment section state semi license violent ban	3.0	2.0	3.0	0		1	"[(""'crime'"", ""'violent'"")]"	0	
9	printer deskjet ink laserwriter toner printing laserjet inkjet adobe epson	3.0	1.0	3.0	0		3	"[(""'printer'"", ""'printing'""), (""'deskjet'"", ""'inkjet'""), (""'laserwriter'"", ""'laserjet'"")]"	1	laserwriter**: While understandable
10	turkish turks genocide soviet massacre population greeks history republic turk	3.0	1.0	3.0	0		2	"[(""'turkish'"", ""'turk'""), (""'turks'"", ""'turk'"")]"	0	
11	disk floppy scsi format error install device dos cdrom external	3.0	2.0	3.0	1	cdrom	2	"[(""'disk'"", ""'floppy'""), (""'dos'"", ""'scsi'"")]"	0	
