ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	indecision tin telematic newsreader spang newusers plaform achim withkzip calpoly	1.0	3.0	2.0	5	'tin' 'spang' 'achim' 'withkzip' 'calpoly'	1	"[(""'newusers'"", ""'newusers'"")]"	0	
1	spang withkzip makega dirtym dosgl newusers achim calpoly kck dempsey	1.0	3.0	1.0	5	'withkzip' 'makega' 'dirtym' 'dosgl' 'kck'	1	"[(""'makega'"", ""'dirtym'"")]"	5	'withkzip' 'makega' 'dosgl' 'kck' 'dirtym'
2	florida column minnesota superior bay desire spang withkzip toronto makega	1.0	3.0	2.0	4	'desire' 'spang' 'withkzip' 'makega'	7	"[(""'florida'"", ""'florida'""), (""'column'"", ""'column'""), (""'minnesota'"", ""'minnesota'""), (""'superior'"", ""'superior'""), (""'bay'"", ""'bay'""), (""'desire'"", ""'desire'""), (""'spang'"", ""'sp"")]"	2	'withkzip' 'makega'
3	display windows graphic version file video run window manager color	3.0	2.0	3.0	2	'run' 'manager'	1	"[(""'windows'"", ""'window'"")]"	0	
4	point year good game play team player goal run net	3.0	2.2	3.0	3	'year' 'run' 'net'	2	"[(""'point'"", ""'goal'""), (""'run'"", ""'play'"")]"	0	
5	max mov main int byte aoj image win allocation offset	2.0	3.0	3.0	2	'aoj' 'win'	2	"[(""'max'"", ""'int'""), (""'win'"", ""'main'"")]"	1	'aoj'
6	think believe reason exist way question god mean thing human	3.0	2.0	3.0	0		2	"[(""'think'"", ""'believe'""), (""'mean'"", ""'mean'"")]"	0	
7	game team play toronto trade cup chicago lose series montreal	3.0	2.8	3.0	3	'toronto' 'chicago' 'montreal'	3	"[(""'game'"", ""'play'""), (""'toronto'"", ""'montreal'""), (""'chicago'"", ""'montreal'"")]"	0	
8	keith enclose backing kent blow atheists mathew jon definitely cco	1.0	3.0	2.2	5	'enclose' 'backing' 'blow' 'atheists' 'cco'	2	"[(""'keith'"", ""'mathew'""), (""'kent'"", ""'cco'"")]"	1	'cco'
9	people want work think talk year program know new kind	2.0	2.8	3.0	4	'year' 'program' 'new' 'kind'	8	"[(""'people'"", ""'people'""), (""'want'"", ""'want'""), (""'work'"", ""'work'""), (""'think'"", ""'think'""), (""'talk'"", ""'talk'""), (""'year'"", ""'year'""), (""'program'"", ""'program'""), (""'know'"", ""'know'"")]"	0	
