ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	air trade wave spring ron pool hmmm fairly hot receiver	1.0	3.0	3.0	4	'ron' 'hmmm' 'fairly' 'receiver'	1	"[(""'hot'"", ""'hot'"")]"	2	'hmmm' 'ron'
1	john usa lead baltimore americans good join like cup red	2.0	3.0	3.0	2	'cup' 'red'	1	"[(""'usa'"", ""'americans'"")]"	0	
2	king dos master speak illegal bear world family stand library	1.0	3.0	3.0	3	'dos' 'illegal' 'library'	1	"[(""'king'"", ""'master'"")]"	1	'dos'
3	person life rule death kill murder people blame independence liberty	2.0	2.0	3.0	3	'rule' 'independence' 'liberty'	1	"[(""'kill'"", ""'murder'"")]"	0	
4	think know maybe regard like ask yes people friend good	2.0	2.0	3.0	4	'maybe' 'regard' 'ask' 'yes'	2	"[(""'think'"", ""'regard'""), (""'like'"", ""'good'"")]"	0	
5	argument quote evidence conclusion true statement logic false imply explain	3.0	2.0	3.0	2	'true' 'false'	2	"[(""'true'"", ""'false'""), (""'statement'"", ""'conclusion'"")]"	0	
6	window manager application view basically use button review root windows	2.2	2.0	3.0	3	'basically' 'review' 'root'	1	"[(""'window'"", ""'windows'"")]"	1	'basically'
7	unit error cross link brad disk serial byte run generate	2.0	3.0	3.0	2	'brad' 'cross'	2	"[(""'byte'"", ""'disk'""), (""'run'"", ""'generate'"")]"	0	
8	limit use restrict prison multi necessarily probably multiple question know	2.0	2.0	3.0	5	'multi' 'necessarily' 'probably' 'question' 'know'	1	"[(""'multiple'"", ""'multi'"")]"	2	'multi' 'probably'
9	win bank joke wide mix tell contract laugh yes bit	1.0	3.0	3.0	3	'wide' 'mix' 'bit'	1	"[(""'joke'"", ""'laugh'"")]"	0	
10	canada btw canadian beat channel joe offense like seriously north	2.0	2.0	3.0	4	'btw' 'joe' 'like' 'seriously'	2	"[(""'canada'"", ""'canadian'""), (""'north'"", ""'canada'"")]"	1	'btw'
11	science blood theory marry strength certain think trace point fantasy	1.4	3.0	3.0	2	'marry' 'fantasy'	1	"[(""'think'"", ""'think'"")]"	0	
12	president drug congress health history job people world american believe	2.0	3.0	3.0	2	'drug' 'job'	4	"[(""'president'"", ""'congress'""), (""'health'"", ""'drug'""), (""'american'"", ""'people'""), (""'world'"", ""'people'"")]"	0	
13	algorithm refer method structure use draw completely copyright reverse region	2.0	2.6	3.0	4	'completely' 'copyright' 'reverse' 'region'	1	"[(""'use'"", ""'use'"")]"	0	
14	key translation original talk think instead thing david implement write	1.6	2.6	3.0	3	'david' 'talk' 'think'	8	"[(""'key'"", ""'key'""), (""'translation'"", ""'translation'""), (""'original'"", ""'original'""), (""'talk'"", ""'talk'""), (""'think'"", ""'think'""), (""'instead'"", ""'instead'""), (""'thing'"", ""'thing'""), (""'david'"", ""'david'"")]"	0	
15	delete improve minor update random surprise immediately imho surprised dictionary	1.0	3.0	3.0	4	'random' 'surprised' 'imho' 'dictionary'	1	"[(""'surprise'"", ""'surprised'"")]"	0	
16	problem pro moon mode card recall solve confuse hang plus	1.0	3.0	3.0	3	'moon' 'hang' 'plus'	1	"[(""'problem'"", ""'solve'"")]"	0	
17	university research job work committee organization summer material student professor	3.0	2.0	3.0	6	'job' 'work' 'committee' 'organization' 'summer' 'material'	1	"[(""'job'"", ""'work'"")]"	0	
18	player condition average car pay european excellent sport boy license	2.0	3.0	3.0	4	'boy' 'license' 'pay' 'average'	8	"[(""'player'"", ""'player'""), (""'condition'"", ""'condition'""), (""'average'"", ""'average'""), (""'car'"", ""'car'""), (""'pay'"", ""'pay'""), (""'european'"", ""'european'""), (""'excellent'"", ""'excellent'""), (""'sport'"", ""'"")]"	0	
19	space earth image nasa launch orbit mission satellite flight datum	3.0	2.2	3.0	2	'image' 'datum'	3	"[(""'space'"", ""'orbit'""), (""'launch'"", ""'flight'""), (""'mission'"", ""'satellite'"")]"	0	
