ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	management resource allocation optimal decision plan practice conservation demand supply	3.0	2.2	3.0	1	'conservation'	3	"[(""'management'"", ""'decision'""), (""'resource'"", ""'supply'""), (""'conservation'"", ""'practice'"")]"	0	
1	drip irrigation sprinkler furrow schedule frequency subsurface regime deficit sdi	2.8	2.6	3.0	1	'deficit'	3	"[(""'irrigation'"", ""'sprinkler'""), (""'frequency'"", ""'schedule'""), (""'deficit'"", ""'sdi'"")]"	0	
2	mean value range coefficient method correlation variation error time square	2.6	1.8	3.0	1	'time'	2	"[(""'mean'"", ""'average'""), (""'value'"", ""'magnitude'"")]"	0	
3	drought tolerance stress tolerant salt genotype heat reproductive moderate trait	2.8	2.0	3.0	0		6	"[(""'drought'"", ""'tolerance'""), (""'stress'"", ""'stress'""), (""'heat'"", ""'heat'""), (""'genotype'"", ""'genotype'""), (""'salt'"", ""'salt'""), (""'reproductive'"", ""'reproductive'"")]"	0	
4	water supply efficiency demand consumption footprint fresh wue saving requirement	2.8	1.8	3.0	0		2	"[(""'efficiency'"", ""'saving'""), (""'demand'"", ""'requirement'"")]"	0	
5	rice emission cultivation paddy flood lowland n₂o cropping awd methane	3.0	1.8	2.8	2	'emission' 'n₂o'	3	"[(""'rice'"", ""'paddy'""), (""'emission'"", ""'methane'""), (""'cultivation'"", ""'cropping'"")]"	0	
6	analysis spatial distribution structure network component cluster reservoir principal function	2.8	2.2	3.0	1	'reservoir'	2	"[(""'network'"", ""'reservoir'""), (""'cluster'"", ""'component'"")]"	0	
7	isolate detect strain bacterial specie disease sequence spp host infection	3.0	1.8	2.6	0		1	"[(""'specie'"", ""'species'"")]"	0	
8	line cultivar variety hybrid environment selection genetic breeding trait location	3.0	1.8	3.0	0		6	"[(""'hybrid'"", ""'hybrid'""), (""'variety'"", ""'variety'""), (""'cultivar'"", ""'cultivar'""), (""'genetic'"", ""'genetic'""), (""'breeding'"", ""'breeding'""), (""'trait'"", ""'trait'"")]"	0	
9	research state scheme project knowledge information program technology institute problem	2.6	1.6	3.0	0		2	"[(""'research'"", ""'knowledge'""), (""'project'"", ""'program'"")]"	0	
10	crop requirement rotation cover residue evapotranspiration coefficient maize cropping cotton	3.0	2.0	3.0	1	'cotton'	7	"[(""'crop'"", ""'crop'""), (""'rotation'"", ""'rotation'""), (""'cover'"", ""'cover'""), (""'cotton'"", ""'cotton'""), (""'requirement'"", ""'requirement'""), (""'maize'"", ""'maize'""), (""'evapotranspiration'"", ""'ev"")]"	0	
11	farm farmer benefit cost farming income adoption access price labor	3.0	2.2	3.0	0		5	"[(""'farm'"", ""'farming'""), (""'benefit'"", ""'income'""), (""'cost'"", ""'price'""), (""'farmer'"", ""'labor'""), (""'adoption'"", ""'access'"")]"	0	
12	leach nitrate nitrogen phosphorus nutrient fertilization loss uptake solution potassium	3.0	2.2	3.0	0		4	"[(""'nitrate'"", ""'nitrogen'""), (""'phosphorus'"", ""'potassium'""), (""'fertilization'"", ""'loss'""), (""'uptake'"", ""'solution'"")]"	0	
13	development local country rural security people poverty urban sector food	2.6	2.2	3.0	0		2	"[(""'development'"", ""'sector'""), (""'country'"", ""'region'"")]"	0	
14	density weed population specie type row planting disease diversity great	2.6	2.0	3.0	0		4	"[(""'density'"", ""'density'""), (""'type'"", ""'type'""), (""'specie'"", ""'specie'""), (""'planting'"", ""'planting'"")]"	0	
15	plant growth uptake vegetative pot nutrient nacl height saline seedling	2.8	1.8	3.0	1	'nacl'	5	"[(""'growth'"", ""'vegetative'""), (""'uptake'"", ""'nutrient'""), (""'height'"", ""'pot'""), (""'saline'"", ""'nacl'""), (""'seedling'"", ""'plant'"")]"	0	
16	concentration level limit exceed solid dissolve range ppm chloride total	2.8	1.6	3.0	0		2	"[(""'concentration'"", ""'level'""), (""'chloride'"", ""'total'"")]"	0	
17	model datum simulation base prediction accuracy weather calibration set optimization	2.8	2.6	3.0	1	'weather'	7	"[(""'model'"", ""'model'""), (""'datum'"", ""'datum'""), (""'simulation'"", ""'simulation'""), (""'base'"", ""'base'""), (""'prediction'"", ""'prediction'""), (""'accuracy'"", ""'accuracy'""), (""'weather'"", ""'weather'"")]"	0	
18	river region basin arid lake delta nile catchment sub yellow	2.8	2.2	2.8	0		2	"[(""'basin'"", ""'catchment'""), (""'river'"", ""'sub'"")]"	0	
19	water deficit stage apply irrigation capacity period treatment season control	3.0	2.0	3.0	1	'apply'	2	"[(""'water'"", ""'irrigation'""), (""'deficit'"", ""'control'"")]"	0	
20	season winter spring wheat grow maize summer late soybean tillage	2.6	2.0	3.0	0		2	"[(""'wheat'"", ""'maize'""), (""'soybean'"", ""'maize'"")]"	0	
21	flow drainage runoff discharge transport drain infiltration sediment loss hydraulic	3.0	2.2	3.0	0		3	"[(""'drain'"", ""'drainage'""), (""'transport'"", ""'runoff'""), (""'discharge'"", ""'discharge'"")]"	0	
22	different regime level irrigation salinity method drip saline design plot	2.8	1.6	3.0	0		2	"[(""'irrigation'"", ""'drip'""), (""'salinity'"", ""'saline'"")]"	0	
23	potato greenhouse tomato green plastic mulch forage grass pasture alfalfa	3.0	1.8	3.0	1	'plastic'	4	"[(""'greenhouse'"", ""'green'""), (""'plastic'"", ""'green'""), (""'mulch'"", ""'forage'""), (""'pasture'"", ""'alfalfa'"")]"	0	
24	potential stomatal transpiration conductance photosynthetic pressure deficit stem net leaf	3.0	1.8	3.0	1	'stem'	6	"[(""'potential'"", ""'potential'""), (""'stomatal'"", ""'stomatal'""), (""'transpiration'"", ""'transpiration'""), (""'conductance'"", ""'conductance'""), (""'photosynthetic'"", ""'photosynthetic'""), (""'pressure'"", ""'pressure'"")]"	0	
