ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	gym workout fitness treat fit month healthy drink word smoke	2.4	2.6	3.0	1	'smoke'	3	"[(""'gym'"", ""'fitness'""), (""'workout'"", ""'fitness'""), (""'month'"", ""'word'"")]"	0	
1	dot dick heb laptop competitive chillin bmv nut announcement ironic	2.6	1.8	2.4	2	'dot' 'nut'	4	"[(""'dot'"", ""'bmv'""), (""'dick'"", ""'laptop'""), (""'heb'"", ""'announcement'""), (""'chillin'"", ""'ironic'"")]"	0	
2	food chicken meal chipotle taco gluten recipe mcdonald sandwich restaurant	2.6	1.6	2.8	1	'mcdonald'	2	"[(""'chicken'"", ""'meal'""), (""'gluten'"", ""'recipe'"")]"	0	
3	loose skinny pretzel skinnyjeansbestfriend loseweight diet cliche weightloss tweak starve	2.8	2.4	3.0	1	'pretzel'	2	"[(""'loose'"", ""'skinny'""), (""'pretzel'"", ""'starve'"")]"	0	
4	twitter onebluelenz socialmedia follower instagram startup retweet delete code iwantobehip	2.6	2.4	2.4	1	'iwantobehip'	2	"[(""'twitter'"", ""'socialmedia'""), (""'follower'"", ""'iwantobehip'"")]"	0	
5	nap wake morning sleeping hibernate makeup habit ijustneedsleep languish dogslife	2.6	2.0	2.6	2	'makeup' 'dogslife'	5	"[(""'nap'"", ""'sleeping'""), (""'hibernate'"", ""'sleeping'""), (""'wake'"", ""'morning'""), (""'ijustneedsleep'"", ""'sleeping'""), (""'dogslife'"", ""'habit'"")]"	0	
6	game baseball hockey yankees playoff leagueoflegend cheer state favorite indy	2.6	2.0	2.8	1	'leagueoflegend'	4	"[(""'baseball'"", ""'leagueoflegend'""), (""'hockey'"", ""'cheer'""), (""'yankees'"", ""'state'""), (""'favorite'"", ""'indy'"")]"	0	
7	book reading novel publisher challenge picturebook thrones kindle ebooks schedule	2.8	2.0	3.0	1	'schedule'	4	"[(""'book'"", ""'novel'""), (""'reading'"", ""'book'""), (""'picturebook'"", ""'book'""), (""'kindle'"", ""'ebooks'"")]"	0	
8	thank flawless sexymonday bath shb graduation enjoy beautiful boy job	2.2	2.6	2.0	1	'shb'	3	"[(""'thank'"", ""'shb'""), (""'boy'"", ""'boy'""), (""'beautiful'"", ""'beautiful'"")]"	0	
9	pack legging wardrobe warm sneaker underwear sweatpant fashion figfit flatass	2.6	1.8	2.4	1	'flatass'	4	"[(""'pack'"", ""'underwear'""), (""'legging'"", ""'sweatpant'""), (""'warm'"", ""'figfit'""), (""'sneaker'"", ""'flatass'"")]"	1	'flatass'
10	concert soundtrack song cydonia mixtape sing gaga musically duet recordsbeat	2.8	1.8	3.0	2	'cydonia' 'recordsbeat'	4	"[(""'concert'"", ""'song'""), (""'soundtrack'"", ""'music'""), (""'sing'"", ""'sing'""), (""'duet'"", ""'duet'"")]"	0	
11	drink alcohol party vodka hangover champagne tequila timetogetserious spending noodle	2.8	2.2	2.6	1	'noodle'	3	"[(""'hangover'"", ""'drink'""), (""'vodka'"", ""'alcohol'""), (""'timetogetserious'"", ""'party'"")]"	0	
12	goals motivation castle realistic level happenings hunters gabe target stage	2.6	2.0	3.0	1	'gabe'	2	"[(""'goals'"", ""'target'""), (""'motivation'"", ""'stage'"")]"	0	
13	god prayer bible faith hillsong john bless fiery hebrews johnathan	2.8	2.2	3.0	0		6	"[(""'god'"", ""'god'""), (""'john'"", ""'john'""), (""'johnathan'"", ""'johnathan'""), (""'faith'"", ""'faith'""), (""'bible'"", ""'bible'""), (""'prayer'"", ""'prayer'"")]"	0	
14	selfie portrait evar nude introversion jim harbaugh ordinarylife foley disposable	2.4	2.0	2.6	1	'foley'	2	"[(""'selfie'"", ""'portrait'""), (""'introversion'"", ""'ordinarylife'"")]"	0	
15	bae girlfriend virginity wifey starbswiththegirl marriage maury nikki queen impregnate	3.0	2.0	2.4	0		6	"[(""'bae'"", ""'girlfriend'""), (""'starbswiththegirl'"", ""'girlfriend'""), (""'wifey'"", ""'wifey'""), (""'marriage'"", ""'marriage'""), (""'maury'"", ""'maury'""), (""'nikki'"", ""'"")]"	0	
16	hair beard haircut skin makeup act effort furry foolsomeofthepeoplesomeofthetime halloween	2.6	2.0	2.4	2	'effort' 'foolsomeofthepeoplesomeofthetime'	5	"[(""'hair'"", ""'furry'""), (""'hair'"", ""'makeup'""), (""'hair'"", ""'haircut'""), (""'skin'"", ""'furry'""), (""'skin'"", ""'foolsomeofthepeoplesomeofthetime'"")]"	1	'foolsomeofthepeoplesomeofthetime'
