ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	awesome fun mom promise band sure respect urge happen gossip	2.6	1.4	2.8	0		3	"[(""'awesome'"", ""'fun'""), (""'band'"", ""'promise'""), (""'respect'"", ""'urge'"")]"	0	
1	tweet right book daily live smoke plan tomorrow week supper	2.6	2.0	2.8	1	'smoke'	3	"[(""'tweet'"", ""'plan'""), (""'live'"", ""'week'""), (""'smoke'"", ""'supper'"")]"	0	
2	fatnesstofitness chase florida distance project lame blog research supplement blake	2.2	2.4	2.0	1	'lame'	2	"[(""'fitness'"", ""'fitness'""), (""'project'"", ""'project'"")]"	0	
3	learn write wait maybe play remember hour everyday exercise tweet	2.6	2.2	2.8	1	'tweet'	2	"[(""'learn'"", ""'everyday'""), (""'write'"", ""'tweet'"")]"	0	
4	look cursing past apology mentally alcohol share blog involve ultron	2.6	2.0	3.0	1	'ultron'	2	"[(""'past'"", ""'mentally'""), (""'blog'"", ""'share'"")]"	0	
5	win look sure care entrepreneur christmas newyearseve fuck gift self	2.2	2.6	2.4	1	'fuck'	6	"[(""'win'"", ""'win'""), (""'look'"", ""'look'""), (""'sure'"", ""'sure'""), (""'care'"", ""'care'""), (""'entrepreneur'"", ""'entrepreneur'""), (""'christmas'"", ""'christmas'"")]"	1	'fuck'
6	pant mentally instagram weather typo simple ass hit selfimprovement follow	1.8	1.4	2.6	1	'ass'	7	"[(""'pant'"", ""'pant'""), (""'mentally'"", ""'mentally'""), (""'instagram'"", ""'instagram'""), (""'weather'"", ""'weather'""), (""'typo'"", ""'typo'""), (""'simple'"", ""'simple'""), (""'ass'"", ""'ass'"")]"	2	'mentally' 'ass'
7	quit write step shape ignore follow post wear hurt maybe	2.6	2.4	2.6	0		8	"[(""'quit'"", ""'stop'""), (""'write'"", ""'post'""), (""'step'"", ""'step'""), (""'shape'"", ""'shape'""), (""'ignore'"", ""'ignore'""), (""'follow'"", ""'follow'""), (""'wear'"", ""'wear'""), (""'hurt'"", ""'hurt'"")]"	0	
8	smoke goal tweet drink read right club supper cigarette stay	2.4	1.6	3.0	0		2	"[(""'smoke'"", ""'cigarette'""), (""'drink'"", ""'supper'"")]"	0	
9	forreal lowcarb value lowcal distance experience economic tagof hash shed	2.2	2.4	2.4	1	'hash'	2	"[(""'lowcarb'"", ""'lowcal'""), (""'distance'"", ""'shed'"")]"	0	
