ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	concentration control nutrient solution weed germination herbicide nacl spray foliar	3.0	2.0	3.0	2	'weed' 'nacl'	2	"[(""'nacl'"", ""'nutrient'""), (""'herbicide'"", ""'weed'"")]"	1	'nacl'
1	area source variability runoff district sediment cultivate expansion cropland width	3.0	2.0	3.0	3	'cultivate' 'expansion' 'width'	3	"[(""'area'"", ""'district'""), (""'runoff'"", ""'expansion'""), (""'cropland'"", ""'cultivate'"")]"	1	'cultivate'
2	irrigate wastewater treat effluent reuse sewage freshwater industrial reclaimed municipal	3.0	1.4	3.0	2	'industrial' 'municipal'	2	"[(""'wastewater'"", ""'sewage'""), (""'freshwater'"", ""'reclaimed'"")]"	1	'reclaimed'
3	land food risk vegetable metal country human health heavy contamination	2.4	1.8	3.0	2	'metal' 'heavy'	1	"[(""'land'"", ""'country'"")]"	0	
4	root dry leaf fruit number weight leave matter shoot stem	3.0	1.8	3.0	2	'number' 'weight'	1	"[(""'leaf'"", ""'leave'"")]"	2	'number' 'weight'
5	site variation maximum relationship daily seasonal indicator age cucumber eto	2.0	2.2	3.0	2	'cucumber' 'eto'	1	"[(""'eto'"", ""'cucumber'"")]"	1	'eto'
6	stress content activity sugar moderate chlorophyll soluble approximately antioxidant enzyme	2.0	3.0	3.0	3	'approximately' 'moderate' 'soluble'	0	[]	1	'approximately'
7	different analysis sample test component group sensitivity extraction cluster sampling	3.0	1.6	3.0	1	'test'	1	"[(""'sample'"", ""'sampling'"")]"	0	
8	water efficiency resource wue consumption depletion footprint right iwue allocate	3.0	1.0	3.0	1	'right'	1	"[(""'iwue'"", ""'wue'"")]"	1	'iwue'
9	soil depth organic moisture layer profile conductivity infiltration fraction soc	3.0	2.0	3.0	1	'soc'	1	"[(""'soil'"", ""'soc'"")]"	1	'soc'
10	level non irrigated pattern cycle volume mass normal flush greece	2.0	2.0	3.0	2	'greece' 'non'	1	"[(""'non'"", ""'normal'"")]"	1	'greece'
11	production region arid problem suitable climatic dryland hot salinization humid	3.0	1.6	3.0	1	'humid'	2	"[(""'arid'"", ""'dryland'""), (""'humid'"", ""'hot'"")]"	1	'salinization'
12	zone clay sandy loam sub sand lysimeter fine mixed kg⁻¹	3.0	1.4	3.0	3	'sub' 'kg⁻¹' 'lysimeter'	2	"[(""'sand'"", ""'sandy'""), (""'sand'"", ""'fine'"")]"	1	'kg⁻¹'
13	respectively regime ha⁻¹ ecosystem saving gain mid million hectare ton	2.0	3.0	2.0	2	'respectively' 'ha⁻¹'	2	"[(""'ha⁻¹'"", ""'hectare'""), (""'million'"", ""'ton'"")]"	1	'ha⁻¹'
14	ratio benefit storage return operation sugarcane power pump generation punjab	2.0	2.0	3.0	2	'sugarcane' 'punjab'	5	"[(""'sugarcane'"", ""'punjab'""), (""'power'"", ""'generation'""), (""'pump'"", ""'operation'""), (""'ratio'"", ""'return'""), (""'benefit'"", ""'storage'"")]"	1	'punjab'
15	rate net structure transpiration hydraulic stomatal transport conductance photosynthetic regulation	3.0	2.0	3.0	1	'net'	0	[]	1	'stomatal'
16	high low salinity record evaporation alfalfa class mixture turfgrass white	2.0	2.6	3.0	3	'class' 'mixture' 'white'	0	[]	0	
17	irrigation surface drip drainage saline canal deep subsurface shallow table	3.0	1.6	3.0	3	'table' 'deep' 'shallow'	2	"[(""'deep'"", ""'subsurface'""), (""'shallow'"", ""'surface'"")]"	1	'table'
18	average type biomass cover annual potato event fish pond movement	2.0	2.0	3.0	3	'event' 'movement' 'fish'	0	[]	0	
19	increase decrease population decline habitat california stock incorporation agroecosystem fixation	2.0	1.2	3.0	3	'incorporation' 'stock' 'fixation'	2	"[(""'increase'"", ""'incorporation'""), (""'decline'"", ""'decrease'"")]"	1	'fixation'
20	quality loss information ground form suitability vineyard county fuel century	2.0	2.6	3.0	2	'fuel' 'century'	0	[]	0	
21	seed cotton planting date furrow mulch row interval fertigation week	3.0	2.0	3.0	1	'date'	2	"[(""'seed'"", ""'planting'""), (""'furrow'"", ""'row'"")]"	1	'fertigation'
22	application apply fertilizer plot design manure recommend mineral release block	3.0	1.4	3.0	4	'design' 'block' 'apply' 'application'	1	"[(""'manure'"", ""'fertilizer'"")]"	1	'block'
23	crop research rainfall requirement winter month schedule optimum june supplemental	3.0	2.0	3.0	1	'research'	0	[]	1	'supplemental'
24	grow season wet tillage summer spring conventional residue end rotation	3.0	2.0	3.0	1	'end'	0	[]	1	'end'
25	treatment cultivar acid oil protein sensor extract compound tuber sunflower	2.0	2.0	3.0	1	'sensor'	0	[]	0	
26	reduce project sprinkler pressure single contribution intensity damage place peak	2.0	2.0	3.0	3	'place' 'single' 'project'	5	"[(""'sprinkler'"", ""'no pair'""), (""'pressure'"", ""'no pair'""), (""'intensity'"", ""'no pair'""), (""'peak'"", ""'pressure'""), (""'peak'"", ""'intensity'"")]"	1	'sprinkler'
27	development farm local farming scheme product income household market sector	3.0	1.4	3.0	2	'household' 'market'	1	"[(""'farm'"", ""'farming'"")]"	1	'scheme'
28	change groundwater climate river flow basin aquifer reservoir lake adaptation	3.0	1.6	3.0	1	'adaptation'	3	"[(""'aquifer'"", ""'reservoir'""), (""'basin'"", ""'reservoir'""), (""'lake'"", ""'reservoir'"")]"	0	
29	potential time term scale energy available medium receive pot consume	2.2	1.8	3.0	1	'pot'	2	"[(""'potential'"", ""'pot'""), (""'time'"", ""'term'"")]"	1	'pot'
30	agricultural factor landscape wetland watershed tank guideline transformation section shape	3.0	2.0	3.0	3	'guideline' 'section' 'shape'	0	[]	1	'tank'
31	value estimate range mean measurement coefficient correlation standard equation prediction	3.0	1.6	3.0	2	'equation' 'coefficient'	2	"[(""'mean'"", ""'measurement'""), (""'coefficient'"", ""'correlation'"")]"	0	
32	drought environment salt variety genotype tolerance trait line resistance hybrid	3.0	1.6	3.0	2	'variety' 'line'	4	"[(""'genotype'"", ""'line'""), (""'trait'"", ""'characteristic'""), (""is not present in the list but 'trait' is similar to 'characteristic' so we will consider ('trait'"", ""'tolerance'""), (""and ('resistance'"", ""'tol"")]"	0	
33	temperature period relative precipitation canopy trend flux weather air heat	3.0	1.4	3.0	3	'trend' 'flux' 'canopy'	1	"[(""'temperature'"", ""'heat'"")]"	0	
