ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	awesome fun mom promise band sure respect urge happen gossip	1.2	2.2	3.0	2	'promise' 'respect'	1	"[(""'awesome'"", ""'fun'"")]"	0	
1	tweet right book daily live smoke plan tomorrow week supper	1.8	2.4	3.0	0		2	"[(""'tweet'"", ""'daily'""), (""'plan'"", ""'tomorrow'"")]"	0	
2	fatnesstofitness chase florida distance project lame blog research supplement blake	1.8	2.0	2.0	1	'blake'	1	"[(""'fatnesstofitness'"", ""'supplement'"")]"	1	'fatnesstofitness'
3	learn write wait maybe play remember hour everyday exercise tweet	2.0	2.0	3.0	3	'maybe' 'everyday' 'tweet'	4	"[(""'learn'"", ""'write'""), (""'wait'"", ""'remember'""), (""'everyday'"", ""'hour'""), (""'exercise'"", ""'tweet'"")]"	0	
4	look cursing past apology mentally alcohol share blog involve ultron	1.6	2.4	2.8	1	'ultron'	2	"[(""'look'"", ""'share'""), (""'blog'"", ""'share'"")]"	0	
5	win look sure care entrepreneur christmas newyearseve fuck gift self	2.0	2.4	2.0	2	'fuck' 'self'	1	"[(""'christmas'"", ""'newyearseve'"")]"	2	'fuck' 'newyearseve'
6	pant mentally instagram weather typo simple ass hit selfimprovement follow	2.0	2.0	2.0	2	'typo' 'ass'	1	"[(""'typo'"", ""'mentally'"")]"	1	'ass'
7	quit write step shape ignore follow post wear hurt maybe	1.4	2.4	3.0	3	'hurt' 'maybe' 'wear'	0	[]	0	
8	smoke goal tweet drink read right club supper cigarette stay	1.8	2.0	3.0	3	'goal' 'club' 'right'	7	"[(""'smoke'"", ""'cigarette'""), (""'goal'"", ""'goal'""), (""'tweet'"", ""'tweet'""), (""'drink'"", ""'drink'""), (""'read'"", ""'read'""), (""'right'"", ""'right'""), (""'club'"", ""'club'"")]"	0	
9	forreal lowcarb value lowcal distance experience economic tagof hash shed	2.0	1.8	2.0	2	'tagof' 'hash'	2	"[(""'lowcarb'"", ""'lowcal'""), (""'distance'"", ""'shed'"")]"	4	'forreal' 'tagof' 'hash' 'shed'
