ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	wanna support city excuse york dslr penny flip rhino photograph	1.8	2.4	2.2	2	'excuse' 'rhino'	2	"[(""'wanna'"", ""'support'""), (""'city'"", ""'york'"")]"	3	'wanna' 'dslr' 'flip'
1	lose weight kick excited positive imma thought reading lbs effect	2.2	2.2	2.4	3	'imma' 'thought' 'reading'	2	"[(""'lose'"", ""'weight'""), (""'lbs'"", ""'weight'"")]"	2	'imma' 'lbs'
2	hair stuff effort drive pretend peace business high load force	2.0	2.0	3.0	0		2	"[(""'high'"", ""'load'""), (""'effort'"", ""'force'"")]"	0	
3	watch netflix kill episode friends pet eye season head stack	2.0	1.8	2.8	3	'pet' 'head' 'stack'	1	"[(""'episode'"", ""'season'"")]"	0	
4	today listen sugar cookie homeless cross rule cheek disappoint low	1.4	2.4	2.6	2	'low' 'disappoint'	0	[]	0	
5	nice school weird neighbor small fix manage express compassion poorly	2.0	2.2	3.0	1	'poorly'	1	"[(""'school'"", ""'neighbor'"")]"	0	
6	daily lie everybody community party root refer stay dress west	1.8	2.4	2.4	1	'dress'	1	"[(""'lie'"", ""'refer'"")]"	0	
7	drink coffee head kiss ball screw cold pen pot case	1.8	2.4	3.0	3	'head' 'kiss' 'case'	4	"[(""'drink'"", ""'coffee'""), (""'head'"", ""'pot'""), (""'screw'"", ""'case'""), (""'cold'"", ""'pen'"")]"	0	
8	cotton umm jointhefamily consistent search newjob dont dirt submit bedscroll	1.2	2.4	2.0	3	'umm' 'dont' 'bedscroll'	1	"[(""'jointhefamily'"", ""'newjob'"")]"	3	'jointhefamily' 'bedscroll' 'umm'
9	healthy travel increase inspiration patient chance emotional smoothie physical brown	2.0	2.0	3.0	1	'brown'	2	"[(""'travel'"", ""'chance'""), (""'physical'"", ""'healthy'"")]"	0	
10	quit fast food lmfao sign star procrastination potato couch cigarette	1.4	2.0	2.6	1	'lmfao'	1	"[(""'fast'"", ""'quit'"")]"	1	'lmfao'
11	pray account hug somebody blessing twitter engage tennis resolut touch	2.0	2.4	2.6	1	'tennis'	1	"[(""'pray'"", ""'blessing'"")]"	1	'resolut'
12	girl kind pack notice beautiful vacation fam material history prob	1.8	2.2	2.4	1	'prob'	1	"[(""'fam'"", ""'family'"")]"	1	'prob'
13	long shoe sock miss embrace paper wash instead hurt mind	1.8	2.2	2.6	1	'mind'	1	"[(""'shoe'"", ""'sock'"")]"	0	
14	game food job list feel seriously sad vow suck add	2.0	2.0	2.6	2	'seriously' 'suck'	1	"[(""'sad'"", ""'feel'"")]"	1	'suck'
15	finish draw breakfast adult meal intensely novel write excited run	2.0	2.0	3.0	4	'intensely' 'run' 'novel' 'excited'	3	"[(""'finish'"", ""'draw'""), (""'breakfast'"", ""'meal'""), (""'write'"", ""'novel'"")]"	0	
16	thank look morning video routine podcast eve check solidify ultron	1.8	2.2	2.8	1	'ultron'	1	"[(""'morning'"", ""'eve'"")]"	1	'ultron'
17	bad wait super complain attention realize situation jump january pay	1.8	2.2	3.0	2	'jump' 'january'	3	"[(""'wait'"", ""'pay'""), (""'complain'"", ""'realize'""), (""'situation'"", ""'attention'"")]"	0	
18	yesterday app arm expect remind delete button financially false facebook	1.8	2.2	3.0	2	'financially' 'false'	5	"[(""'yesterday'"", ""'app'""), (""'arm'"", ""'button'""), (""'expect'"", ""'false'""), (""'remind'"", ""'delete'""), (""'financially'"", ""'facebook'"")]"	0	
19	post photo sound upset meat tomorrow goal gunna today yoga	1.8	2.4	2.8	2	'meat' 'gunna'	1	"[(""'today'"", ""'tomorrow'"")]"	1	'gunna'
20	smell code soul countdown succeed judgmental document script resoluti wear	1.8	2.2	2.2	3	'succeed' 'judgmental' 'wear'	1	"[(""'code'"", ""'script'"")]"	1	'resoluti'
21	place boyfriend important store email welcome midnight newsletter unsubscribe kill	1.8	2.0	2.8	2	'boyfriend' 'kill'	1	"[(""'email'"", ""'newsletter'"")]"	0	
22	bacon ground article burger desk real fish organized beyonc obama	1.4	2.2	2.2	3	'desk' 'beyonc' 'obama'	1	"[(""'bacon'"", ""'burger'"")]"	2	'beyonc' 'obama'
23	buy forward dance adventure look consume till master honor honest	1.8	2.4	3.0	3	'look' 'honor' 'honest'	1	"[(""'buy'"", ""'consume'"")]"	0	
24	gym visit achieve grateful quote stupid text tomorrow reply vision	2.0	2.0	3.0	4	'stupid' 'text' 'tomorrow' 'reply'	0	[]	0	
25	live improve moment christ debt bless fruit center quality family	2.0	2.0	3.0	2	'debt' 'center'	1	"[(""'live'"", ""'moment'"")]"	0	
26	learn instead use nyr debate plus cig salad jordan hard	1.6	2.2	2.0	3	'nyr' 'cig' 'jordan'	1	"[(""'nyr'"", ""'cig'"")]"	2	'nyr' 'cig'
27	pizza matter dog winter glass public parent classic calendar celebrate	1.4	2.0	3.0	1	'glass'	1	"[(""'calendar'"", ""'celebrate'"")]"	0	
28	fucking single song pick drop busy edit properly dip publish	2.0	2.2	2.0	1	'dip'	1	"[(""'pick'"", ""'drop'"")]"	0	
29	workout run bring early wake fall child cardio night fairly	2.6	2.2	3.0	2	'child' 'fairly'	2	"[(""'wake'"", ""'early'""), (""'run'"", ""'workout'"")]"	0	
30	past save ask future date begin focused stay alot intake	2.0	2.4	2.6	2	'focused' 'intake'	1	"[(""'past'"", ""'future'"")]"	0	
31	bitch water remove folk dad girlfriend punch tired pop savage	1.4	2.2	2.0	1	'savage'	1	"[(""'dad'"", ""'girlfriend'"")]"	2	'bitch' 'savage'
