ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	tell fuck promise follow dignity machine glass prostitution late stuff	2.0	2.0	2.0	1	dignity	1	"[(""'machine'"", ""'stuff'"")]"	0	
1	diggin dosen't mandatory mcdonalds crash sec o'connell deodorant gal kinda	2.0	2.0	2.0	2	'gal' 'deodorant'	1	"[(""'deodorant'"", ""'o'connell'"")]"	0	
2	sec write antother know guy bishop list tail tomorrow self	2.0	2.0	2.0	3	'bishop' 'tail' 'tomorrow'	2	"[(""'self'"", ""'know'""), (""'bishop'"", ""'guy'"")]"	0	
3	write hope holiday pre cause woman eve excuse maybe gogh	2.0	2.0	3.0	2	'gogh' 'eve'	2	"[(""'eve'"", ""'woman'""), (""'gogh'"", ""'write'"")]"	0	
4	post book pizza appreciate sub vlog buy suck game number	2.0	2.0	3.0	1	'appreciate'	3	"[(""'post'"", ""'vlog'""), (""'post'"", ""'sub'""), (""'book'"", ""'number'"")]"	0	
5	thank hoe base hot hispanic hater shine pierce accept stay	2.0	2.0	2.0	3	'base' 'shine' 'stay'	2	"[(""'thank'"", ""'accept'""), (""'shine'"", ""'stay'"")]"	0	
6	quit eve hard expand tweet guy game quote destroy workout	2.0	2.0	3.0	3	eve guy quote	1	"[(""'guy'"", ""'guy'"")]"	0	
7	healthy boyfriend eve past thank exercise offer pic exactly ppl	2.0	2.0	2.4	2	eve ppl	2	"[(""'healthy'"", ""'exercise'""), (""'eve'"", ""'pic'"")]"	0	
8	justin stick grass consideration create smash loosen theirs nomeat folk	2.0	2.0	2.0	3	'consideration' 'nomeat' 'folk'	2	"[(""'justin'"", ""'nomeat'""), (""'stick'"", ""'loosen'"")]"	0	
9	close blake lively progress difference support traditional realistic home pizza	2.0	2.0	3.0	1	'pizza'	1	"[(""'home'"", ""'pizza'"")]"	0	
10	fun share set goal eve month literally idgaf sleepy tour	2.0	2.0	2.0	3	'literally' 'idgaf' 'sleepy'	1	"[(""'goal'"", ""'set'"")]"	0	
11	supper smoke club hope cigarette quit judge suck newyear blog	2.0	2.0	2.6	3	'hope' 'newyear' 'blog'	2	"[(""'smoke'"", ""'cigarette'""), (""'hope'"", ""'newyear'"")]"	0	
12	eve resolve quit gregory travel publish end bad peck craigslist	2.0	2.0	3.0	2	gregory craigslist	2	"[(""'gregory'"", ""'gregory'""), (""'peck'"", ""'peck'"")]"	0	
13	actually workout joke fit come chastity market learn deli bring	2.0	2.0	2.4	2	'chastity' 'deli'	1	"[(""'workout'"", ""'fit'"")]"	0	
14	gym game school minute tell tbh book hold past hate	2.0	2.0	3.0	4	'tell' 'tbh' 'book' 'hate'	2	"[(""'gym'"", ""'school'""), (""'minute'"", ""'past'"")]"	1	"'tbh' - This is an abbreviation for ""to be honest"
15	way crush goals figure priority clutter medium popular non beginnings	2.0	2.0	3.0	1	non	2	"[(""'goals'"", ""'priority'""), (""'medium'"", ""'popular'"")]"	0	
16	twin place maybe famous rule hair strong twitter tone lesson	2.0	2.0	3.0	0		2	"[(""'twin'"", ""'famous'""), (""'hair'"", ""'tone'"")]"	1	'maybe' - This is a common word
17	remember music ago active lose date gain finally wait help	2.0	2.0	3.0	3	'ago' 'date' 'wait'	2	"[(""'remember'"", ""'wait'""), (""'music'"", ""'active'"")]"	0	
18	rose tail blessing afternoon publish south glue krazy animalsanctuary girder	2.0	2.0	3.0	5	'tail' 'blessing' 'glue' 'krazy' 'girder'	2	"[(""'rose'"", ""'blessing'""), (""'krazy'"", ""'girder'"")]"	0	
19	conversation picture hard languagelearne use favorite negative rehab balance complain	2.0	2.0	3.0	2	'picture' 'favorite'	2	"[(""'conversation'"", ""'complain'""), (""'languagelearne'"", ""'conversation'"")]"	0	
20	twitter joke spend connected future cause bitchy goals loudly discovery	2.0	2.0	3.0	2	bitchy loudly	2	"[(""'twitter'"", ""'connected'""), (""'bitchy'"", ""'loudly'"")]"	0	
