ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	learn yoga wanna live fit shape quit job promise fat	2.0	2.0	2.0	2	'job' 'quit'	4	"[(""'learn'"", ""'wanna'""), (""'live'"", ""'fit'""), (""'live'"", ""'shape'""), (""'fat'"", ""'quit'"")]"	1	in this context
1	dot dick joke nut dramatic phat bmv type liberal repeat	2.0	2.0	2.0	2	'dramatic' 'liberal'	2	"[(""'dot'"", ""'dick'""), (""'joke'"", ""'repeat'"")]"	0	
2	drink coffee alcohol soda coke whiskey starbucks detox addiction latte	2.8	2.0	3.0	2	'detox' 'addiction'	2	"[(""'coffee'"", ""'latte'""), (""'coke'"", ""'soda'"")]"	0	
3	tweet twitter instagram facebook gossip socialmedia unfollow phone platform addicted	2.6	2.0	3.0	2	'phone' 'addicted'	2	"[(""'tweet'"", ""'twitter'""), (""'socialmedia'"", ""'platform'"")]"	0	
4	food pizza chicken taco chipotle meal breakfast recipe gluten mcdonald	3.0	2.0	3.0	2	'recipe' 'gluten'	2	"[(""'pizza'"", ""'mcdonald'""), (""'taco'"", ""'chipotle'"")]"	0	
5	workout fitness join treadmill fitbit gymlife golf motivation runchat fitnessmotivation	3.0	2.0	3.0	2	'golf' 'motivation'	3	"[(""'workout'"", ""'fitness'""), (""'fitbit'"", ""'fitness'""), (""'fitnessmotivation'"", ""'fitnessmotivation'"")]"	1	'golf' - While a common word
6	music listen concert dance mixtape band soundtrack sing musician drum	3.0	2.0	3.0	0		5	"[(""'music'"", ""'band'""), (""'music'"", ""'soundtrack'""), (""'music'"", ""'mixtape'""), (""'listen'"", ""'music'""), (""'dance'"", ""'music'"")]"	0	
7	blog netflix mondayblog podcast rachelclarkgiveaway blogge blogging simpson facebook friends	2.0	2.0	2.0	2	'simpson' 'friends'	3	"[(""'blog'"", ""'blogge'""), (""'blog'"", ""'blogging'""), (""'netflix'"", ""'friends'"")]"	4	'mondayblog' 'blogge' 'rachelclarkgiveaway' 'blogging'
8	success plan goals step obstacle task achievable realistic hesitation streak	3.0	2.0	3.0	2	hesitation streak	2	"[(""'goals'"", ""'plan'""), (""'streak'"", ""'step'"")]"	1	'hesitation' - While a valid word
9	sleep nap morning noon sunrise hibernate routine habit snooze evening	3.0	2.0	3.0	1	routine	3	"[(""'morning'"", ""'noon'""), (""'morning'"", ""'evening'""), (""'nap'"", ""'snooze'"")]"	0	
10	gainz diet fat pretzel loseweight healthy tweak dropthebabyweight twinkie shed	2.0	2.0	2.0	2	'pretzel' 'twinkie'	3	"[(""'loseweight'"", ""'diet'""), (""'fat'"", ""'dropthebabyweight'""), (""'fat'"", ""'shed'"")]"	2	'pretzel' 'twinkie'
11	god pray jesus prayer faith bible bless miracle church hug	3.0	2.0	3.0	1	hug	3	"[(""'god'"", ""'jesus'""), (""'prayer'"", ""'pray'""), (""'bible'"", ""'church'"")]"	1	'hug'
12	christmas clean room organize apartment stuff folder gift roommate loveyourlife	2.0	2.0	3.0	1	'loveyourlife'	3	"[(""'christmas'"", ""'gift'""), (""'room'"", ""'apartment'""), (""'roommate'"", ""'apartment'"")]"	0	
13	january newyearnewme calendar newyearseve birthday cyclical sunday jesusyear jules gregorian	2.0	2.0	3.0	5	'birthday' 'sunday' 'jesusyear' 'jules' 'gregorian'	5	"[(""'january'"", ""'newyearnewme'""), (""'january'"", ""'newyearseve'""), (""'january'"", ""'sunday'""), (""'newyearnewme'"", ""'newyearseve'""), (""'calendar'"", ""'cyclical'"")]"	0	
14	game watch laker hockey playoff yankees cheer favorite fuel teamless	2.0	2.0	3.0	2	'fuel' 'teamless'	2	"[(""'laker'"", ""'yankees'""), (""'favorite'"", ""'teamless'"")]"	0	
15	selfie portrait evar ordinarylife foley shatter disposable editing nude jim	2.0	2.0	2.0	1	'jim'	3	"[(""'selfie'"", ""'ordinarylife'""), (""'selfie'"", ""'disposable'""), (""'editing'"", ""'shatter'"")]"	0	
