ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	wanna support city excuse york dslr penny flip rhino photograph	2.0	2.0	2.0	3	'dslr' 'penny' 'rhino'	2	"[(""'york'"", ""'city'""), (""'dslr'"", ""'photograph'"")]"	1	"'wanna' (informal shortening of ""want to"""
1	lose weight kick excited positive imma thought reading lbs effect	2.0	2.0	2.0	3	'excited' 'positive' 'reading'	2	"[(""'lose'"", ""'weight'""), (""'lbs'"", ""'weight'"")]"	0	
2	hair stuff effort drive pretend peace business high load force	2.0	2.0	3.0	2	'peace' 'business'	2	"[(""'effort'"", ""'drive'""), (""'business'"", ""'load'"")]"	0	
3	watch netflix kill episode friends pet eye season head stack	2.0	2.0	3.0	2	'pet' 'eye'	3	"[(""'watch'"", ""'netflix'""), (""'friends'"", ""'episode'""), (""'head'"", ""'eye'"")]"	0	
4	today listen sugar cookie homeless cross rule cheek disappoint low	2.0	2.0	3.0	6	'homeless' 'disappoint' 'cross' 'rule' 'cheek' 'low'	2	"[(""'sugar'"", ""'cookie'""), (""'low'"", ""'disappoint'"")]"	1	in this context
5	nice school weird neighbor small fix manage express compassion poorly	2.0	2.0	3.0	2	'compassion' 'poorly'	2	"[(""'nice'"", ""'poorly'""), (""'small'"", ""'weird'"")]"	0	
6	daily lie everybody community party root refer stay dress west	2.0	2.0	3.0	2	'dress' 'west'	2	"[(""'everybody'"", ""'community'""), (""'dress'"", ""'party'"")]"	0	
7	drink coffee head kiss ball screw cold pen pot case	2.0	2.0	3.0	3	'kiss' 'ball' 'case'	2	"[(""'coffee'"", ""'pot'""), (""'head'"", ""'ball'"")]"	0	
8	cotton umm jointhefamily consistent search newjob dont dirt submit bedscroll	2.0	2.0	2.0	2	umm bedscroll	2	"[(""'umm'"", ""'dont'""), (""'newjob'"", ""'search'"")]"	0	
9	healthy travel increase inspiration patient chance emotional smoothie physical brown	2.0	2.0	3.0	1	brown	2	"[(""'healthy'"", ""'physical'""), (""'smoothie'"", ""'healthy'"")]"	0	
10	quit fast food lmfao sign star procrastination potato couch cigarette	2.0	2.0	2.0	2	'lmfao' 'star'	1	"[(""'potato'"", ""'couch'"")]"	0	
11	pray account hug somebody blessing twitter engage tennis resolut touch	2.0	2.0	3.0	0		2	"[(""'pray'"", ""'blessing'""), (""'touch'"", ""'hug'"")]"	0	
12	girl kind pack notice beautiful vacation fam material history prob	2.0	2.0	3.0	3	'material' 'prob' 'pack'	2	"[(""'girl'"", ""'fam'""), (""'vacation'"", ""'prob'"")]"	1	"'prob' - This is a common abbreviation for ""problem"
13	long shoe sock miss embrace paper wash instead hurt mind	2.0	2.0	2.8	0		2	"[(""'shoe'"", ""'sock'""), (""'mind'"", ""'miss'"")]"	0	
14	game food job list feel seriously sad vow suck add	2.0	2.0	2.0	4	'list' 'feel' 'vow' 'suck'	2	"[(""'add'"", ""'game'""), (""'feel'"", ""'sad'"")]"	0	
15	finish draw breakfast adult meal intensely novel write excited run	2.0	2.0	3.0	3	'adult' 'novel' 'write'	1	"[(""'breakfast'"", ""'meal'"")]"	0	
16	thank look morning video routine podcast eve check solidify ultron	2.0	2.0	3.0	1	'ultron'	1	"[(""'ultron'"", ""'video'"")]"	0	
17	bad wait super complain attention realize situation jump january pay	2.0	2.0	3.0	2	'january' 'pay'	2	"[(""'bad'"", ""'complain'""), (""'attention'"", ""'wait'"")]"	0	
18	yesterday app arm expect remind delete button financially false facebook	2.0	2.0	3.0	2	'financially' 'false'	2	"[(""'app'"", ""'facebook'""), (""'button'"", ""'app'"")]"	0	
19	post photo sound upset meat tomorrow goal gunna today yoga	2.0	2.0	2.0	0		2	"[(""'today'"", ""'tomorrow'""), (""'yoga'"", ""'goal'"")]"	0	
20	smell code soul countdown succeed judgmental document script resoluti wear	2.0	2.0	2.8	1	'wear'	2	"[(""'code'"", ""'script'""), (""'judgmental'"", ""'resoluti'"")]"	0	
21	place boyfriend important store email welcome midnight newsletter unsubscribe kill	2.0	2.0	2.8	1	'kill'	1	"[(""'midnight'"", ""'unsubscribe'"")]"	0	
22	bacon ground article burger desk real fish organized beyonc obama	2.0	2.0	3.0	2	'beyonc' 'obama'	2	"[(""'burger'"", ""'bacon'""), (""'obama'"", ""'real'"")]"	0	
23	buy forward dance adventure look consume till master honor honest	2.0	2.0	3.0	0		2	"[(""'buy'"", ""'consume'""), (""'honor'"", ""'honest'"")]"	1	'till' - This is a common word
