ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	project state scheme problem district user action social local stakeholder	2.8	1.4	3.0	1	'user'	3	"[(""'project'"", ""'scheme'""), (""'state'"", ""'district'""), (""'user'"", ""'stakeholder'"")]"	0	
1	irrigation scheme deficit regime schedule district frequency sprinkler drip requirement	3.0	2.0	3.0	2	'schedule' 'frequency'	0	[]	0	
2	nitrogen fertilizer phosphorus nutrient fertilization uptake apply potassium nitrate urea	3.0	1.2	3.0	2	'nitrogen' 'nitrate'	0	[]	3	'nitrate' 'nitrogen' 'phosphorus'
3	groundwater aquifer recharge shallow table depletion deep alluvial decline rock	3.0	1.0	2.2	1	'table'	4	"[(""'groundwater'"", ""'aquifer'""), (""'shallow'"", ""'depletion'""), (""'deep'"", ""'decline'""), (""'recharge'"", ""'table'"")]"	0	
4	distribution land pattern spatial variability cover map degradation vegetation cropland	3.0	1.4	2.8	3	'distribution' 'cropland' 'degradation'	2	"[(""'distribution"", ""pattern'""), (""'spatial"", ""land'"")]"	2	'distribution' 'variability'
5	base water content scale surface soil model datum parameter zone	3.0	1.6	3.0	1	'scale'	1	"[(""'base'"", ""'datum'"")]"	1	'datum'
6	area cultivate command million urban km² suitable hectare irrigated unit	3.0	1.4	2.6	2	'command' 'million'	1	"[(""'km²"", ""hectare'"")]"	2	'km²' 'hectare'
7	fruit harvest grape berry size wine tomato storage rdi sugar	3.0	1.4	2.0	1	'rdi'	5	"[(""'fruit'"", ""'berry'""), (""'grape'"", ""'fruit'""), (""'grape'"", ""'berry'""), (""'grape'"", ""'wine'""), (""'tomato'"", ""'fruit'"")]"	1	'rdi'
8	loss reduce drainage runoff leach drain nitrate subsurface reduction surface	3.0	1.2	2.2	1	'reduce'	4	"[(""'drain'"", ""'drainage'""), (""'reduce'"", ""'reduction'""), (""'leach'"", ""'loss'""), (""'nitrate'"", ""'surface'"")]"	1	'leach'
9	deficit regime irrigation stage apply drip schedule efficiency wue yield	3.0	1.2	2.0	2	'schedule' 'apply'	4	"[(""'apply'"", ""'drip'""), (""'drip'"", ""'irrigation'""), (""'regime'"", ""'schedule'""), (""'schedule'"", ""'stage'"")]"	1	'wue'
10	medium material substrate form filter cell sand particle solution type	2.8	1.6	2.4	2	'form' 'type'	3	"[(""'medium'"", ""'substrate'""), (""'filter'"", ""'particle'""), (""'solution'"", ""'material'"")]"	0	
11	soil moisture profile amendment sandy available layer texture heavy clay	3.0	1.4	3.0	1	'available'	1	"[(""'soil"", ""clay'"")]"	1	'amendment'
12	exp core agric deprivation adi apri photosynthate droughte salinized distil	3.0	1.6	2.0	4	'exp' 'distil' 'adi' 'apri'	3	"[(""'agric'"", ""'apri'""), (""'exp'"", ""'distil'""), (""'droughte'"", ""'deprivation'"")]"	4	'agric' 'apri' 'droughte' 'salinized'
13	cost operation benefit optimal network power pump reservoir optimization energy	3.0	1.4	3.0	3	'cost' 'benefit' 'optimization'	1	"[(""'cost'"", ""'benefit'"")]"	0	
14	datum image map satellite information resolution set classification series weather	3.0	1.4	2.8	3	'datum' 'set' 'series'	4	"[(""'image'"", ""'map'""), (""'satellite'"", ""'information'""), (""'information'"", ""'datum'""), (""'resolution'"", ""'set'"")]"	1	'datum'
15	salinity salt saline nacl tolerance tolerant sodicity sodic ion chloride	3.0	1.0	2.4	0		2	"[(""'salt'"", ""'saline'""), (""'salinity'"", ""'sodicity'"")]"	3	'sodic' 'tolerance' 'tolerant'
16	drip sprinkler furrow subsurface fertigation mulch emitter plastic uniformity lateral	3.0	1.2	2.6	2	'furrow' 'mulch'	4	"[(""'drip'"", ""'sprinkler'""), (""'furrow'"", ""'lateral'""), (""'subsurface'"", ""'emitter'""), (""'mulch'"", ""'plastic'"")]"	1	'furrow'
17	plant height uptake density pot inoculate tissue leave treat number	3.0	1.8	2.0	2	'leave' 'treat'	1	"[(""'pot'"", ""'plant'"")]"	1	'uptake'
18	apply time plot interval day sub recommend split dose depth	2.8	2.2	2.8	3	'recommend' 'apply' 'split'	4	"[(""'apply'"", ""'recommend'""), (""'time'"", ""'interval'""), (""'plot'"", ""'split'""), (""'day'"", ""'dose'"")]"	0	
19	potential deficit stomatal pressure conductance mpa midday stem transpiration osmotic	3.0	1.4	2.0	1	'mpa'	3	"[(""'stomatal'"", ""'transpiration'""), (""'osmotic'"", ""'pressure'""), (""'pressure'"", ""'conductance'"")]"	1	'mpa'
20	rice cultivation paddy lowland flood aerobic upland cropping flooding awd	3.0	1.2	2.0	1	'awd'	4	"[(""'rice'"", ""'paddy'""), (""'cultivation'"", ""'cropping'""), (""'lowland'"", ""'flood'""), (""'flood'"", ""'flooding'"")]"	1	'awd'
21	season grow wet rainy summer dry winter end spring late	3.0	1.8	2.4	2	'end' 'late'	7	"[(""'season'"", ""'winter'""), (""'season'"", ""'spring'""), (""'season'"", ""'summer'""), (""'season'"", ""'end'""), (""'grow'"", ""'dry'""), (""'grow'"", ""'wet'""), (""'rainy'"", ""'wet'"")]"	2	'grow' 'end'
22	basin river lake hydrological catchment dam sub delta yellow nile	3.0	1.4	2.6	3	'basin' 'river' 'delta'	3	"[(""'river'"", ""'nile'""), (""'basin'"", ""'catchment'""), (""'lake'"", ""'delta'"")]"	0	
