ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	level sub different regime method research irrigation recommend design test	2.6	1.6	2.4	2	'sub' 'test'	1	"[(""'level'"", ""'test'"")]"	2	'sub' 'irrigation'
1	receive treatment control herbicide spray post pendimethalin hand pre treat	3.0	1.6	2.0	2	'hand' 'post'	4	"[(""'receive'"", ""'treat'""), (""'treatment'"", ""'treat'""), (""'control'"", ""'post'""), (""'spray'"", ""'spray'"")]"	1	'pendimethalin'
2	state village respondent district province extension interview university training scheme	3.0	1.4	3.0	1	'training'	4	"[(""'state'"", ""'province'""), (""'village'"", ""'district'""), (""'extension'"", ""'training'""), (""'respondent'"", ""'interview'"")]"	1	'respondent'
3	scenario hydrological regional scale multi simulation different model series variable	3.0	1.2	2.8	1	'scenario'	2	"[(""'scenario'"", ""'series'""), (""'scale'"", ""'multi'"")]"	1	'hydrological'
4	profile saline moisture layer sandy soil texture clay sodic depth	3.0	1.4	3.0	3	'sandy' 'sodic' 'profile'	3	"[(""'sandy'"", ""'sodic'""), (""'soil'"", ""'sandy'""), (""'clay'"", ""'sodic'"")]"	1	'sodic'
5	cultivate rainfed rain feed cultivation region irrigate production expansion vegetable	3.0	1.2	2.4	2	'vegetable' 'rain'	4	"[(""'cultivate'"", ""'cultivation'""), (""'irrigate'"", ""'rainfed'""), (""'feed'"", ""'rain'""), (""'vegetable'"", ""'vegetable'"")]"	0	
6	phase vegetative stage early degree growth end reproductive flowering late	3.0	1.4	3.0	0		2	"[(""'early'"", ""'late'""), (""'vegetative'"", ""'reproductive'"")]"	2	'vegetative' 'reproductive'
7	water potential mpa stem deficit supply midday predawn capacity dawn	3.0	1.8	2.4	4	'mpa' 'midday' 'predawn' 'dawn'	2	"[(""'potential'"", ""'capacity'""), (""'dawn'"", ""'predawn'"")]"	1	'mpa'
8	block row plastic space split apart design spacing plot bed	2.8	1.4	2.6	1	'plastic'	3	"[(""'block'"", ""'plot'""), (""'space'"", ""'spacing'""), (""'row'"", ""'apart'"")]"	1	'spacing'
9	salt saline seedling salinity germination tolerance tolerant quinoa nacl rootstock	3.0	1.2	2.2	2	'seedling' 'rootstock'	4	"[(""'saline'"", ""'salinity'""), (""'tolerance'"", ""'tolerant'""), (""'nacl'"", ""'salt'""), (""'seedling'"", ""'rootstock'"")]"	0	
10	annual reduction runoff decline decrease loss increase storage percent year	3.0	1.2	2.8	2	'increase' 'storage'	2	"[(""'decline'"", ""'decrease'""), (""'reduction'"", ""'loss'"")]"	2	'decline' 'increase'
11	fraction amendment organic biochar clay material manure matter sorption compost	3.0	1.2	2.8	1	'amendment'	4	"[(""'clay'"", ""'material'""), (""'manure'"", ""'matter'""), (""'compost'"", ""'matter'""), (""'fraction'"", ""'matter'"")]"	1	'amendment'
12	soil capacity moisture site depth irrigate plot low non field	3.0	1.0	2.4	3	'capacity' 'low' 'non'	2	"[(""'site'"", ""'plot'""), (""'moisture'"", ""'low'"")]"	1	'non'
13	fresh weight decrease sugar shoot leave soluble solid increase length	2.8	1.8	2.0	2	'weight' 'length'	3	"[(""'increase'"", ""'decrease'""), (""'length'"", ""'weight'""), (""'solid'"", ""'soluble'"")]"	2	'weight' 'soluble'
