ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	performer pimental amusement realityengine meteosat cruel incorporated convolution assertaine multiprocessor	2.0	2.0	2.0	2	'cruel' 'pimental'	3	"[(""'performer'"", ""'amusement'""), (""'realityengine'"", ""'meteosat'""), (""'convolution'"", ""'multiprocessor'"")]"	4	'pimental' 'assertaine' 'realityengine' 'meteosat'
1	christian christians heaven sin love bible easter prayer resurrection christ	3.0	1.0	3.0	2	'sin' 'love'	2	"[(""'christ'"", ""'christian'""), (""'christ'"", ""'christians'"")]"	1	'christ'
2	atf fbi museum terrorism missile enclose surrender affair bosnia backing	2.4	2.0	3.0	4	'museum' 'enclose' 'affair' 'backing'	3	"[(""'atf'"", ""'fbi'""), (""'missile'"", ""'terrorism'""), (""'surrender'"", ""'enclose'"")]"	1	'atf'
3	performer pimental realityengine incorporated abundance meteosat startrek convolution coefficient multiprocessor	2.0	2.2	2.6	3	abundance pimental meteosat	2	"[(""'realityengine'"", ""'meteosat'""), (""'startrek'"", ""'pimental'"")]"	1	'pimental'
4	window application manager display set font motif problem event user	3.0	1.8	3.0	3	'problem' 'event' 'user'	2	"[(""'window'"", ""'display'""), (""'application'"", ""'manager'"")]"	0	
5	ryan prediction talent performer chop cup realityengine multiprocessor pimental thumb	2.0	3.0	2.8	4	'cup' 'pimental' 'thumb' 'chop'	0	[]	3	'realityengine' 'multiprocessor' 'pimental'
6	display window font thank graphic color screen file advance client	3.0	2.0	3.0	3	'thank' 'advance' 'client'	0	[]	1	'thank'
7	team game max player play win cup end fan air	3.0	1.6	3.0	2	'max' 'air'	3	"[(""'team'"", ""'player'""), (""'game'"", ""'play'""), (""'win'"", ""'cup'"")]"	1	'max'
8	presentation seminar authors sphere address warfare presentations byoh shiek visualization	2.0	1.8	3.0	3	'warfare' 'byoh' 'shiek'	1	"[(""'presentation'"", ""'presentations'"")]"	2	'byoh' 'shiek'
9	ride cool helmet car boom nuclear shift road horse engine	2.0	2.0	3.0	2	'boom' 'nuclear'	0	[]	1	'boom'
10	team cup fan abc roger toronto player sport game pen	2.8	1.2	3.0	2	'abc' 'pen'	4	"[(""'team'"", ""'player'""), (""'team'"", ""'fan'""), (""'cup'"", ""'game'""), (""'sport'"", ""'game'"")]"	1	'abc'
11	graphic graphics thank site gif advance email hello domain location	2.0	1.0	3.0	2	'hello' 'thank'	1	"[(""'graphic'"", ""'graphics'"")]"	0	
12	clipper chip phone announcement key white house communication government legal	2.0	2.0	3.0	3	'chip' 'key' 'white'	3	"[(""'government'"", ""'legal'""), (""'phone'"", ""'communication'""), (""'announcement'"", ""'communication'"")]"	1	'clipper'
13	study sensitivity msg food effect headache medical disease cause flavor	2.0	1.8	3.0	2	'msg' 'flavor'	1	"[(""'disease'"", ""'medical'"")]"	1	'msg'
14	daily humor promise ignorance kent performer proud pimental realityengine tammy	1.6	2.8	2.0	4	'realityengine' 'pimental' 'tammy' 'kent'	0	[]	2	'pimental' 'realityengine'
15	disk file image problem use windows input case model error	2.2	2.0	3.0	4	'problem' 'error' 'use' 'case'	0	[]	1	'use'
16	advance anybody gif viewer thank compile archie indiana download animation	2.0	2.0	3.0	3	'anybody' 'archie' 'indiana'	2	"[(""'indiana'"", ""'archie'""), (""'advance'"", ""'download'"")]"	1	'archie'
17	gun libertarian economic tax crime sales spending ban amendment legal	3.0	1.4	3.0	3	'economic' 'sales' 'spending'	2	"[(""'ban'"", ""'amendment'""), (""'tax'"", ""'spending'"")]"	1	'libertarian'
18	performer pimental multiprocessor incorporated correspnde smattering realityengine drawings meteosat twosie	1.0	2.2	2.0	4	'twosie' 'meteosat' 'pimental' 'correspnde'	0	[]	3	'correspnde' 'meteosat' 'twosie'
19	right law state amendment second use mean government case people	3.0	1.8	3.0	3	'mean' 'people' 'case'	3	"[(""'right'"", ""'law'""), (""'state'"", ""'government'""), (""'amendment'"", ""'case'"")]"	1	'mean'
20	buy car monitor printer price manual service wire cheap portable	3.0	2.0	3.0	1	'wire'	2	"[(""'buy'"", ""'price'""), (""'manual'"", ""'service'"")]"	0	
21	genocide today turks mountain escape shoot single soul population homeland	2.2	2.0	3.0	3	'mountain' 'single' 'soul'	2	"[(""'soul'"", ""'population'""), (""'homeland'"", ""'mountain'"")]"	1	'turks'
22	car temperature speed mile time light tire high rotate limit	3.0	2.0	3.0	3	'temperature' 'light' 'high'	0	[]	1	'high'
23	team player game play year good hit win bad fan	3.0	2.0	3.0	3	'bad' 'good' 'year'	1	"[(""'play'"", ""'game'"")]"	0	
24	clinic ussr sensitivity risk resident bush taste concentrate nuclear health	2.0	2.0	3.0	2	'bush' 'taste'	3	"[(""'clinic'"", ""'health'""), (""'ussr'"", ""'nuclear'""), (""'bush'"", ""'resident'"")]"	1	'ussr'
25	jewish university history professor jews stanford century power greek new	3.0	1.0	3.0	3	'greek' 'power' 'new'	1	"[(""'jewish'"", ""'jews'"")]"	1	'jews'
26	card monitor chip scsi drive video use mac windows fast	3.0	2.0	3.0	4	'use' 'mac' 'windows' 'fast'	1	"[(""'mac'"", ""'windows'"")]"	1	'scsi'
27	gun law file secretly space information san allege year anti	2.0	2.0	3.0	3	'space' 'file' 'year'	2	"[(""'law'"", ""'allege'""), (""'file'"", ""'information'"")]"	1	'san'
28	isa slot performance board slow upgrade motherboard bus spec cpu	3.0	1.2	3.0	2	'slow' 'performance'	1	"[(""'cpu'"", ""'spec'"")]"	0	
29	god good jesus time man day thing behold betray crucifixion	3.0	1.6	3.0	4	'time' 'thing' 'man' 'day'	5	"[(""'jesus'"", ""'god'""), (""'betray'"", ""'crucifixion'""), (""'man'"", ""'jesus'""), (""'day'"", ""'time'""), (""'thing'"", ""'behold'"")]"	1	'behold'
30	people know time like come right think look tell want	2.0	2.0	3.0	2	'know' 'think'	1	"[(""'know'"", ""'think'"")]"	0	
31	god law church islam islamic christ marriage world bosnia jewish	3.0	1.0	3.0	3	'world' 'marriage' 'bosnia'	1	"[(""'islam'"", ""'islamic'"")]"	1	'bosnia'
32	morality atheists objective islam islamic keith political moral jon definition	2.4	1.6	3.0	2	'keith' 'jon'	1	"[(""'islam'"", ""'islamic'"")]"	2	'keith' 'jon'
33	use version available machine key bit number write software code	3.0	2.0	3.0	0		2	"[(""'version'"", ""'software'""), (""'code'"", ""'software'"")]"	1	'bit'
34	drive problem disk hard boot cable scsi quantum error duo	3.0	1.6	3.0	3	'problem' 'error' 'duo'	2	"[(""'scsi'"", ""'disk'""), (""'hard'"", ""'disk'"")]"	1	'duo'
35	chip clipper serial modem bit scsi speed board fast apple	2.0	1.6	3.0	1	'apple'	1	"[(""'clipper'"", ""'chip'"")]"	1	'scsi'
36	god truth argument true believe christians evidence arrogance reason claim	3.0	1.4	3.0	1	'arrogance'	1	"[(""'true'"", ""'truth'"")]"	1	'arrogance'
