ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	use work problem need file program run dos bit write	3.0	1.6	3.0	1	'need'	2	"[(""'run'"", ""'work'""), (""'dos'"", ""'program'"")]"	1	'dos'
1	game team year score pick toronto cup van average shot	3.0	2.0	3.0	3	'van' 'average' 'cup'	1	"[(""'toronto'"", ""'van'"")]"	1	'van'
2	car engine ride tire drive speed rear gear auto transmission	3.0	1.0	3.0	0		1	"[(""'car'"", ""'auto'"")]"	1	'rear'
3	space nasa orbit moon mission satellite solar flight astronomy planet	3.0	1.6	3.0	1	'solar'	5	"[(""'space'"", ""'orbit'""), (""'nasa'"", ""'mission'""), (""'moon'"", ""'planet'""), (""'satellite'"", ""'flight'""), (""'solar'"", ""'astronomy'"")]"	1	None
4	msg patient doctor disease health treatment medicine symptom headache hospital	3.0	1.4	3.0	1	'msg'	3	"[(""'disease'"", ""'symptom'""), (""'doctor'"", ""'hospital'""), (""'treatment'"", ""'medicine'"")]"	1	'msg'
5	sale ground circuit stereo radio receiver input box game sony	3.0	1.8	3.0	0		0	[]	0	
6	key clipper chip algorithm security encrypt phone scheme block patent	3.0	1.4	3.0	2	'phone' 'patent'	1	"[(""'chip'"", ""'clipper'"")]"	0	
7	israel jews jewish nazi war peace palestinians gaza jerusalem zionist	3.0	1.2	3.0	2	'nazi' 'war'	2	"[(""'jews'"", ""'jewish'""), (""'israel'"", ""'zionist'"")]"	1	'zionist'
8	motherboard bus ram card upgrade mac simms processor cpu coprocessor	3.0	1.4	3.0	2	'mac' 'card'	2	"[(""'cpu'"", ""'processor'""), (""'mac'"", ""'coprocessor'"")]"	1	'simms'
9	god church bible faith catholic christians matthew pope judas revelation	3.0	1.0	3.0	1	'judas'	2	"[(""'catholic'"", ""'christians'""), (""'bible'"", ""'revelation'"")]"	1	'judas'
10	image colormap program animation bitmap graphics jpeg pixel pixmap convert	3.0	1.0	3.0	3	'program' 'animation' 'convert'	1	"[(""'bitmap'"", ""'pixmap'"")]"	1	'pixmap'
11	scsi disk controller floppy tape boot mac cable quadra rom	3.0	2.0	3.0	3	'mac' 'quadra' 'rom'	4	"[(""'scsi'"", ""'controller'""), (""'disk'"", ""'floppy'""), (""'disk'"", ""'quadra'""), (""'tape'"", ""'cable'"")]"	1	'quadra'
12	gun crime law amendment section state license military arm citizen	3.0	1.6	3.0	3	'military' 'arm' 'citizen'	3	"[(""'law'"", ""'amendment'""), (""'arm'"", ""'gun'""), (""'state'"", ""'military'"")]"	1	'arm'
13	morality objective atheists political christian human subjective hudson definition absolute	3.0	1.8	3.0	1	'hudson'	3	"[(""'objective'"", ""'absolute'""), (""'subjective'"", ""'relative'""), (""is not possible since 'relative' is not in the list"", 'but')]"	1	'hudson'
14	apartment fbi tell building kill shout neighbor door time afraid	2.4	1.8	3.0	3	'tell' 'time' 'afraid'	2	"[(""'apartment'"", ""'building'""), (""'tell'"", ""'shout'"")]"	0	
15	turkish turks genocide soviet muslim massacre population history greeks republic	3.0	1.0	3.0	2	'muslim' 'soviet'	1	"[(""'turkish'"", ""'turks'"")]"	1	'soviet'
16	printer deskjet scanner bubblejet driver laserwriter laserjet printing cartridge inkjet	3.0	1.0	3.0	0		3	"[(""'deskjet'"", ""'bubblejet'""), (""'laserwriter'"", ""'laserjet'""), (""'inkjet'"", ""'bubblejet'"")]"	2	'bubblejet' 'deskjet'
17	homosexual homosexuality percentage study abortion heterosexual abstinence church rape immoral	2.8	1.0	3.0	3	'percentage' 'study' 'church'	1	"[(""'homosexual'"", ""'homosexuality'"")]"	0	
18	monitor screen centris adapter mac viewsonic resolution spec vram cable	3.0	2.0	3.0	1	'mac'	2	"[(""'monitor'"", ""'screen'""), (""'mac'"", ""'viewsonic'"")]"	1	'centris'
19	list mail request address grand junk access update car mailbox	2.8	1.0	3.0	2	'car' 'grand'	1	"[(""'mail'"", ""'mailbox'"")]"	1	'grand'
20	card driver ati video winmark windows speedstar svga vram genoa	3.0	1.0	3.0	2	'windows' 'genoa'	3	"[(""'ati'"", ""'video'""), (""'svga'"", ""'vram'""), (""'genoa'"", ""'windows'"")]"	4	'winmark' 'genoa' 'svga' 'vram'
21	court cooper judge cop justice prosecution jury federal testimony lawyer	3.0	1.0	3.0	1	'cooper'	3	"[(""'judge'"", ""'court'""), (""'cop'"", ""'prosecution'""), (""'lawyer'"", ""'jury'"")]"	1	'cooper'
22	modem fax mac cable chipset send hardware connect gateway supply	3.0	2.0	3.0	2	'send' 'supply'	0	[]	1	'mac'
23	windows unix application comp mac program gui version toolkit compile	3.0	1.4	3.0	0		3	"[(""'unix'"", ""'comp'""), (""'gui'"", ""'application'""), (""'program'"", ""'application'"")]"	1	'comp'
24	allocation windows disk swap error ram crash sys fault mathcad	3.0	1.2	3.0	1	'mathcad'	0	[]	1	'sys'
25	atheist exist god atheism religion belief universe faith premise agnostic	3.0	1.0	3.0	2	'premise' 'universe'	1	"[(""'atheist'"", ""'atheism'"")]"	1	'premise'
26	polygon sphere intersection outline ellipse algorithm circle delaunay triangulation perpendicular	3.0	2.0	3.0	2	'algorithm' 'perpendicular'	1	"[(""'circle'"", ""'ellipse'"")]"	1	'delaunay'
