ID	Topic words
0	level sub different regime method research irrigation recommend design test
1	receive treatment control herbicide spray post pendimethalin hand pre treat
2	state village respondent district province extension interview university training scheme
3	scenario hydrological regional scale multi simulation different model series variable
4	profile saline moisture layer sandy soil texture clay sodic depth
5	cultivate rainfed rain feed cultivation region irrigate production expansion vegetable
6	phase vegetative stage early degree growth end reproductive flowering late
7	water potential mpa stem deficit supply midday predawn capacity dawn
8	block row plastic space split apart design spacing plot bed
9	salt saline seedling salinity germination tolerance tolerant quinoa nacl rootstock
10	annual reduction runoff decline decrease loss increase storage percent year
11	fraction amendment organic biochar clay material manure matter sorption compost
12	soil capacity moisture site depth irrigate plot low non field
13	fresh weight decrease sugar shoot leave soluble solid increase length
14	green source product waste industry material environment urban produce consumption
15	correlate relationship difference correlation number lai height matter index leaf
16	drought recovery stress tolerance expression tolerant heat gene trait genotype
17	local service scale ecosystem ecological relate community adaptation vulnerability landscape
18	operation maintenance power optimal tank operate pump rainwater generation canal
19	shallow aquifer depletion suitability groundwater seawater origin rock isotopic recharge
20	high low produce solid level oil total value vegetable acid
21	uptake total biomass estimate nutrient nitrogen dry matter efficiency base
22	trend seasonal precipitation climatic pattern variability variation series vegetation cover
23	output price net percent return income benefit input hectare gross
24	soybean yield corn sorghum cotton grain component gap location planting
25	old mixed trial fine sand grass location green grow sandy
26	regime different growth maize nitrogen uptake potato winter fertilization wheat
27	irrigation reduce leach source application fertilizer risk pesticide contamination drip
28	oxide emission methane ghg fertilization phosphorus ammonia greenhouse n₂o co₂
29	lowland upland cultivation variety rice aerobic hybrid seeded sri flood
30	plan action transfer local program stakeholder knowledge science problem management
31	relative plant stress growth reduction uptake leaf biomass activity photosynthetic
32	exposure health risk human vegetable contaminate contamination cancer heavy safety
33	irrigation zone wet water dry depth season deep deficit root
34	deep transport table drainage recharge leach nitrate drain shallow no₃
35	level foliar decrease activity increase concentration low leave salinity application
36	wet summer end dry season rainy normal year monsoon rain
37	feddan clm hunan blackgram nmol soyabean prb cobs pfp lrwc
38	band vegetation index spectral correlation ndvi red standard edge regression
39	rotation residue corn winter maize soybean barley conventional cropping cover
40	compound cell extract activity metabolite acid expression bacteria gene pathway
41	sugar soluble phosphorus total potassium solid protein content carbon correlate
42	component principal type cluster analysis correlation dominant group variable pattern
43	zone root uptake shoot plant growth tomato density rot length
44	heat flux thermal radiation air measurement chamber solar wind evaporation
45	record wue high return low maximum respectively net yield mm
46	summer temperature winter reduction decline precipitation scenario early rainfall late
47	variable time function pressure point sensitivity test infiltration equation flow
48	spring line tolerant hybrid late early sorghum variety program durum
49	square mean length range coefficient diameter depth zone volume error
50	clm prb nts hunan nmol blackgram feddan ctw sst soyabean
51	detect count bacterial coli bacteria prevalence pathogen spp isolate detection
52	electron photosynthetic transpiration co₂ net reduction stomatal conductance light quantum
53	water saline irrigate different irrigation deficit grow capacity regime control
54	year harvest fertilizer fruit manure number application apply fertilization yield
55	effluent removal industrial sewage treat reuse municipal waste wastewater pollutant
56	zone area east district waterlogging shallow province salinization suitable command
57	limit exceed standard arsenic heavy sample no₃ guideline dissolve range
58	species native fish landscape diversity specie bird abundance forest habitat
59	percentage ratio sar residual sodium salinity permeability suitable adsorption low
60	layer soil microbial moisture soc density decrease increase organic carbon
61	june october december march month february november august date july
62	adoption knowledge lack behavior benefit access information technology financial training
63	usda exp ars contribution res joint univ prb oklahoma clm
64	requirement coefficient evapotranspiration crop actual kcb simulation estimate maize evaporation
65	non great low irrigated density area leaf tree high leave
66	irrigation interval apply deficit regime treatment stage frequency schedule day
67	demand supply water consumption allocation global resource scenario requirement footprint
68	variety non environment rice yield local drought factor base seed
69	olive orchard grape apple citrus orange pear young wine mango
70	oil quality date harvest fruit component fiber seed tomato vegetative
71	pot medium substrate solution culture nutrient plant greenhouse container uptake
72	water ground quality standard source drinking fresh supply reclaimed lake
73	apply recommend manure application urea nitrate ammonium fertilizer coat leach
74	solution tissue calcium chloride aqueous ion leachate liquid form mass
75	genetic selection line group parent trait cluster marker association sequence
76	water deficit index indicator potential relationship factor relate quality requirement
77	water scale resource supply local agricultural state demand management groundwater
78	increase application yield grain decrease number reduction wue straw uptake
79	irrigation scheme requirement efficiency supply allocation water canal optimal saving
80	disease pest incidence damage resistant insect spot resistance germination severity
81	clm hunan ctw lrwc prb soyabean stagnant feddan tsw omission
82	adaptation change scenario climate climatic global variability vulnerability rcp century
83	non map irrigated site forest cropland class cultivate cover area
84	grower practice crop management information decision rotation production pest cropping
85	term microbial structure degradation community soil erosion carbon ecosystem activity
86	downstream dam stream sediment lake delta flood fish reservoir floodplain
87	moisture soil measurement zone profile distribution hydraulic capacity content depth
88	simulation prediction linear uncertainty optimization fit model function multi algorithm
89	range daily maximum annual average mean monthly respectively seasonal reach
90	number height record weight plant seed day density length sow
91	region arid oasis basin watershed freshwater nile aral desert regional
92	conventional return cotton net efficiency cultivation cost benefit cropping planting
93	forage bean potato feed beef green industry dairy animal milk
94	country national sector people poverty rural security face nutrition international
95	weather station artificial datum machine meteorological accuracy network learning available
96	field paddy trial university rainfed wet station cropping season kharif
97	drip sprinkler subsurface irrigation plastic frequency fertigation micro film mulch
98	conventional paddy pesticide loss drainage flood herbicide practice flooding runoff
99	sand particle slope head infiltration filter drain hydraulic transport subsurface
