ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	air trade wave spring ron pool hmmm fairly hot receiver	2.0	2.0	2.0	3	'ron' 'hmmm' 'receiver'	2	"[(""'air'"", ""'pool'""), (""'fairly'"", ""'hmmm'"")]"	0	
1	john usa lead baltimore americans good join like cup red	2.0	2.0	2.0	2	'cup' 'red'	3	"[(""'john'"", ""'lead'""), (""'baltimore'"", ""'lead'""), (""'americans'"", ""'lead'"")]"	0	
2	king dos master speak illegal bear world family stand library	2.0	2.0	3.0	2	'bear' 'library'	1	"[(""'king'"", ""'master'"")]"	0	
3	person life rule death kill murder people blame independence liberty	2.8	2.0	3.0	2	independence liberty	2	"[(""'person'"", ""'people'""), (""'life'"", ""'people'"")]"	0	
4	think know maybe regard like ask yes people friend good	2.0	2.0	3.0	2	'yes' 'good'	2	"[(""'people'"", ""'friend'""), (""'like'"", ""'good'"")]"	0	
5	argument quote evidence conclusion true statement logic false imply explain	3.0	2.0	3.0	0		2	"[(""'argument'"", ""'logic'""), (""'quote'"", ""'statement'"")]"	0	
6	window manager application view basically use button review root windows	3.0	2.0	3.0	3	'basically' 'use' 'review'	2	"[(""'window'"", ""'windows'""), (""'application'"", ""'view'"")]"	0	
7	unit error cross link brad disk serial byte run generate	2.0	2.0	3.0	2	run generate	2	"[(""'unit'"", ""'disk'""), (""'serial'"", ""'link'"")]"	0	
8	limit use restrict prison multi necessarily probably multiple question know	2.0	2.0	3.0	2	'know' 'question'	2	"[(""'limit'"", ""'restrict'""), (""'multi'"", ""'multiple'"")]"	0	
9	win bank joke wide mix tell contract laugh yes bit	2.0	2.0	3.0	0		2	"[(""'win'"", ""'yes'""), (""'joke'"", ""'laugh'"")]"	0	
10	canada btw canadian beat channel joe offense like seriously north	2.0	2.0	2.0	3	'btw' 'like' 'seriously'	2	"[(""'canada'"", ""'canadian'""), (""'canada'"", ""'north'"")]"	0	
11	science blood theory marry strength certain think trace point fantasy	2.0	2.0	3.0	2	'marry' 'fantasy'	2	"[(""'science'"", ""'theory'""), (""'strength'"", ""'certain'"")]"	1	'marry' - While a common word
12	president drug congress health history job people world american believe	2.0	2.0	3.0	0		2	"[(""'president'"", ""'american'""), (""'health'"", ""'people'"")]"	0	
13	algorithm refer method structure use draw completely copyright reverse region	2.0	2.0	3.0	2	'copyright' 'region'	3	"[(""'algorithm'"", ""'method'""), (""'algorithm'"", ""'use'""), (""'method'"", ""'use'"")]"	0	
14	key translation original talk think instead thing david implement write	2.0	2.0	3.0	0		2	"[(""'key'"", ""'thing'""), (""'original'"", ""'thing'"")]"	0	
15	delete improve minor update random surprise immediately imho surprised dictionary	2.0	2.0	3.0	4	'dictionary' 'imho' 'surprise' 'random'	2	"[(""'update'"", ""'minor'""), (""'surprise'"", ""'surprised'"")]"	0	
16	problem pro moon mode card recall solve confuse hang plus	2.0	2.0	3.0	2	'moon' 'hang'	3	"[(""'problem'"", ""'solve'""), (""'problem'"", ""'confuse'""), (""'mode'"", ""'pro'"")]"	0	
17	university research job work committee organization summer material student professor	2.6	2.0	3.0	2	'summer' 'material'	2	"[(""'university'"", ""'organization'""), (""'student'"", ""'professor'"")]"	0	
18	player condition average car pay european excellent sport boy license	2.0	2.0	3.0	2	'car' 'license'	2	"[(""'player'"", ""'boy'""), (""'car'"", ""'license'"")]"	1	'european' - While a valid word
19	space earth image nasa launch orbit mission satellite flight datum	3.0	2.0	3.0	1	datum	3	"[(""'space'"", ""'earth'""), (""'nasa'"", ""'satellite'""), (""'launch'"", ""'flight'"")]"	0	
20	fan board remove pin spread cool screw heat huh lift	2.0	2.0	2.0	1	huh	3	"[(""'fan'"", ""'cool'""), (""'board'"", ""'pin'""), (""'screw'"", ""'remove'"")]"	0	
21	power supply display graphic usual backing dump core hard drive	2.0	2.0	3.0	0		2	"[(""'power'"", ""'supply'""), (""'hard'"", ""'drive'"")]"	0	
22	radio switch sale sell reasonable audio manual shipping gain use	2.2	2.0	3.0	2	'reasonable' 'shipping'	3	"[(""'radio'"", ""'audio'""), (""'switch'"", ""'manual'""), (""'sale'"", ""'sell'"")]"	0	
23	send list mail address request info email net thank post	3.0	2.0	3.0	3	'net' 'thank' 'post'	4	"[(""'send'"", ""'mail'""), (""'email'"", ""'net'""), (""'email'"", ""'post'""), (""'thank'"", ""'mail'"")]"	0	
24	text field share panel item line control eric strange chip	2.0	2.0	3.0	3	eric strange chip	2	"[(""'eric'"", ""'strange'""), (""'text'"", ""'line'"")]"	2	'eric' 'strange'
25	day date sit stick success time clock minute wise bat	2.0	2.0	3.0	1	'bat'	3	"[(""'day'"", ""'date'""), (""'time'"", ""'clock'""), (""'time'"", ""'minute'"")]"	0	
26	terrorism conference medical abortion final paper movement december daily body	2.0	2.0	3.0	2	'december' 'daily'	2	"[(""'paper'"", ""'final'""), (""'daily'"", ""'december'"")]"	0	
27	pick hudson charge dog newspaper face reach govt eye roger	2.0	2.0	2.0	2	'dog' 'roger'	2	"[(""'dog'"", ""'roger'""), (""'face'"", ""'eye'"")]"	0	
28	clipper school standard lock disease survivor chip phone color house	2.0	2.0	3.0	2	'color' 'house'	1	"[(""'school'"", ""'house'"")]"	0	
29	range blow twice automatic acquire mess choice expensive huge remind	2.0	2.0	3.0	0		2	"[(""'automatic'"", ""'twice'""), (""'huge'"", ""'mess'"")]"	0	
30	command status character loss set register use perform setting sequence	3.0	2.0	3.0	0		2	"[(""'command'"", ""'perform'""), (""'status'"", ""'setting'"")]"	1	loss**: While a common word
31	card chip use bit mac machine memory video bus software	2.0	2.0	3.0	0		3	"[(""'card'"", ""'chip'""), (""'memory'"", ""'machine'""), (""'video'"", ""'machine'"")]"	0	
32	nazi german germany hitler press document party escape magazine write	3.0	2.0	3.0	2	write magazine	4	"[(""'nazi'"", ""'german'""), (""'german'"", ""'germany'""), (""'hitler'"", ""'german'""), (""'german'"", ""'party'"")]"	1	'press' - While common
33	price market tax purchase period warrant japanese staff winner prior	2.0	2.0	3.0	3	'japanese' 'staff' 'winner'	3	"[(""'price'"", ""'market'""), (""'tax'"", ""'market'""), (""'purchase'"", ""'market'"")]"	0	
34	man male marriage woman event claim having couple dispute objection	3.0	2.0	3.0	2	event claim	2	"[(""'man'"", ""'male'""), (""'marriage'"", ""'couple'"")]"	0	
35	look code good somebody like know smith possible use jason	2.0	2.0	3.0	2	'smith' 'jason'	1	"[(""'smith'"", ""'jason'"")]"	0	
36	tyre light screen movie jose film decline park sleep frame	2.0	2.0	3.0	1	'jose'	2	"[(""'movie'"", ""'film'""), (""'light'"", ""'screen'"")]"	0	
37	order previous tony know think folk use correct sure like	2.0	2.0	3.0	0		2	"[(""'tony'"", ""'know'""), (""'like'"", ""'know'"")]"	0	
38	greek east new culture member election reporter english ancient texas	2.0	2.0	3.0	1	'texas'	2	"[(""'greek'"", ""'english'""), (""'ancient'"", ""'new'"")]"	0	
