ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	problem mouse drive boot disk switch fix floppy fine instal	2.2	2.0	3.0	2	'fine' 'instal'	3	"[(""'problem'"", ""'fix'""), (""'mouse'"", ""'drive'""), (""'floppy'"", ""'disk'"")]"	0	
1	problem boot drive disk apple windows memory mouse help mac	2.4	2.0	3.0	3	'apple' 'mouse' 'help'	2	"[(""'apple'"", ""'mac'""), (""'windows'"", ""'mac'"")]"	0	
2	svhs zach jaws itor toasterhead kelseyyrki montage orientiation cdq torkel	2.0	2.0	2.0	1	'torkel'	1	"[(""'toasterhead'"", ""'montage'"")]"	0	
3	version software graphic available mail public windows user machine gnu	2.0	2.0	3.0	2	'mail' 'public'	2	"[(""'version'"", ""'software'""), (""'windows'"", ""'machine'"")]"	0	
4	clipper government announcement white house libertarian chip agency federal citizen	2.0	2.0	3.0	0		2	"[(""'white'"", ""'house'""), (""'federal'"", ""'agency'"")]"	0	
5	hello cube password sphere geometry systems newsreader moselem unresolvable differet	2.0	2.0	2.0	5	'password' 'newsreader' 'moselem' 'unresolvable' 'differet'	2	"[(""'cube'"", ""'sphere'""), (""'newsreader'"", ""'systems'"")]"	0	
6	israel peace terrorism fbi favor waste kill reporter sexual jewish	2.0	2.0	2.0	4	'fbi' 'waste' 'reporter' 'sexual'	2	"[(""'israel'"", ""'jewish'""), (""'terrorism'"", ""'kill'"")]"	0	
7	drug right usage inalienable people amendment free study bear psychology	2.0	2.0	3.0	3	inalienable psychology study	3	"[(""'drug'"", ""'usage'""), (""'inalienable'"", ""'right'""), (""'free'"", ""'right'"")]"	0	
8	kent daily amusing heart promise atheists dating jon ignorance sink	2.0	2.0	3.0	2	'jon' 'sink'	2	"[(""'heart'"", ""'promise'""), (""'jon'"", ""'sink'"")]"	0	
9	clipper chip key phone cheap algorithm secure voice acceptance serial	2.0	2.0	3.0	2	algorithm acceptance	2	"[(""'chip'"", ""'serial'""), (""'phone'"", ""'voice'"")]"	0	
10	announcement white lobby april washington abc bush prize museum schedule	2.0	2.0	3.0	3	'abc' 'bush' 'prize'	2	"[(""'announcement'"", ""'schedule'""), (""'white'"", ""'bush'"")]"	2	'abc' - This is a common abbreviation but in this context
11	problem window windows disk file run screen error mouse fine	2.0	2.0	3.0	1	fine	2	"[(""'problem'"", ""'error'""), (""'window'"", ""'windows'"")]"	0	
12	thank year work people lot need think program thing want	2.0	2.0	3.0	0		2	"[(""'thank'"", ""'need'""), (""'work'"", ""'program'"")]"	0	
13	price offer pay sale sell speaker stereo deck buy receiver	3.0	2.0	3.0	4	'speaker' 'stereo' 'deck' 'receiver'	8	"[(""'price'"", ""'pay'""), (""'price'"", ""'sell'""), (""'price'"", ""'buy'""), (""'offer'"", ""'sale'""), (""'offer'"", ""'sell'""), (""'offer'"", ""'buy'""), (""'sale'"", ""'sell'""), (""'sale'"", ""'buy'"")]"	2	'deck' - While a valid word in this context referring to a record player
14	graphic thank graphics mail format advance appreciate email internet site	2.0	2.0	3.0	3	mail email site	2	"[(""'graphic'"", ""'graphics'""), (""'mail'"", ""'email'"")]"	0	
15	sustain microcontroller heavily zach trumpet asked kelseyyrki torkel jaws newusers	2.0	2.0	2.0	0		1	"[(""'zach'"", ""'jaws'"")]"	0	
