ID	Topic words	Coherence	Repetitive	Readability	Number of Outliers	Outliers	Number of Same Concept Pairs	Same Concept Pairs	Number of Non-words	Non-words
0	super self hoe january mix ordinarylife save hit damn piss	1.8	2.0	2.0	6	'january' 'mix' 'ordinarylife' 'hit' 'damn' 'piss'	0	[]	1	'damn'
1	friend society workout instead health step lot fitness quit week	3.0	2.0	3.0	4	'instead' 'society' 'quit' 'lot'	2	"[(""'workout'"", ""'fitness'""), (""'quit'"", ""'instead'"")]"	1	'instead'
2	stay woman hour meet friend girl fail twice accomplish fitness	2.0	2.0	3.0	1	'fail'	1	"[(""'woman'"", ""'girl'"")]"	1	'twice'
3	instagram facebook peace emotion earth wit truth patients black tennis	1.4	2.0	3.0	2	'tennis' 'black'	0	[]	1	'patients'
4	arm high human writing finish action shoe buy mouth pure	2.0	2.0	3.0	3	'shoe' 'buy' 'pure'	0	[]	1	'pure'
5	kiss harmony lmfao nipple currently unproductive page cardio chafe dramatically	1.4	2.6	2.6	4	'nipple' 'page' 'cardio' 'chafe'	0	[]	1	'lmfao'
6	stay gym gain focus read look cookie hand study parent	2.0	2.0	3.0	3	'cookie' 'hand' 'parent'	0	[]	3	'cookie' 'hand' 'look'
7	loosen juice path enjoy condescend writerslife christmas idk properly bacon	1.0	3.0	3.0	3	'idk' 'juice' 'bacon'	0	[]	1	'idk'
8	jammed list hopefully bae shape weight wheel turbo order coilover	2.0	2.0	3.0	4	'list' 'hopefully' 'bae' 'order'	1	"[(""'coilover'"", ""'coilover'"")]"	1	'bae'
9	home buy real phone record deserve hahaha successfully fit training	2.0	2.0	3.0	3	'hahaha' 'record' 'phone'	0	[]	1	'hahaha'
10	res workinn lazyy imaa ready asf delete wage shall high	2.0	2.0	2.0	3	'imaa' 'asf' 'delete'	1	"[(""'asf'"", ""'delete'"")]"	4	'workinn' 'lazyy' 'imaa' 'asf'
11	learn bad weight gym week way read lmfao kiss watch	2.0	2.0	2.2	4	'kiss' 'lmfao' 'read' 'watch'	0	[]	1	'lmfao'
12	true rid listen fucking self alcohol job bud focused term	2.0	2.0	2.0	0		1	"[(""'bud'"", ""'job'"")]"	0	
13	bible smoke jesus appreciated draw dont bud fucking workout harbaugh	2.0	2.4	2.0	5	'workout' 'harbaugh' 'draw' 'bud' 'fucking'	0	[]	1	'fucking'
14	meet bitch game bite poorly ready pack weird pic girl	2.0	2.0	2.2	3	'poorly' 'weird' 'pack'	1	"[(""'pack'"", ""'pic'"")]"	4	'bitch' 'poorly' 'weird' 'pic'
15	movie bad workout nervous change shy correct decide hour thankful	2.0	2.0	3.0	3	'workout' 'hour' 'movie'	0	[]	0	
16	spend gain positive right week funny gym twitter bed hoe	2.0	2.0	3.0	4	'funny' 'twitter' 'bed' 'hoe'	0	[]	1	'hoe'
17	wine person book lot nye miss lesson read swollen gym	2.0	2.0	3.0	3	'gym' 'swollen' 'nye'	5	"[(""'nye'"", ""'miss'""), (""'lot'"", ""'gym'""), (""'wine'"", ""'lesson'""), (""'book'"", ""'read'""), (""'person'"", ""'swollen'"")]"	1	'nye'
18	week grow club eve hour concert supper read smoke control	2.0	2.0	3.0	3	'smoke' 'read' 'control'	1	"[(""'supper'"", ""'eve'"")]"	2	'eve' 'supper'
19	negative actually success teach publish pinterest gambling kenny imponderabilia content	2.0	2.8	3.0	3	'gambling' 'kenny' 'imponderabilia'	0	[]	1	'imponderabilia'
20	hate come relationship hahaha burrito soundtrack use amazing typo complete	2.0	2.8	3.0	3	'burrito' 'typo' 'hahaha'	0	[]	2	'hahaha' 'typo'
21	vine play cause treat dance better finally dedicated drunk jesus	2.0	2.0	3.0	2	'jesus' 'drunk'	0	[]	1	'jesus'
22	finally self wish story mistake serve titie laugh grow smoke	2.0	2.0	2.8	3	'smoke' 'laugh' 'titie'	0	[]	1	'titie'
23	gym weight social book goal lose healthy welcome god everyday	3.0	2.0	3.0	2	'book' 'god'	0	[]	1	'god'
24	guess yeah heck mile february pile morning memory penny squat	2.0	2.0	3.0	3	'february' 'morning' 'memory'	2	"[(""'mile'"", ""'penny'""), (""'penny'"", ""'mile'"")]"	1	'squat'
25	wales page cotswolds lake calendar naw ready chore complain film	2.0	2.0	3.0	2	'calendar' 'film'	3	"[(""'naw'"", ""'cotswolds'""), (""'page'"", ""'calendar'""), (""'film'"", ""'calendar'"")]"	1	'naw'
26	punctuation future drive old sound thank treat wish sleep listen	2.0	2.0	3.0	3	'punctuation' 'drive' 'old'	0	[]	0	
27	reduce sock job account mad follower bitches oregon culture indulge	1.4	3.0	2.0	3	'sock' 'bitches' 'oregon'	0	[]	1	'bitches'
28	week bikini haha relationship happen patience friend lol yoga personal	2.0	2.0	3.0	3	'yoga' 'bikini' 'lol'	1	"[(""'haha'"", ""'lol'"")]"	2	'haha' 'lol'
29	exercise world careful way goal learn stay list fit care	3.0	1.8	3.0	2	'world' 'list'	1	"[(""'care'"", ""'careful'"")]"	0	
30	button head help pain car hug glamour drink laugh mystery	2.0	2.0	3.0	3	'car' 'drink' 'glamour'	0	[]	1	'glamour'
31	live music stick random father zone promise act marry bite	2.0	2.0	3.0	3	'stick' 'random' 'bite'	0	[]	2	'stick' 'random'
32	positive stay hard right slap lbs look honor criticism energy	2.0	2.0	3.0	3	'slap' 'lbs' 'look'	0	[]	1	'lbs'
33	single talk ask future plane tho achieve fall mediocre choose	2.0	2.0	2.4	2	'plane' 'fall'	0	[]	1	'tho'
34	great meet stay worth twitter mind relationship sleep share donate	2.0	2.0	3.0	3	'twitter' 'sleep' 'donate'	0	[]	0	
35	know healthy sure thank right pack spend long music use	2.0	2.0	3.0	2	'pack' 'music'	0	[]	0	
36	man gop rino boehnermustgo promulgate establishment garbage mcconnelle ariel meet	2.0	1.6	2.0	4	'ariel' 'meet' 'promulgate' 'garbage'	2	"[(""'gop'"", ""'mcconnelle'""), (""'boehnermustgo'"", ""'mcconnelle'"")]"	3	'boehnermustgo' 'mcconnelle' 'rino'
37	salad seriously channel completely cabin sass mean late live history	2.0	2.0	3.0	4	'mean' 'late' 'live' 'history'	0	[]	0	
38	week leave twice castle accept read turn instead involve create	2.0	2.0	3.0	2	'castle' 'read'	0	[]	0	
39	read far thank weight drink type plan continue earlystart identity	2.0	2.0	3.0	3	'far' 'weight' 'drink'	0	[]	1	'earlystart'
40	end write yesterday workout place vow pet month master yoga	2.0	2.0	3.0	3	'workout' 'yoga' 'pet'	1	"[(""'yoga'"", ""'workout'"")]"	1	'vow'
41	father real idk pee vow couple invite desire chorgrapher lil	2.0	2.0	2.0	2	'pee' 'lil'	1	"[(""'idk'"", ""'lil'"")]"	3	'idk' 'lil' 'chorgrapher'
42	plan shoot look swift cause gelek fun teaching pay bold	2.0	2.0	3.0	3	'gelek' 'fun' 'pay'	0	[]	1	'gelek'
43	baby know paint beer attention health upset pound great actually	2.0	2.2	3.0	1	'beer'	0	[]	0	
44	hurt forgiveness power chuck neighbor newyearseve unapologetically important screw countdown	2.0	2.0	3.0	3	'chuck' 'screw' 'power'	0	[]	2	'newyearseve' 'unapologetically'
45	weight cigarette gym healthy lose loss stay nap right instead	3.0	1.6	3.0	4	'cigarette' 'nap' 'right' 'instead'	1	"[(""'lose'"", ""'loss'"")]"	0	
46	watch close join fun tonight tix week article chop support	2.0	2.0	3.0	2	'article' 'chop'	1	"[(""'tix'"", ""'tonight'"")]"	1	'tix'
47	quit grow maybe stay marry door music binge jesus radio	2.0	2.2	3.0	3	'music' 'radio' 'jesus'	1	"[(""'marry'"", ""'jesus'"")]"	3	'binge' 'jesus' 'maybe'
48	voice drop turn concert wait literally status smell bullshit tithe	2.0	2.0	3.0	3	'concert' 'bullshit' 'tithe'	0	[]	1	'bullshit'
49	gain actually especially reach ironic calendar smoking jesus accomplish ass	1.2	2.8	3.0	3	'calendar' 'jesus' 'ass'	0	[]	1	'ass'
50	far form dollar music trip mat dogslife apologize scouty philosophy	1.4	2.0	2.0	4	'dollar' 'music' 'dogslife' 'scouty'	1	"[(""'scouty'"", ""'dogslife'"")]"	2	'dogslife' 'scouty'
51	enjoy reach appreciate desire free hell shark masterbate fin success	1.0	1.4	2.0	3	'hell' 'shark' 'fin'	0	[]	1	'masterbate'
52	drive youtube ultron res heart post mind unite cydonia hear	2.0	1.6	3.0	2	'res' 'post'	1	"[(""'hear'"", ""'heart'"")]"	2	'res' 'cydonia'
53	goal eve drink come white monday fitness twitter habit ready	2.0	2.0	3.0	3	'twitter' 'monday' 'drink'	0	[]	1	'eve'
54	tomorrow monday ready fucking pray live big fight suspect energy	2.0	2.0	2.0	3	'fucking' 'pray' 'big'	0	[]	1	'fucking'
55	music manage cream soon strong hangover currently hefty agree lot	2.0	2.0	3.0	2	'lot' 'agree'	0	[]	1	'hefty'
56	fun beer maybe follower healthy taco read spend drink run	2.0	2.0	3.0	3	'read' 'follower' 'run'	0	[]	1	'maybe'
57	dream practice lot treat technology butts way bitch cigarettes bit	2.0	2.0	2.0	4	'technology' 'way' 'lot' 'bit'	1	"[(""'cigarettes'"", ""'butts'"")]"	0	
58	friend way maybe finish degree face place brtrend workout newyearnewme	2.0	2.0	2.0	2	'brtrend' 'newyearnewme'	0	[]	2	'brtrend' 'newyearnewme'
59	house past escape drunk meet wind sandal cig toilet white	2.0	2.4	3.0	3	'house' 'sandal' 'white'	0	[]	1	'cig'
60	attitude realistic planet straighten startup watch dslr recipe project refuse	2.0	2.6	3.0	3	'recipe' 'watch' 'dslr'	0	[]	1	'straighten'
61	fuck week instead feel home resolve actually right edge join	2.0	2.8	3.0	1	'fuck'	0	[]	1	'fuck'
62	look kenya commit football friends galaxy excercise upgrade gouda hubby	1.0	2.6	2.0	3	'kenya' 'gouda' 'galaxy'	0	[]	0	
63	attention decision proud step straight feeling daughter manage night bring	2.0	2.0	3.0	1	'night'	0	[]	0	
64	kick baby thank legging white shin able code cookie science	2.0	2.0	3.0	3	'code' 'cookie' 'science'	0	[]	1	'shin'
65	thank workout drink girl facebook wana holiday especially ambitious perk	2.0	2.0	2.2	2	'especially' 'ambitious'	0	[]	1	'wana'
66	habit ahead accept email share tank scotch change accomplish drink	2.0	2.0	3.0	3	'tank' 'scotch' 'drink'	0	[]	1	'scotch'
67	respect spend daily grind awesome struggle quote favorite watch care	2.0	2.0	3.0	2	'watch' 'quote'	0	[]	0	
68	lol ass friend kid fitness guitar wait party leg manipulate	2.0	2.0	2.6	2	'wait' 'manipulate'	5	"[(""'lol'"", ""'wait'""), (""'friend'"", ""'kid'""), (""'fitness'"", ""'guitar'""), (""'leg'"", ""'manipulate'""), (""'ass'"", ""'party'"")]"	1	'ass'
69	dollar shop avoid business survival haircut loseweight homemade surround series	2.0	2.2	3.0	4	'loseweight' 'haircut' 'homemade' 'series'	3	"[(""'shop'"", ""'business'""), (""'loseweight'"", ""'homemade'""), (""'avoid'"", ""'survival'"")]"	1	'loseweight'
70	amwriting jack read suspect german concrete fail ono loose buy	2.0	2.0	3.0	2	'ono' 'buy'	0	[]	1	'ono'
71	recover spend pityparty partypooper thank surgery ass club grandma apology	2.0	1.8	2.0	3	'ass' 'club' 'grandma'	2	"[(""'spend'"", ""'partypooper'""), (""'pityparty'"", ""'partypooper'"")]"	2	'pityparty' 'partypooper'
72	right fat smoking healthy instead friendship hug food half college	2.0	2.0	3.0	2	'college' 'half'	0	[]	1	'instead'
73	positive anymore guy twitter able water control drink personal rise	2.0	2.4	3.0	2	'water' 'drink'	0	[]	1	'anymore'
74	hope worth grow positive everyday laker know fitness house blessed	2.0	2.0	3.0	2	'house' 'laker'	0	[]	1	'laker'
75	sure music stay thank ckokickboxing continue wait god close wrong	2.0	1.8	2.0	3	'god' 'ckokickboxing' 'wrong'	0	[]	1	'ckokickboxing'
76	focus travel okay talk world drink deep extend positive venture	2.0	2.0	3.0	2	'drink' 'deep'	2	"[(""'focus'"", ""'extend'""), (""'travel'"", ""'venture'"")]"	1	'okay'
77	asshole old care final involved notice allow got body constructive	2.0	2.0	3.0	4	'got' 'body' 'old' 'asshole'	0	[]	1	'asshole'
78	know follower word drunk actually twitter use level bitch lol	2.0	2.0	2.0	4	'level' 'word' 'know' 'use'	2	"[(""'know'"", ""'actually'""), (""'twitter'"", ""'follower'"")]"	2	'bitch' 'lol'
79	swear wine accept stupid sure okay magcon dancehall daredevil positive	2.0	2.0	3.0	3	'wine' 'magcon' 'daredevil'	2	"[(""'accept'"", ""'okay'""), (""'sure'"", ""'okay'"")]"	1	'magcon'
80	save hahaha read root sacrifice complete sing finish gym cruise	2.0	1.6	3.0	3	'hahaha' 'gym' 'cruise'	3	"[(""'read'"", ""'finish'""), (""'save'"", ""'sacrifice'""), (""'sing'"", ""'hahaha'"")]"	1	'hahaha'
81	travel finish wait paper worry friend snooze senryu late book	2.0	2.0	3.0	2	'paper' 'book'	0	[]	1	'senryu'
82	lose thank book accept follower penny read adult reason taylor	2.0	2.2	3.0	2	'penny' 'taylor'	1	"[(""'book'"", ""'read'"")]"	1	'taylor'
83	artist leg waldorf stick muscle blair lazy high melook florida	1.8	2.0	2.2	3	'high' 'florida' 'blair'	0	[]	1	'melook'
84	learn bad resolutions replace dedicate list curse scarves look couch	2.0	2.0	3.0	4	'curse' 'scarves' 'couch' 'look'	0	[]	1	'scarves'
85	die workout busy know graduate idgaf lay growth pick victim	2.0	2.0	2.6	3	'pick' 'lay' 'victim'	0	[]	1	'idgaf'
86	family yuck tell video voice week shape collective able blue	1.8	3.0	3.0	2	'yuck' 'blue'	0	[]	1	'yuck'
87	faith forgive math finally rate pray responsive mission salad vegetable	2.0	2.0	3.0	4	'math' 'rate' 'salad' 'vegetable'	0	[]	2	'salad' 'vegetable'
88	pretty beat film cool build bigbootyhoe sake track confident prob	2.0	1.8	2.0	2	'sake' 'prob'	0	[]	1	'bigbootyhoe'
89	pool choose talent wife tolerance rubbish shine fitness interview short	2.0	2.0	3.0	3	'rubbish' 'wife' 'short'	0	[]	1	'rubbish'
90	eve stick attend spend agree damn damnit beer print positive	2.0	2.0	3.0	2	'print' 'positive'	1	"[(""'damn'"", ""'damnit'"")]"	1	'damnit'
91	learn visit pbr phone reply moment success rhyme page proud	2.0	2.0	3.0	2	'pbr' 'rhyme'	1	"[(""'pbr'"", ""'proud'"")]"	1	'pbr'
